B (T) - H (A/m),,,,,,,,,
Pid = 1,,,,,,,,,
Z = 0,,,,,,,,,
X = 0,,,,,,,,,
Y = 0,,,,,,,,,
,t,H x,B x,H y,B y,H z,B z,,H x
10133,172.244,-41.647846,-0.907863,7.26E-10,2.29E-11,0,0.00E+00,,-41.647846
10134,172.261,-42.016608,-0.91331,6.88E-10,2.01E-11,0,0.00E+00,,-42.016608
10135,172.278,-42.391428,-0.918756,4.90E-10,1.98E-11,0,0.00E+00,,-42.391428
10136,172.295,-42.772415,-0.924202,5.95E-10,2.01E-11,0,0.00E+00,,-42.772415
10137,172.312,-43.159684,-0.929648,5.54E-10,1.66E-11,0,0.00E+00,,-43.159684
10138,172.329,-43.55335,-0.935094,3.22E-10,1.53E-11,0,0.00E+00,,-43.55335
10139,172.346,-43.953531,-0.94054,3.79E-10,1.39E-11,0,0.00E+00,,-43.953531
10140,172.363,-44.360348,-0.945986,2.32E-10,1.36E-11,0,0.00E+00,,-44.360348
10141,172.38,-44.773926,-0.951432,3.12E-10,1.58E-11,0,0.00E+00,,-44.773926
10142,172.397,-45.194391,-0.956878,4.55E-10,1.47E-11,0,0.00E+00,,-45.194391
10143,172.414,-45.621874,-0.962324,2.86E-10,1.56E-11,0,0.00E+00,,-45.621874
10144,172.431,-46.056507,-0.967769,4.72E-10,1.53E-11,0,0.00E+00,,-46.056507
10145,172.448,-46.498428,-0.973215,3.25E-10,1.44E-11,0,0.00E+00,,-46.498428
10146,172.465,-46.947777,-0.978661,3.51E-10,1.40E-11,0,0.00E+00,,-46.947777
10147,172.482,-47.404697,-0.984107,3.14E-10,1.31E-11,0,0.00E+00,,-47.404697
10148,172.499,-47.869335,-0.989552,2.75E-10,1.46E-11,0,0.00E+00,,-47.869335
10149,172.516,-48.341842,-0.994998,4.36E-10,1.58E-11,0,0.00E+00,,-48.341842
10150,172.533,-48.822374,-1.000444,4.36E-10,1.70E-11,0,0.00E+00,,-48.822374
10151,172.55,-49.311088,-1.005889,5.47E-10,1.69E-11,0,0.00E+00,,-49.311088
10152,172.567,-49.808148,-1.011335,4.88E-10,1.82E-11,0,0.00E+00,,-49.808148
10153,172.584,-50.313721,-1.01678,6.51E-10,1.80E-11,0,0.00E+00,,-50.313721
10154,172.601,-50.827979,-1.022226,5.53E-10,1.61E-11,0,0.00E+00,,-50.827979
10155,172.618,-51.351098,-1.027671,4.58E-10,1.33E-11,0,0.00E+00,,-51.351098
10156,172.635,-51.883259,-1.033116,2.78E-10,5.63E-12,0,0.00E+00,,-51.883259
10157,172.652,-52.424648,-1.038562,-2.97E-10,-2.71E-12,0,0.00E+00,,-52.424648
10158,172.669,-52.975456,-1.044007,-6.71E-10,-4.22E-12,0,0.00E+00,,-52.975456
10159,172.686,-53.53588,-1.049452,-5.67E-10,-6.65E-12,0,0.00E+00,,-53.53588
10160,172.703,-54.10612,-1.054897,-8.69E-10,-1.23E-11,0,0.00E+00,,-54.10612
10161,172.72,-54.686386,-1.060342,-1.19E-09,-1.72E-11,0,0.00E+00,,-54.686386
10162,172.737,-55.276889,-1.065787,-1.45E-09,-1.91E-11,0,0.00E+00,,-55.276889
10163,172.754,-55.87785,-1.071232,-1.47E-09,-1.44E-11,0,0.00E+00,,-55.87785
10164,172.771,-56.489493,-1.076677,-1.02E-09,-9.29E-12,0,0.00E+00,,-56.489493
10165,172.788,-57.112052,-1.082122,-8.15E-10,-7.38E-12,0,0.00E+00,,-57.112052
10166,172.805,-57.745766,-1.087567,-7.72E-10,-4.03E-12,0,0.00E+00,,-57.745766
10167,172.822,-58.39088,-1.093012,-4.68E-10,-1.21E-12,0,0.00E+00,,-58.39088
10168,172.839,-59.047647,-1.098457,-3.87E-10,4.83E-13,0,0.00E+00,,-59.047647
10169,172.856,-59.71633,-1.103901,-2.80E-10,2.93E-12,0,0.00E+00,,-59.71633
10170,172.873,-60.397196,-1.109346,-9.56E-11,-1.66E-12,0,0.00E+00,,-60.397196
10171,172.89,-61.090523,-1.11479,-6.65E-10,-3.22E-12,0,0.00E+00,,-61.090523
10172,172.907,-61.796596,-1.120235,-4.46E-10,-6.04E-12,0,0.00E+00,,-61.796596
10173,172.924,-62.515711,-1.125679,-8.79E-10,-1.05E-11,0,0.00E+00,,-62.515711
10174,172.941,-63.248169,-1.131124,-1.06E-09,-1.15E-11,0,0.00E+00,,-63.248169
10175,172.958,-63.994285,-1.136568,-1.05E-09,-1.14E-11,0,0.00E+00,,-63.994285
10176,172.975,-64.754382,-1.142012,-1.04E-09,-1.22E-11,0,0.00E+00,,-64.754382
10177,172.992,-65.528792,-1.147456,-1.13E-09,-8.07E-12,0,0.00E+00,,-65.528792
10178,173.009,-66.317861,-1.1529,-6.37E-10,-4.80E-12,0,0.00E+00,,-66.317861
10179,173.026,-67.121944,-1.156808,-6.17E-10,-8.33E-12,0,0.00E+00,,-67.121944
10180,173.043,-67.6554,-1.160383,-1.02E-09,-1.05E-11,0,0.00E+00,,-67.6554
10181,173.06,-68.195969,-1.163959,-9.83E-10,-1.42E-11,0,0.00E+00,,-68.195969
10182,173.077,-68.743354,-1.167534,-1.41E-09,-1.78E-11,0,0.00E+00,,-68.743354
10183,173.094,-69.297666,-1.17111,-1.52E-09,-1.84E-11,0,0.00E+00,,-69.297666
10184,173.111,-69.859019,-1.174685,-1.52E-09,-1.76E-11,0,0.00E+00,,-69.859019
10185,173.128,-70.427528,-1.178261,-1.45E-09,-1.96E-11,0,0.00E+00,,-70.427528
10186,173.145,-71.003313,-1.181836,-1.73E-09,-1.91E-11,0,0.00E+00,,-71.003313
10187,173.162,-71.586493,-1.185411,-1.49E-09,-2.05E-11,0,0.00E+00,,-71.586493
10188,173.179,-72.177192,-1.188987,-1.83E-09,-2.37E-11,0,0.00E+00,,-72.177192
10189,173.196,-72.775537,-1.192562,-1.97E-09,-2.37E-11,0,0.00E+00,,-72.775537
10190,173.213,-73.381658,-1.196137,-1.89E-09,-2.42E-11,0,0.00E+00,,-73.381658
10191,173.23,-73.995686,-1.199712,-2.01E-09,-2.35E-11,0,0.00E+00,,-73.995686
10192,173.247,-74.617756,-1.203288,-1.86E-09,-2.55E-11,0,0.00E+00,,-74.617756
10193,173.264,-75.248008,-1.206863,-2.21E-09,-2.46E-11,0,0.00E+00,,-75.248008
10194,173.281,-75.886583,-1.210438,-1.89E-09,-2.22E-11,0,0.00E+00,,-75.886583
10195,173.298,-76.533625,-1.214013,-1.84E-09,-2.38E-11,0,0.00E+00,,-76.533625
10196,173.315,-77.189283,-1.217588,-2.08E-09,-2.39E-11,0,0.00E+00,,-77.189283
10197,173.332,-77.853709,-1.221163,-1.94E-09,-2.13E-11,0,0.00E+00,,-77.853709
10198,173.349,-78.527058,-1.224737,-1.75E-09,-1.95E-11,0,0.00E+00,,-78.527058
10199,173.366,-79.20949,-1.228312,-1.67E-09,-1.68E-11,0,0.00E+00,,-79.20949
10200,173.383,-79.901167,-1.231887,-1.41E-09,-1.72E-11,0,0.00E+00,,-79.901167
10201,173.4,-80.602255,-1.235462,-1.65E-09,-1.71E-11,0,0.00E+00,,-80.602255
10202,173.417,-81.312927,-1.239037,-1.48E-09,-1.70E-11,0,0.00E+00,,-81.312927
10203,173.434,-82.033356,-1.242611,-1.60E-09,-1.41E-11,0,0.00E+00,,-82.033356
10204,173.451,-82.763722,-1.246186,-1.17E-09,-1.32E-11,0,0.00E+00,,-82.763722
10205,173.468,-83.504209,-1.24976,-1.37E-09,-1.31E-11,0,0.00E+00,,-83.504209
10206,173.485,-84.255005,-1.253335,-1.22E-09,-1.27E-11,0,0.00E+00,,-84.255005
10207,173.502,-85.016303,-1.256909,-1.29E-09,-1.13E-11,0,0.00E+00,,-85.016303
10208,173.519,-85.7883,-1.260484,-1.07E-09,-9.06E-12,0,0.00E+00,,-85.7883
10209,173.536,-86.571199,-1.264058,-9.43E-10,-8.43E-12,0,0.00E+00,,-86.571199
10210,173.553,-87.365209,-1.267632,-9.56E-10,-1.06E-11,0,0.00E+00,,-87.365209
10211,173.57,-88.170541,-1.271206,-1.24E-09,-1.07E-11,0,0.00E+00,,-88.170541
10212,173.587,-88.987414,-1.274781,-1.05E-09,-1.11E-11,0,0.00E+00,,-88.987414
10213,173.604,-89.814525,-1.278355,-1.25E-09,-8.08E-12,0,0.00E+00,,-89.814525
10214,173.621,-90.648941,-1.281929,-7.26E-10,-6.53E-12,0,0.00E+00,,-90.648941
10215,173.638,-91.490691,-1.285503,-8.98E-10,-8.90E-12,0,0.00E+00,,-91.490691
10216,173.655,-92.339852,-1.289077,-1.10E-09,-7.44E-12,0,0.00E+00,,-92.339852
10217,173.672,-93.196502,-1.292651,-7.68E-10,-1.02E-11,0,0.00E+00,,-93.196502
10218,173.689,-94.060721,-1.296225,-1.38E-09,-1.03E-11,0,0.00E+00,,-94.060721
10219,173.706,-94.932592,-1.299799,-9.65E-10,-7.50E-12,0,0.00E+00,,-94.932592
10220,173.723,-95.812195,-1.303372,-8.91E-10,-6.39E-12,0,0.00E+00,,-95.812195
10221,173.74,-96.699615,-1.306946,-7.99E-10,-5.07E-12,0,0.00E+00,,-96.699615
10222,173.757,-97.594936,-1.31052,-6.90E-10,-3.35E-12,0,0.00E+00,,-97.594936
10223,173.774,-98.498243,-1.314094,-5.37E-10,-5.65E-12,0,0.00E+00,,-98.498243
10224,173.791,-99.409623,-1.317667,-9.66E-10,-7.02E-12,0,0.00E+00,,-99.409623
10225,173.808,-100.329165,-1.321241,-8.57E-10,-6.92E-12,0,0.00E+00,,-100.329165
10226,173.825,-101.256957,-1.324815,-9.28E-10,-6.80E-12,0,0.00E+00,,-101.256957
10227,173.842,-102.193089,-1.328388,-8.67E-10,-7.47E-12,0,0.00E+00,,-102.193089
10228,173.859,-103.137654,-1.331962,-1.01E-09,-7.89E-12,0,0.00E+00,,-103.137654
10229,173.876,-104.090743,-1.335535,-9.76E-10,-5.20E-12,0,0.00E+00,,-104.090743
10230,173.893,-105.052452,-1.339108,-6.28E-10,-4.64E-12,0,0.00E+00,,-105.052452
10231,173.91,-106.022875,-1.342682,-8.00E-10,-3.67E-12,0,0.00E+00,,-106.022875
10232,173.927,-107.00211,-1.346255,-5.43E-10,-1.22E-12,0,0.00E+00,,-107.00211
10233,173.944,-107.990254,-1.349828,-3.77E-10,9.18E-13,0,0.00E+00,,-107.990254
10234,173.961,-108.987406,-1.353402,-1.87E-10,-2.76E-13,0,0.00E+00,,-108.987406
10235,173.978,-109.993668,-1.356975,-4.96E-10,-2.68E-13,0,0.00E+00,,-109.993668
10236,173.995,-111.009142,-1.360548,-2.77E-10,-8.16E-13,0,0.00E+00,,-111.009142
10237,174.012,-112.033932,-1.364121,-5.14E-10,-4.17E-13,0,0.00E+00,,-112.033932
10238,174.029,-113.068141,-1.365455,-2.89E-10,1.27E-12,0,0.00E+00,,-113.068141
10239,174.046,-113.45228,-1.366787,-2.00E-10,1.31E-12,0,0.00E+00,,-113.45228
10240,174.063,-113.840973,-1.368119,-2.58E-10,4.02E-12,0,0.00E+00,,-113.840973
10241,174.08,-114.230982,-1.369452,1.85E-10,5.15E-12,0,0.00E+00,,-114.230982
10242,174.097,-114.62233,-1.370784,4.02E-11,5.22E-12,0,0.00E+00,,-114.62233
10243,174.114,-115.015021,-1.372116,1.56E-10,8.05E-12,0,0.00E+00,,-115.015021
10244,174.131,-115.409063,-1.373448,4.96E-10,8.63E-12,0,0.00E+00,,-115.409063
10245,174.148,-115.804459,-1.37478,3.45E-10,8.13E-12,0,0.00E+00,,-115.804459
10246,174.165,-116.201217,-1.376112,3.80E-10,6.32E-12,0,0.00E+00,,-116.201217
10247,174.182,-116.599341,-1.377444,8.65E-11,5.48E-12,0,0.00E+00,,-116.599341
10248,174.199,-116.998838,-1.378776,1.69E-10,7.21E-12,0,0.00E+00,,-116.998838
10249,174.216,-117.399713,-1.380108,3.73E-10,8.95E-12,0,0.00E+00,,-117.399713
10250,174.233,-117.801973,-1.381441,4.92E-10,6.44E-12,0,0.00E+00,,-117.801973
10251,174.25,-118.205623,-1.382773,3.25E-11,8.89E-12,0,0.00E+00,,-118.205623
10252,174.267,-118.610669,-1.384105,7.29E-10,9.47E-12,0,0.00E+00,,-118.610669
10253,174.284,-119.017117,-1.385437,3.27E-10,1.00E-11,0,0.00E+00,,-119.017117
10254,174.301,-119.424974,-1.386769,6.99E-10,1.25E-11,0,0.00E+00,,-119.424974
10255,174.318,-119.834244,-1.388101,8.11E-10,1.33E-11,0,0.00E+00,,-119.834244
10256,174.335,-120.244935,-1.389433,8.58E-10,1.38E-11,0,0.00E+00,,-120.244935
10257,174.352,-120.657052,-1.390765,9.09E-10,1.34E-11,0,0.00E+00,,-120.657052
10258,174.369,-121.070601,-1.392097,8.19E-10,1.46E-11,0,0.00E+00,,-121.070601
10259,174.386,-121.485589,-1.393429,1.07E-09,1.29E-11,0,0.00E+00,,-121.485589
10260,174.403,-121.902022,-1.394761,6.40E-10,1.38E-11,0,0.00E+00,,-121.902022
10261,174.42,-122.319905,-1.396093,1.08E-09,1.45E-11,0,0.00E+00,,-122.319905
10262,174.437,-122.739246,-1.397425,8.92E-10,1.38E-11,0,0.00E+00,,-122.739246
10263,174.454,-123.16005,-1.398757,9.08E-10,1.54E-11,0,0.00E+00,,-123.16005
10264,174.471,-123.582324,-1.400089,1.16E-09,1.82E-11,0,0.00E+00,,-123.582324
10265,174.488,-124.006074,-1.401421,1.42E-09,1.78E-11,0,0.00E+00,,-124.006074
10266,174.505,-124.431307,-1.402753,1.18E-09,1.67E-11,0,0.00E+00,,-124.431307
10267,174.522,-124.858029,-1.404085,1.18E-09,1.76E-11,0,0.00E+00,,-124.858029
10268,174.539,-125.286246,-1.405417,1.33E-09,1.68E-11,0,0.00E+00,,-125.286246
10269,174.556,-125.715965,-1.406749,1.10E-09,1.65E-11,0,0.00E+00,,-125.715965
10270,174.573,-126.147192,-1.408081,1.22E-09,1.79E-11,0,0.00E+00,,-126.147192
10271,174.59,-126.579935,-1.409412,1.35E-09,1.73E-11,0,0.00E+00,,-126.579935
10272,174.607,-127.014199,-1.410744,1.18E-09,1.70E-11,0,0.00E+00,,-127.014199
10273,174.624,-127.449991,-1.412076,1.27E-09,1.75E-11,0,0.00E+00,,-127.449991
10274,174.641,-127.887318,-1.413408,1.28E-09,1.58E-11,0,0.00E+00,,-127.887318
10275,174.658,-128.326187,-1.41474,1.01E-09,1.54E-11,0,0.00E+00,,-128.326187
10276,174.675,-128.766604,-1.416072,1.15E-09,1.53E-11,0,0.00E+00,,-128.766604
10277,174.692,-129.208577,-1.417404,1.03E-09,1.38E-11,0,0.00E+00,,-129.208577
10278,174.709,-129.652111,-1.418736,8.88E-10,1.37E-11,0,0.00E+00,,-129.652111
10279,174.726,-130.097214,-1.420068,9.88E-10,1.65E-11,0,0.00E+00,,-130.097214
10280,174.743,-130.543893,-1.421399,1.36E-09,1.56E-11,0,0.00E+00,,-130.543893
10281,174.76,-130.992154,-1.422731,9.56E-10,1.40E-11,0,0.00E+00,,-130.992154
10282,174.777,-131.442006,-1.424063,1.00E-09,1.49E-11,0,0.00E+00,,-131.442006
10283,174.794,-131.893453,-1.425395,1.12E-09,1.69E-11,0,0.00E+00,,-131.893453
10284,174.811,-132.346505,-1.426727,1.36E-09,1.74E-11,0,0.00E+00,,-132.346505
10285,174.828,-132.801167,-1.428059,1.27E-09,1.77E-11,0,0.00E+00,,-132.801167
10286,174.845,-133.257447,-1.42939,1.39E-09,1.63E-11,0,0.00E+00,,-133.257447
10287,174.862,-133.715352,-1.430722,1.09E-09,1.56E-11,0,0.00E+00,,-133.715352
10288,174.879,-134.17489,-1.432054,1.19E-09,1.52E-11,0,0.00E+00,,-134.17489
10289,174.896,-134.636067,-1.433386,1.07E-09,1.54E-11,0,0.00E+00,,-134.636067
10290,174.913,-135.09889,-1.434718,1.18E-09,1.68E-11,0,0.00E+00,,-135.09889
10291,174.93,-135.563368,-1.436049,1.34E-09,1.59E-11,0,0.00E+00,,-135.563368
10292,174.947,-136.029507,-1.437381,1.08E-09,1.54E-11,0,0.00E+00,,-136.029507
10293,174.964,-136.497315,-1.438713,1.19E-09,1.53E-11,0,0.00E+00,,-136.497315
10294,174.981,-136.9668,-1.440045,1.11E-09,1.37E-11,0,0.00E+00,,-136.9668
10295,174.998,-137.437968,-1.441376,9.06E-10,1.33E-11,0,0.00E+00,,-137.437968
10296,175.015,-137.910828,-1.442289,9.91E-10,1.29E-11,0,0.00E+00,,-137.910828
10297,175.032,-137.886467,-1.441223,8.75E-10,1.19E-11,0,0.00E+00,,-137.886467
10298,175.049,-137.615559,-1.440157,8.07E-10,1.20E-11,0,0.00E+00,,-137.615559
10299,175.066,-137.345279,-1.439091,8.63E-10,1.15E-11,0,0.00E+00,,-137.345279
10300,175.083,-137.07457,-1.438025,7.61E-10,1.14E-11,0,0.00E+00,,-137.07457
10301,175.1,-136.80344,-1.436959,8.10E-10,1.09E-11,0,0.00E+00,,-136.80344
10302,175.117,-136.531895,-1.435892,7.15E-10,9.82E-12,0,0.00E+00,,-136.531895
10303,175.134,-136.259939,-1.434826,6.15E-10,9.74E-12,0,0.00E+00,,-136.259939
10304,175.151,-135.987577,-1.43376,6.74E-10,8.73E-12,0,0.00E+00,,-135.987577
10305,175.168,-135.714816,-1.432694,4.89E-10,8.48E-12,0,0.00E+00,,-135.714816
10306,175.185,-135.441658,-1.431628,5.68E-10,9.43E-12,0,0.00E+00,,-135.441658
10307,175.202,-135.168111,-1.430562,6.59E-10,8.47E-12,0,0.00E+00,,-135.168111
10308,175.219,-134.894179,-1.429496,4.56E-10,6.46E-12,0,0.00E+00,,-134.894179
10309,175.236,-134.619867,-1.42843,2.97E-10,5.81E-12,0,0.00E+00,,-134.619867
10310,175.253,-134.345181,-1.427364,3.04E-10,5.71E-12,0,0.00E+00,,-134.345181
10311,175.27,-134.070125,-1.426298,2.87E-10,5.30E-12,0,0.00E+00,,-134.070125
10312,175.287,-133.794706,-1.425232,2.37E-10,4.76E-12,0,0.00E+00,,-133.794706
10313,175.304,-133.518928,-1.424166,1.96E-10,4.75E-12,0,0.00E+00,,-133.518928
10314,175.321,-133.242797,-1.4231,2.18E-10,5.24E-12,0,0.00E+00,,-133.242797
10315,175.338,-132.966318,-1.422034,2.77E-10,7.02E-12,0,0.00E+00,,-132.966318
10316,175.355,-132.689496,-1.420968,4.97E-10,8.88E-12,0,0.00E+00,,-132.689496
10317,175.372,-132.412338,-1.419901,6.36E-10,1.01E-11,0,0.00E+00,,-132.412338
10318,175.389,-132.134848,-1.418835,7.26E-10,1.09E-11,0,0.00E+00,,-132.134848
10319,175.406,-131.857033,-1.417769,7.90E-10,1.00E-11,0,0.00E+00,,-131.857033
10320,175.423,-131.578896,-1.416703,6.17E-10,9.45E-12,0,0.00E+00,,-131.578896
10321,175.44,-131.300446,-1.415637,6.43E-10,1.02E-11,0,0.00E+00,,-131.300446
10322,175.457,-131.021685,-1.414571,7.43E-10,1.03E-11,0,0.00E+00,,-131.021685
10323,175.474,-130.742621,-1.413505,6.96E-10,1.07E-11,0,0.00E+00,,-130.742621
10324,175.491,-130.46326,-1.412439,7.89E-10,1.06E-11,0,0.00E+00,,-130.46326
10325,175.508,-130.183605,-1.411373,7.17E-10,9.50E-12,0,0.00E+00,,-130.183605
10326,175.525,-129.903664,-1.410307,6.00E-10,8.36E-12,0,0.00E+00,,-129.903664
10327,175.542,-129.623442,-1.409241,5.12E-10,7.47E-12,0,0.00E+00,,-129.623442
10328,175.559,-129.342945,-1.408175,4.43E-10,6.62E-12,0,0.00E+00,,-129.342945
10329,175.576,-129.062177,-1.407109,3.66E-10,8.40E-12,0,0.00E+00,,-129.062177
10330,175.593,-128.781146,-1.406043,6.78E-10,9.30E-12,0,0.00E+00,,-128.781146
10331,175.61,-128.499857,-1.404977,6.10E-10,7.54E-12,0,0.00E+00,,-128.499857
10332,175.627,-128.218315,-1.403911,3.98E-10,6.35E-12,0,0.00E+00,,-128.218315
10333,175.644,-127.936527,-1.402845,3.66E-10,5.66E-12,0,0.00E+00,,-127.936527
10334,175.661,-127.654498,-1.401779,2.90E-10,6.89E-12,0,0.00E+00,,-127.654498
10335,175.678,-127.372234,-1.400713,5.20E-10,8.41E-12,0,0.00E+00,,-127.372234
10336,175.695,-127.089741,-1.399647,5.91E-10,9.33E-12,0,0.00E+00,,-127.089741
10337,175.712,-126.807025,-1.398581,6.79E-10,8.74E-12,0,0.00E+00,,-126.807025
10338,175.729,-126.524091,-1.397515,5.39E-10,7.46E-12,0,0.00E+00,,-126.524091
10339,175.746,-126.240945,-1.396449,4.48E-10,7.30E-12,0,0.00E+00,,-126.240945
10340,175.763,-125.957594,-1.395383,4.87E-10,7.43E-12,0,0.00E+00,,-125.957594
10341,175.78,-125.674042,-1.394317,4.83E-10,8.26E-12,0,0.00E+00,,-125.674042
10342,175.797,-125.390297,-1.393251,6.08E-10,8.51E-12,0,0.00E+00,,-125.390297
10343,175.814,-125.106364,-1.392185,5.66E-10,7.77E-12,0,0.00E+00,,-125.106364
10344,175.831,-124.822248,-1.391119,4.87E-10,7.47E-12,0,0.00E+00,,-124.822248
10345,175.848,-124.537956,-1.390053,4.97E-10,9.05E-12,0,0.00E+00,,-124.537956
10346,175.865,-124.253494,-1.388987,7.19E-10,9.79E-12,0,0.00E+00,,-124.253494
10347,175.882,-123.968867,-1.387921,6.79E-10,1.04E-11,0,0.00E+00,,-123.968867
10348,175.899,-123.684082,-1.386855,7.98E-10,1.14E-11,0,0.00E+00,,-123.684082
10349,175.916,-123.399144,-1.385789,8.64E-10,1.05E-11,0,0.00E+00,,-123.399144
10350,175.933,-123.114059,-1.384723,6.89E-10,9.26E-12,0,0.00E+00,,-123.114059
10351,175.95,-122.828833,-1.383657,6.29E-10,9.75E-12,0,0.00E+00,,-122.828833
10352,175.967,-122.543473,-1.382591,7.42E-10,8.61E-12,0,0.00E+00,,-122.543473
10353,175.984,-122.257983,-1.381525,5.03E-10,7.95E-12,0,0.00E+00,,-122.257983
10354,176.001,-121.972371,-1.380459,5.66E-10,7.89E-12,0,0.00E+00,,-121.972371
10355,176.018,-121.686641,-1.378578,5.16E-10,8.61E-12,0,0.00E+00,,-121.686641
10356,176.035,-120.779155,-1.375191,6.55E-10,8.59E-12,0,0.00E+00,,-120.779155
10357,176.052,-119.869123,-1.371804,5.63E-10,4.92E-12,0,0.00E+00,,-119.869123
10358,176.069,-118.958365,-1.368418,9.54E-11,2.74E-12,0,0.00E+00,,-118.958365
10359,176.086,-118.047061,-1.365031,1.01E-10,1.24E-12,0,0.00E+00,,-118.047061
10360,176.103,-117.135397,-1.361644,-1.19E-10,1.24E-12,0,0.00E+00,,-117.135397
10361,176.12,-116.223558,-1.358257,3.46E-11,2.19E-12,0,0.00E+00,,-116.223558
10362,176.137,-115.311728,-1.354871,6.90E-11,-2.89E-13,0,0.00E+00,,-115.311728
10363,176.154,-114.400088,-1.351484,-3.07E-10,-2.38E-12,0,0.00E+00,,-114.400088
10364,176.171,-113.488819,-1.348097,-3.47E-10,-2.10E-12,0,0.00E+00,,-113.488819
10365,176.188,-112.578096,-1.34471,-2.77E-10,-5.43E-13,0,0.00E+00,,-112.578096
10366,176.205,-111.668096,-1.341324,-9.88E-11,-1.49E-12,0,0.00E+00,,-111.668096
10367,176.222,-110.758991,-1.337937,-3.55E-10,-9.41E-13,0,0.00E+00,,-110.758991
10368,176.239,-109.850949,-1.33455,-9.82E-11,1.50E-13,0,0.00E+00,,-109.850949
10369,176.256,-108.944137,-1.331164,-1.18E-10,3.31E-13,0,0.00E+00,,-108.944137
10370,176.273,-108.038719,-1.327777,-7.66E-11,1.85E-12,0,0.00E+00,,-108.038719
10371,176.29,-107.134854,-1.32439,1.12E-10,9.86E-13,0,0.00E+00,,-107.134854
10372,176.307,-106.232701,-1.321003,-1.39E-10,7.08E-13,0,0.00E+00,,-106.232701
10373,176.324,-105.332659,-1.317616,-4.10E-14,1.62E-12,0,0.00E+00,,-105.332659
10374,176.341,-104.439232,-1.31423,3.15E-11,1.69E-12,0,0.00E+00,,-104.439232
10375,176.358,-103.553353,-1.310843,1.77E-11,3.84E-12,0,0.00E+00,,-103.553353
10376,176.375,-102.674954,-1.307456,3.24E-10,4.82E-12,0,0.00E+00,,-102.674954
10377,176.392,-101.803959,-1.304069,2.40E-10,5.82E-12,0,0.00E+00,,-101.803959
10378,176.409,-100.940292,-1.300682,4.33E-10,8.09E-12,0,0.00E+00,,-100.940292
10379,176.426,-100.083877,-1.297295,6.03E-10,9.87E-12,0,0.00E+00,,-100.083877
10380,176.443,-99.234641,-1.293908,7.20E-10,1.18E-11,0,0.00E+00,,-99.234641
10381,176.46,-98.39251,-1.290521,8.87E-10,1.25E-11,0,0.00E+00,,-98.39251
10382,176.477,-97.557414,-1.287134,8.55E-10,1.37E-11,0,0.00E+00,,-97.557414
10383,176.494,-96.72928,-1.283747,1.04E-09,1.20E-11,0,0.00E+00,,-96.72928
10384,176.511,-95.908039,-1.28036,6.65E-10,7.24E-12,0,0.00E+00,,-95.908039
10385,176.528,-95.09362,-1.276972,2.89E-10,7.07E-12,0,0.00E+00,,-95.09362
10386,176.545,-94.285956,-1.273585,5.25E-10,7.25E-12,0,0.00E+00,,-94.285956
10387,176.562,-93.484979,-1.270198,3.78E-10,7.10E-12,0,0.00E+00,,-93.484979
10388,176.579,-92.690623,-1.266811,4.58E-10,7.16E-12,0,0.00E+00,,-92.690623
10389,176.596,-91.90282,-1.263423,4.05E-10,7.77E-12,0,0.00E+00,,-91.90282
10390,176.613,-91.121506,-1.260036,5.16E-10,9.01E-12,0,0.00E+00,,-91.121506
10391,176.63,-90.346616,-1.256648,5.94E-10,7.49E-12,0,0.00E+00,,-90.346616
10392,176.647,-89.578088,-1.253261,3.36E-10,1.02E-11,0,0.00E+00,,-89.578088
10393,176.664,-88.815857,-1.249874,8.62E-10,1.30E-11,0,0.00E+00,,-88.815857
10394,176.681,-88.059863,-1.246486,8.37E-10,1.28E-11,0,0.00E+00,,-88.059863
10395,176.698,-87.310043,-1.243099,8.27E-10,1.11E-11,0,0.00E+00,,-87.310043
10396,176.715,-86.566338,-1.239711,6.15E-10,1.05E-11,0,0.00E+00,,-86.566338
10397,176.732,-85.828687,-1.236323,6.80E-10,7.68E-12,0,0.00E+00,,-85.828687
10398,176.749,-85.097032,-1.232936,2.67E-10,7.07E-12,0,0.00E+00,,-85.097032
10399,176.766,-84.371313,-1.229548,4.77E-10,7.25E-12,0,0.00E+00,,-84.371313
10400,176.783,-83.651474,-1.22616,3.48E-10,6.15E-12,0,0.00E+00,,-83.651474
10401,176.8,-82.937457,-1.222773,2.97E-10,5.48E-12,0,0.00E+00,,-82.937457
10402,176.817,-82.229205,-1.219385,2.47E-10,1.44E-12,0,0.00E+00,,-82.229205
10403,176.834,-81.526665,-1.215997,-2.19E-10,9.20E-13,0,0.00E+00,,-81.526665
10404,176.851,-80.829779,-1.212609,4.52E-11,4.25E-12,0,0.00E+00,,-80.829779
10405,176.868,-80.138495,-1.209222,2.65E-10,4.53E-12,0,0.00E+00,,-80.138495
10406,176.885,-79.452757,-1.205834,1.42E-10,-3.48E-13,0,0.00E+00,,-79.452757
10407,176.902,-78.772514,-1.202446,-3.64E-10,-2.22E-12,0,0.00E+00,,-78.772514
10408,176.919,-78.097713,-1.199058,-2.33E-10,-5.06E-12,0,0.00E+00,,-78.097713
10409,176.936,-77.428302,-1.19567,-6.65E-10,-7.56E-12,0,0.00E+00,,-77.428302
10410,176.953,-76.764229,-1.192282,-6.56E-10,-8.61E-12,0,0.00E+00,,-76.764229
10411,176.97,-76.105444,-1.188894,-7.82E-10,-7.83E-12,0,0.00E+00,,-76.105444
