B (T) - H (A/m),,,,,,,,,
Pid = 1,,,,,,,,,
Z = 0,,,,,,,,,
X = 0,,,,,,,,,
Y = 0,,,,,,,,,
,t,H x,B x,H y,B y,H z,B z,,H x
2274,38.641,-4.263961,-0.130831,-1.77E-10,-4.90E-12,0,0.00E+00,,-4.263961
2275,38.658,-4.21836,-0.12939,-1.87E-10,-5.04E-12,0,0.00E+00,,-4.21836
2276,38.675,-4.172799,-0.127948,-1.87E-10,-4.97E-12,0,0.00E+00,,-4.172799
2277,38.692,-4.12728,-0.126507,-1.83E-10,-5.05E-12,0,0.00E+00,,-4.12728
2278,38.709,-4.0818,-0.125065,-1.90E-10,-3.76E-12,0,0.00E+00,,-4.0818
2279,38.726,-4.036359,-0.123624,-1.17E-10,-3.19E-12,0,0.00E+00,,-4.036359
2280,38.743,-3.990958,-0.122182,-1.39E-10,-3.02E-12,0,0.00E+00,,-3.990958
2281,38.76,-3.945595,-0.120741,-1.15E-10,-2.49E-12,0,0.00E+00,,-3.945595
2282,38.777,-3.90027,-0.119299,-1.04E-10,-3.12E-12,0,0.00E+00,,-3.90027
2283,38.794,-3.854983,-0.117857,-1.44E-10,-3.09E-12,0,0.00E+00,,-3.854983
2284,38.811,-3.809733,-0.116416,-1.14E-10,-4.20E-12,0,0.00E+00,,-3.809733
2285,38.828,-3.76452,-0.114974,-1.94E-10,-4.50E-12,0,0.00E+00,,-3.76452
2286,38.845,-3.719343,-0.113533,-1.53E-10,-4.15E-12,0,0.00E+00,,-3.719343
2287,38.862,-3.674202,-0.112091,-1.63E-10,-3.69E-12,0,0.00E+00,,-3.674202
2288,38.879,-3.629097,-0.11065,-1.32E-10,-5.22E-12,0,0.00E+00,,-3.629097
2289,38.896,-3.584026,-0.109208,-2.34E-10,-5.44E-12,0,0.00E+00,,-3.584026
2290,38.913,-3.538989,-0.107767,-1.73E-10,-5.20E-12,0,0.00E+00,,-3.538989
2291,38.93,-3.493987,-0.106325,-2.04E-10,-5.77E-12,0,0.00E+00,,-3.493987
2292,38.947,-3.449018,-0.104883,-2.12E-10,-6.11E-12,0,0.00E+00,,-3.449018
2293,38.964,-3.404082,-0.103442,-2.24E-10,-6.02E-12,0,0.00E+00,,-3.404082
2294,38.981,-3.359179,-0.102,-2.11E-10,-5.66E-12,0,0.00E+00,,-3.359179
2295,38.998,-3.314308,-0.100559,-2.01E-10,-6.33E-12,0,0.00E+00,,-3.314308
2296,39.015,-3.269469,-9.91E-02,-2.43E-10,-6.56E-12,0,0.00E+00,,-3.269469
2297,39.032,-3.220056,-9.74E-02,-2.26E-10,-6.95E-12,0,0.00E+00,,-3.220056
2298,39.049,-3.16759,-9.57E-02,-2.58E-10,-7.59E-12,0,0.00E+00,,-3.16759
2299,39.066,-3.115167,-9.40E-02,-2.68E-10,-7.54E-12,0,0.00E+00,,-3.115167
2300,39.083,-3.062784,-9.23E-02,-2.58E-10,-7.95E-12,0,0.00E+00,,-3.062784
2301,39.1,-3.010442,-9.06E-02,-2.87E-10,-7.56E-12,0,0.00E+00,,-3.010442
2302,39.117,-2.958139,-8.89E-02,-2.46E-10,-8.73E-12,0,0.00E+00,,-2.958139
2303,39.134,-2.905874,-8.72E-02,-3.36E-10,-9.69E-12,0,0.00E+00,,-2.905874
2304,39.151,-2.853647,-8.56E-02,-3.22E-10,-9.66E-12,0,0.00E+00,,-2.853647
2305,39.168,-2.801458,-8.39E-02,-3.30E-10,-9.34E-12,0,0.00E+00,,-2.801458
2306,39.185,-2.749304,-8.22E-02,-3.07E-10,-8.47E-12,0,0.00E+00,,-2.749304
2307,39.202,-2.697187,-8.05E-02,-2.78E-10,-8.50E-12,0,0.00E+00,,-2.697187
2308,39.219,-2.645104,-7.88E-02,-3.01E-10,-7.83E-12,0,0.00E+00,,-2.645104
2309,39.236,-2.593056,-7.71E-02,-2.50E-10,-7.14E-12,0,0.00E+00,,-2.593056
2310,39.253,-2.54104,-7.54E-02,-2.50E-10,-8.28E-12,0,0.00E+00,,-2.54104
2311,39.27,-2.489058,-7.37E-02,-3.09E-10,-8.06E-12,0,0.00E+00,,-2.489058
2312,39.287,-2.437108,-7.20E-02,-2.56E-10,-7.32E-12,0,0.00E+00,,-2.437108
2313,39.304,-2.385189,-7.04E-02,-2.55E-10,-7.73E-12,0,0.00E+00,,-2.385189
2314,39.321,-2.3333,-6.87E-02,-2.77E-10,-7.68E-12,0,0.00E+00,,-2.3333
2315,39.338,-2.281442,-6.70E-02,-2.58E-10,-7.90E-12,0,0.00E+00,,-2.281442
2316,39.355,-2.229612,-6.53E-02,-2.82E-10,-7.69E-12,0,0.00E+00,,-2.229612
2317,39.372,-2.177811,-6.36E-02,-2.55E-10,-8.29E-12,0,0.00E+00,,-2.177811
2318,39.389,-2.126037,-6.19E-02,-3.05E-10,-8.63E-12,0,0.00E+00,,-2.126037
2319,39.406,-2.074291,-6.02E-02,-2.87E-10,-8.34E-12,0,0.00E+00,,-2.074291
2320,39.423,-2.022571,-5.85E-02,-2.85E-10,-8.24E-12,0,0.00E+00,,-2.022571
2321,39.44,-1.970876,-5.68E-02,-2.81E-10,-8.02E-12,0,0.00E+00,,-1.970876
2322,39.457,-1.919206,-5.52E-02,-2.72E-10,-7.64E-12,0,0.00E+00,,-1.919206
2323,39.474,-1.86756,-5.35E-02,-2.59E-10,-7.57E-12,0,0.00E+00,,-1.86756
2324,39.491,-1.815937,-5.18E-02,-2.65E-10,-7.40E-12,0,0.00E+00,,-1.815937
2325,39.508,-1.764337,-5.01E-02,-2.51E-10,-7.50E-12,0,0.00E+00,,-1.764337
2326,39.525,-1.639867,-4.84E-02,-2.55E-10,-7.46E-12,0,0.00E+00,,-1.639867
2327,39.542,-1.51547,-4.67E-02,-2.51E-10,-7.45E-12,0,0.00E+00,,-1.51547
2328,39.559,-1.391129,-4.50E-02,-2.57E-10,-7.76E-12,0,0.00E+00,,-1.391129
2329,39.576,-1.266843,-4.33E-02,-2.63E-10,-7.83E-12,0,0.00E+00,,-1.266843
2330,39.593,-1.142609,-4.16E-02,-2.67E-10,-8.06E-12,0,0.00E+00,,-1.142609
2331,39.61,-1.018424,-4.00E-02,-2.72E-10,-8.52E-12,0,0.00E+00,,-1.018424
2332,39.627,-0.894287,-3.83E-02,-2.74E-10,-8.75E-12,0,0.00E+00,,-0.894287
2333,39.644,-0.770194,-3.66E-02,-2.87E-10,-9.12E-12,0,0.00E+00,,-0.770194
2334,39.661,-0.646144,-3.49E-02,-2.97E-10,-9.21E-12,0,0.00E+00,,-0.646144
2335,39.678,-0.522134,-3.32E-02,-3.11E-10,-9.76E-12,0,0.00E+00,,-0.522134
2336,39.695,-0.398161,-3.15E-02,-3.20E-10,-1.02E-11,0,0.00E+00,,-0.398161
2337,39.712,-0.274224,-2.98E-02,-3.21E-10,-1.03E-11,0,0.00E+00,,-0.274224
2338,39.729,-0.150319,-2.81E-02,-3.22E-10,-1.02E-11,0,0.00E+00,,-0.150319
2339,39.746,-2.64E-02,-2.64E-02,-3.24E-10,-1.03E-11,0,0.00E+00,,-2.64E-02
2340,39.763,9.74E-02,-2.47E-02,-3.26E-10,-1.04E-11,0,0.00E+00,,9.74E-02
2341,39.78,0.22122,-2.31E-02,-3.24E-10,-1.03E-11,0,0.00E+00,,0.22122
2342,39.797,0.344618,-2.14E-02,-3.26E-10,-1.04E-11,0,0.00E+00,,0.344618
2343,39.814,0.467267,-1.97E-02,-3.28E-10,-1.05E-11,0,0.00E+00,,0.467267
2344,39.831,0.589177,-1.80E-02,-3.29E-10,-1.07E-11,0,0.00E+00,,0.589177
2345,39.848,0.710356,-1.63E-02,-3.36E-10,-1.09E-11,0,0.00E+00,,0.710356
2346,39.865,0.830812,-1.46E-02,-3.36E-10,-1.10E-11,0,0.00E+00,,0.830812
2347,39.882,0.950553,-1.29E-02,-3.30E-10,-1.09E-11,0,0.00E+00,,0.950553
2348,39.899,1.069587,-1.12E-02,-3.29E-10,-1.11E-11,0,0.00E+00,,1.069587
2349,39.916,1.187923,-9.55E-03,-3.28E-10,-1.11E-11,0,0.00E+00,,1.187923
2350,39.933,1.305568,-7.86E-03,-3.24E-10,-1.11E-11,0,0.00E+00,,1.305568
2351,39.95,1.42253,-6.17E-03,-3.23E-10,-1.10E-11,0,0.00E+00,,1.42253
2352,39.967,1.538816,-4.48E-03,-3.19E-10,-1.09E-11,0,0.00E+00,,1.538816
2353,39.984,1.654435,-2.79E-03,-3.18E-10,-1.09E-11,0,0.00E+00,,1.654435
2354,40.001,1.769393,-1.10E-03,-3.16E-10,-1.10E-11,0,0.00E+00,,1.769393
2355,40.018,1.885755,6.15E-04,-3.15E-10,-1.10E-11,0,0.00E+00,,1.885755
2356,40.035,2.005214,2.39E-03,-3.13E-10,-1.10E-11,0,0.00E+00,,2.005214
2357,40.052,2.123968,4.17E-03,-3.11E-10,-1.10E-11,0,0.00E+00,,2.123968
2358,40.069,2.242025,5.94E-03,-3.08E-10,-1.09E-11,0,0.00E+00,,2.242025
2359,40.086,2.359394,7.72E-03,-3.06E-10,-1.09E-11,0,0.00E+00,,2.359394
2360,40.103,2.476082,9.49E-03,-3.04E-10,-1.10E-11,0,0.00E+00,,2.476082
2361,40.12,2.592098,1.13E-02,-3.08E-10,-1.10E-11,0,0.00E+00,,2.592098
2362,40.137,2.707449,1.30E-02,-3.04E-10,-1.10E-11,0,0.00E+00,,2.707449
2363,40.154,2.822143,1.48E-02,-2.99E-10,-1.09E-11,0,0.00E+00,,2.822143
2364,40.171,2.936188,1.66E-02,-2.96E-10,-1.09E-11,0,0.00E+00,,2.936188
2365,40.188,3.049592,1.84E-02,-2.95E-10,-1.07E-11,0,0.00E+00,,3.049592
2366,40.205,3.162361,2.01E-02,-2.93E-10,-1.08E-11,0,0.00E+00,,3.162361
2367,40.222,3.274504,2.19E-02,-2.83E-10,-1.06E-11,0,0.00E+00,,3.274504
2368,40.239,3.386028,2.37E-02,-2.83E-10,-1.05E-11,0,0.00E+00,,3.386028
2369,40.256,3.49694,2.55E-02,-2.73E-10,-1.05E-11,0,0.00E+00,,3.49694
2370,40.273,3.607247,2.72E-02,-2.75E-10,-1.06E-11,0,0.00E+00,,3.607247
2371,40.29,3.716956,2.90E-02,-2.76E-10,-1.08E-11,0,0.00E+00,,3.716956
2372,40.307,3.826075,3.08E-02,-2.80E-10,-1.08E-11,0,0.00E+00,,3.826075
2373,40.324,3.93461,3.26E-02,-2.77E-10,-1.06E-11,0,0.00E+00,,3.93461
2374,40.341,4.042568,3.44E-02,-2.53E-10,-1.01E-11,0,0.00E+00,,4.042568
2375,40.358,4.149955,3.61E-02,-2.65E-10,-1.05E-11,0,0.00E+00,,4.149955
2376,40.375,4.25678,3.79E-02,-2.55E-10,-1.01E-11,0,0.00E+00,,4.25678
2377,40.392,4.363047,3.97E-02,-2.68E-10,-1.02E-11,0,0.00E+00,,4.363047
2378,40.409,4.468765,4.15E-02,-2.43E-10,-9.38E-12,0,0.00E+00,,4.468765
2379,40.426,4.573938,4.32E-02,-2.31E-10,-9.14E-12,0,0.00E+00,,4.573938
2380,40.443,4.678575,4.50E-02,-2.06E-10,-8.60E-12,0,0.00E+00,,4.678575
2381,40.46,4.78268,4.68E-02,-1.98E-10,-8.69E-12,0,0.00E+00,,4.78268
2382,40.477,4.886261,4.86E-02,-1.96E-10,-8.65E-12,0,0.00E+00,,4.886261
2383,40.494,4.989323,5.03E-02,-2.00E-10,-9.10E-12,0,0.00E+00,,4.989323
2384,40.511,5.061892,5.21E-02,-1.91E-10,-9.54E-12,0,0.00E+00,,5.061892
2385,40.528,5.104277,5.39E-02,-2.17E-10,-9.79E-12,0,0.00E+00,,5.104277
2386,40.545,5.146585,5.57E-02,-2.11E-10,-9.96E-12,0,0.00E+00,,5.146585
2387,40.562,5.188802,5.74E-02,-2.22E-10,-1.05E-11,0,0.00E+00,,5.188802
2388,40.579,5.230932,5.92E-02,-2.40E-10,-1.09E-11,0,0.00E+00,,5.230932
2389,40.596,5.272974,6.10E-02,-2.45E-10,-1.15E-11,0,0.00E+00,,5.272974
2390,40.613,5.314929,6.28E-02,-2.72E-10,-1.17E-11,0,0.00E+00,,5.314929
2391,40.63,5.356799,6.45E-02,-2.62E-10,-1.15E-11,0,0.00E+00,,5.356799
2392,40.647,5.398585,6.63E-02,-2.56E-10,-1.13E-11,0,0.00E+00,,5.398585
2393,40.664,5.440288,6.81E-02,-2.53E-10,-1.11E-11,0,0.00E+00,,5.440288
2394,40.681,5.481908,6.99E-02,-2.43E-10,-1.08E-11,0,0.00E+00,,5.481908
2395,40.698,5.523448,7.16E-02,-2.35E-10,-1.13E-11,0,0.00E+00,,5.523448
2396,40.715,5.564908,7.34E-02,-2.63E-10,-1.22E-11,0,0.00E+00,,5.564908
2397,40.732,5.606288,7.52E-02,-2.85E-10,-1.10E-11,0,0.00E+00,,5.606288
2398,40.749,5.647591,7.70E-02,-2.13E-10,-9.97E-12,0,0.00E+00,,5.647591
2399,40.766,5.688817,7.87E-02,-2.10E-10,-9.03E-12,0,0.00E+00,,5.688817
2400,40.783,5.729967,8.05E-02,-1.65E-10,-9.14E-12,0,0.00E+00,,5.729967
2401,40.8,5.771043,8.23E-02,-1.99E-10,-9.63E-12,0,0.00E+00,,5.771043
2402,40.817,5.812044,8.41E-02,-2.00E-10,-1.00E-11,0,0.00E+00,,5.812044
2403,40.834,5.852973,8.59E-02,-2.16E-10,-9.68E-12,0,0.00E+00,,5.852973
2404,40.851,5.893831,8.76E-02,-1.90E-10,-9.35E-12,0,0.00E+00,,5.893831
2405,40.868,5.934618,8.94E-02,-1.90E-10,-9.11E-12,0,0.00E+00,,5.934618
2406,40.885,5.975335,9.12E-02,-1.77E-10,-7.68E-12,0,0.00E+00,,5.975335
2407,40.902,6.015984,9.30E-02,-1.16E-10,-7.24E-12,0,0.00E+00,,6.015984
2408,40.919,6.056565,9.47E-02,-1.33E-10,-7.32E-12,0,0.00E+00,,6.056565
2409,40.936,6.09708,9.65E-02,-1.25E-10,-7.14E-12,0,0.00E+00,,6.09708
2410,40.953,6.13753,9.83E-02,-1.21E-10,-7.86E-12,0,0.00E+00,,6.13753
2411,40.97,6.177915,0.100061,-1.57E-10,-7.27E-12,0,0.00E+00,,6.177915
2412,40.987,6.218237,0.101837,-1.04E-10,-6.78E-12,0,0.00E+00,,6.218237
2413,41.004,6.258496,0.103613,-1.15E-10,-7.24E-12,0,0.00E+00,,6.258496
2414,41.021,6.298694,0.105341,-1.29E-10,-6.74E-12,0,0.00E+00,,6.298694
2415,41.038,6.336766,0.107026,-9.54E-11,-6.25E-12,0,0.00E+00,,6.336766
2416,41.055,6.374785,0.10871,-9.47E-11,-6.41E-12,0,0.00E+00,,6.374785
2417,41.072,6.412751,0.110395,-1.02E-10,-7.25E-12,0,0.00E+00,,6.412751
2418,41.089,6.450665,0.112079,-1.37E-10,-7.91E-12,0,0.00E+00,,6.450665
2419,41.106,6.488529,0.113764,-1.43E-10,-8.19E-12,0,0.00E+00,,6.488529
2420,41.123,6.526342,0.115448,-1.52E-10,-9.05E-12,0,0.00E+00,,6.526342
2421,41.14,6.564107,0.117133,-1.88E-10,-9.28E-12,0,0.00E+00,,6.564107
2422,41.157,6.601823,0.118817,-1.76E-10,-8.54E-12,0,0.00E+00,,6.601823
2423,41.174,6.639492,0.120502,-1.48E-10,-8.48E-12,0,0.00E+00,,6.639492
2424,41.191,6.677114,0.122187,-1.62E-10,-9.71E-12,0,0.00E+00,,6.677114
2425,41.208,6.71469,0.123871,-2.10E-10,-1.07E-11,0,0.00E+00,,6.71469
2426,41.225,6.752222,0.125556,-2.26E-10,-1.06E-11,0,0.00E+00,,6.752222
2427,41.242,6.78971,0.12724,-2.09E-10,-9.38E-12,0,0.00E+00,,6.78971
2428,41.259,6.827154,0.128925,-1.58E-10,-7.98E-12,0,0.00E+00,,6.827154
2429,41.276,6.864556,0.130609,-1.21E-10,-9.19E-12,0,0.00E+00,,6.864556
2430,41.293,6.901917,0.132294,-2.05E-10,-9.36E-12,0,0.00E+00,,6.901917
2431,41.31,6.939237,0.133978,-1.57E-10,-8.81E-12,0,0.00E+00,,6.939237
2432,41.327,6.976517,0.135663,-1.63E-10,-1.00E-11,0,0.00E+00,,6.976517
2433,41.344,7.013759,0.137348,-2.12E-10,-1.10E-11,0,0.00E+00,,7.013759
2434,41.361,7.050962,0.139032,-2.33E-10,-1.20E-11,0,0.00E+00,,7.050962
2435,41.378,7.088128,0.140717,-2.62E-10,-1.45E-11,0,0.00E+00,,7.088128
2436,41.395,7.125257,0.142401,-3.62E-10,-1.58E-11,0,0.00E+00,,7.125257
2437,41.412,7.162351,0.144086,-3.56E-10,-1.57E-11,0,0.00E+00,,7.162351
2438,41.429,7.199411,0.14577,-3.56E-10,-1.45E-11,0,0.00E+00,,7.199411
2439,41.446,7.236436,0.147455,-2.99E-10,-1.46E-11,0,0.00E+00,,7.236436
2440,41.463,7.273428,0.149139,-3.41E-10,-1.67E-11,0,0.00E+00,,7.273428
2441,41.48,7.310388,0.150824,-4.11E-10,-2.00E-11,0,0.00E+00,,7.310388
2442,41.497,7.347317,0.152509,-5.24E-10,-2.01E-11,0,0.00E+00,,7.347317
2443,41.514,7.384215,0.154193,-4.54E-10,-2.06E-11,0,0.00E+00,,7.384215
2444,41.531,7.421083,0.155878,-5.22E-10,-2.25E-11,0,0.00E+00,,7.421083
2445,41.548,7.457922,0.157562,-5.68E-10,-2.33E-11,0,0.00E+00,,7.457922
2446,41.565,7.494733,0.159247,-5.71E-10,-2.31E-11,0,0.00E+00,,7.494733
2447,41.582,7.531517,0.160931,-5.62E-10,-2.31E-11,0,0.00E+00,,7.531517
2448,41.599,7.568274,0.162616,-5.68E-10,-2.38E-11,0,0.00E+00,,7.568274
2449,41.616,7.605006,0.1643,-5.96E-10,-2.38E-11,0,0.00E+00,,7.605006
2450,41.633,7.641713,0.165985,-5.75E-10,-2.45E-11,0,0.00E+00,,7.641713
2451,41.65,7.678396,0.16767,-6.23E-10,-2.44E-11,0,0.00E+00,,7.678396
2452,41.667,7.715056,0.169354,-5.87E-10,-2.54E-11,0,0.00E+00,,7.715056
2453,41.684,7.751693,0.171039,-6.56E-10,-2.58E-11,0,0.00E+00,,7.751693
2454,41.701,7.788309,0.172723,-6.24E-10,-2.48E-11,0,0.00E+00,,7.788309
2455,41.718,7.824905,0.174408,-6.03E-10,-2.59E-11,0,0.00E+00,,7.824905
2456,41.735,7.86148,0.176092,-6.65E-10,-2.75E-11,0,0.00E+00,,7.86148
2457,41.752,7.898036,0.177777,-7.00E-10,-2.91E-11,0,0.00E+00,,7.898036
2458,41.769,7.934574,0.179462,-7.50E-10,-3.00E-11,0,0.00E+00,,7.934574
2459,41.786,7.971095,0.181146,-7.57E-10,-2.98E-11,0,0.00E+00,,7.971095
2460,41.803,8.007599,0.182831,-7.36E-10,-2.93E-11,0,0.00E+00,,8.007599
2461,41.82,8.044087,0.184515,-7.16E-10,-2.95E-11,0,0.00E+00,,8.044087
2462,41.837,8.08056,0.1862,-7.39E-10,-3.26E-11,0,0.00E+00,,8.08056
2463,41.854,8.11702,0.187884,-8.75E-10,-3.33E-11,0,0.00E+00,,8.11702
2464,41.871,8.153465,0.189569,-8.18E-10,-3.17E-11,0,0.00E+00,,8.153465
2465,41.888,8.189898,0.191253,-7.70E-10,-3.10E-11,0,0.00E+00,,8.189898
2466,41.905,8.22632,0.192938,-7.72E-10,-2.87E-11,0,0.00E+00,,8.22632
2467,41.922,8.26273,0.194623,-6.56E-10,-2.90E-11,0,0.00E+00,,8.26273
2468,41.939,8.299131,0.196307,-7.47E-10,-3.04E-11,0,0.00E+00,,8.299131
2469,41.956,8.335522,0.197992,-7.56E-10,-3.12E-11,0,0.00E+00,,8.335522
2470,41.973,8.371905,0.199676,-7.84E-10,-3.00E-11,0,0.00E+00,,8.371905
2471,41.99,8.40828,0.201361,-7.08E-10,-2.90E-11,0,0.00E+00,,8.40828
2472,42.007,8.444648,0.203045,-6.98E-10,-2.91E-11,0,0.00E+00,,8.444648
2473,42.024,8.48101,0.204541,-7.12E-10,-3.00E-11,0,0.00E+00,,8.48101
2474,42.041,8.511565,0.205957,-7.43E-10,-3.03E-11,0,0.00E+00,,8.511565
2475,42.058,8.542117,0.207372,-7.36E-10,-2.87E-11,0,0.00E+00,,8.542117
2476,42.075,8.572667,0.208788,-6.60E-10,-2.72E-11,0,0.00E+00,,8.572667
2477,42.092,8.603215,0.210204,-6.32E-10,-2.74E-11,0,0.00E+00,,8.603215
2478,42.109,8.63376,0.21162,-6.63E-10,-2.61E-11,0,0.00E+00,,8.63376
2479,42.126,8.664305,0.213036,-5.77E-10,-2.66E-11,0,0.00E+00,,8.664305
2480,42.143,8.694848,0.214452,-6.50E-10,-2.77E-11,0,0.00E+00,,8.694848
2481,42.16,8.725391,0.215868,-6.54E-10,-2.71E-11,0,0.00E+00,,8.725391
2482,42.177,8.755935,0.217284,-6.18E-10,-2.65E-11,0,0.00E+00,,8.755935
2483,42.194,8.786478,0.2187,-6.13E-10,-2.47E-11,0,0.00E+00,,8.786478
2484,42.211,8.817023,0.220116,-5.27E-10,-2.38E-11,0,0.00E+00,,8.817023
2485,42.228,8.847569,0.221532,-5.33E-10,-2.67E-11,0,0.00E+00,,8.847569
2486,42.245,8.878118,0.222947,-6.70E-10,-2.80E-11,0,0.00E+00,,8.878118
2487,42.262,8.908669,0.224363,-6.43E-10,-2.78E-11,0,0.00E+00,,8.908669
2488,42.279,8.939222,0.225779,-6.47E-10,-2.66E-11,0,0.00E+00,,8.939222
2489,42.296,8.969779,0.227195,-5.83E-10,-2.69E-11,0,0.00E+00,,8.969779
2490,42.313,9.000341,0.228611,-6.35E-10,-2.88E-11,0,0.00E+00,,9.000341
2491,42.33,9.030906,0.230027,-6.94E-10,-3.09E-11,0,0.00E+00,,9.030906
2492,42.347,9.061476,0.231443,-7.57E-10,-3.30E-11,0,0.00E+00,,9.061476
2493,42.364,9.092052,0.232859,-8.14E-10,-3.42E-11,0,0.00E+00,,9.092052
2494,42.381,9.122634,0.234275,-8.31E-10,-3.45E-11,0,0.00E+00,,9.122634
2495,42.398,9.153221,0.235691,-8.30E-10,-3.44E-11,0,0.00E+00,,9.153221
2496,42.415,9.183816,0.237107,-8.28E-10,-3.49E-11,0,0.00E+00,,9.183816
2497,42.432,9.214418,0.238522,-8.47E-10,-3.65E-11,0,0.00E+00,,9.214418
2498,42.449,9.245027,0.239938,-9.10E-10,-3.83E-11,0,0.00E+00,,9.245027
2499,42.466,9.275645,0.241354,-9.54E-10,-3.84E-11,0,0.00E+00,,9.275645
2500,42.483,9.306271,0.24277,-9.30E-10,-3.87E-11,0,0.00E+00,,9.306271
2501,42.5,9.336907,0.244186,-9.54E-10,-3.91E-11,0,0.00E+00,,9.336907
2502,42.517,9.367552,0.245602,-9.63E-10,-3.83E-11,0,0.00E+00,,9.367552
2503,42.534,9.398207,0.247018,-9.14E-10,-3.96E-11,0,0.00E+00,,9.398207
2504,42.551,9.428873,0.248434,-1.01E-09,-4.05E-11,0,0.00E+00,,9.428873
2505,42.568,9.45955,0.24985,-9.88E-10,-4.19E-11,0,0.00E+00,,9.45955
2506,42.585,9.490239,0.251266,-1.07E-09,-4.46E-11,0,0.00E+00,,9.490239
2507,42.602,9.520939,0.252681,-1.15E-09,-4.73E-11,0,0.00E+00,,9.520939
2508,42.619,9.551652,0.254097,-1.22E-09,-4.86E-11,0,0.00E+00,,9.551652
2509,42.636,9.582378,0.255513,-1.23E-09,-4.99E-11,0,0.00E+00,,9.582378
2510,42.653,9.613117,0.256929,-1.29E-09,-4.72E-11,0,0.00E+00,,9.613117
2511,42.67,9.643871,0.258345,-1.11E-09,-4.58E-11,0,0.00E+00,,9.643871
2512,42.687,9.674638,0.259761,-1.16E-09,-4.27E-11,0,0.00E+00,,9.674638
2513,42.704,9.705421,0.261177,-9.67E-10,-4.73E-11,0,0.00E+00,,9.705421
2514,42.721,9.736219,0.262593,-1.31E-09,-5.15E-11,0,0.00E+00,,9.736219
2515,42.738,9.767033,0.264009,-1.30E-09,-4.76E-11,0,0.00E+00,,9.767033
2516,42.755,9.797863,0.265425,-1.11E-09,-4.74E-11,0,0.00E+00,,9.797863
2517,42.772,9.82871,0.266841,-1.22E-09,-5.25E-11,0,0.00E+00,,9.82871
2518,42.789,9.859574,0.268256,-1.40E-09,-5.38E-11,0,0.00E+00,,9.859574
2519,42.806,9.890455,0.269672,-1.34E-09,-5.54E-11,0,0.00E+00,,9.890455
2520,42.823,9.921355,0.271088,-1.44E-09,-5.59E-11,0,0.00E+00,,9.921355
2521,42.84,9.952274,0.272504,-1.41E-09,-5.63E-11,0,0.00E+00,,9.952274
2522,42.857,9.983212,0.27392,-1.45E-09,-6.09E-11,0,0.00E+00,,9.983212
2523,42.874,10.014169,0.275336,-1.65E-09,-6.57E-11,0,0.00E+00,,10.014169
2524,42.891,10.045147,0.276752,-1.75E-09,-6.20E-11,0,0.00E+00,,10.045147
2525,42.908,10.076145,0.278168,-1.51E-09,-5.94E-11,0,0.00E+00,,10.076145
2526,42.925,10.107165,0.279584,-1.53E-09,-5.80E-11,0,0.00E+00,,10.107165
2527,42.942,10.138205,0.281,-1.44E-09,-5.67E-11,0,0.00E+00,,10.138205
2528,42.959,10.169268,0.282415,-1.42E-09,-5.95E-11,0,0.00E+00,,10.169268
2529,42.976,10.200354,0.283831,-1.56E-09,-5.93E-11,0,0.00E+00,,10.200354
2530,42.993,10.231462,0.285247,-1.46E-09,-5.59E-11,0,0.00E+00,,10.231462
2531,43.01,10.262594,0.286663,-1.36E-09,-5.19E-11,0,0.00E+00,,10.262594
2532,43.027,10.29375,0.287703,-1.22E-09,-4.88E-11,0,0.00E+00,,10.29375
2533,43.044,10.315526,0.288693,-1.16E-09,-4.78E-11,0,0.00E+00,,10.315526
2534,43.061,10.337317,0.289682,-1.15E-09,-4.74E-11,0,0.00E+00,,10.337317
2535,43.078,10.359121,0.290672,-1.14E-09,-4.78E-11,0,0.00E+00,,10.359121
2536,43.095,10.380937,0.291661,-1.17E-09,-4.85E-11,0,0.00E+00,,10.380937
2537,43.112,10.402765,0.292651,-1.18E-09,-4.91E-11,0,0.00E+00,,10.402765
2538,43.129,10.424606,0.29364,-1.20E-09,-4.86E-11,0,0.00E+00,,10.424606
2539,43.146,10.44646,0.29463,-1.16E-09,-4.63E-11,0,0.00E+00,,10.44646
2540,43.163,10.468327,0.295619,-1.07E-09,-4.41E-11,0,0.00E+00,,10.468327
2541,43.18,10.490208,0.296609,-1.02E-09,-4.46E-11,0,0.00E+00,,10.490208
2542,43.197,10.512101,0.297598,-1.08E-09,-4.58E-11,0,0.00E+00,,10.512101
2543,43.214,10.534008,0.298588,-1.10E-09,-4.53E-11,0,0.00E+00,,10.534008
2544,43.231,10.555929,0.299577,-1.06E-09,-4.52E-11,0,0.00E+00,,10.555929
2545,43.248,10.577864,0.300567,-1.08E-09,-4.42E-11,0,0.00E+00,,10.577864
2546,43.265,10.599813,0.301556,-1.02E-09,-4.27E-11,0,0.00E+00,,10.599813
2547,43.282,10.621775,0.302546,-9.80E-10,-4.22E-11,0,0.00E+00,,10.621775
2548,43.299,10.643753,0.303535,-9.80E-10,-4.16E-11,0,0.00E+00,,10.643753
2549,43.316,10.665744,0.304525,-9.48E-10,-4.18E-11,0,0.00E+00,,10.665744
2550,43.333,10.687751,0.305514,-9.76E-10,-4.22E-11,0,0.00E+00,,10.687751
2551,43.35,10.709772,0.306504,-9.80E-10,-4.26E-11,0,0.00E+00,,10.709772
2552,43.367,10.731809,0.307493,-9.96E-10,-4.25E-11,0,0.00E+00,,10.731809
2553,43.384,10.75386,0.308483,-9.78E-10,-4.06E-11,0,0.00E+00,,10.75386
