B (T) - H (A/m),,,,,,,
Pid = 1,,,,,,,
Z = 0,,,,,,,
X = 0,,,,,,,
Y = 0,,,,,,,
,t,H x,B x,H y,B y,H z,B z
2567,43.622,17.250739,0.322304,1.86E-11,-1.59E-11,0,0.00E+00
2568,43.639,17.286107,0.323293,1.93E-11,-1.53E-11,0,0.00E+00
2569,43.656,17.321545,0.324283,6.59E-11,-1.59E-11,0,0.00E+00
2570,43.673,17.357054,0.325272,-3.74E-12,-1.72E-11,0,0.00E+00
2571,43.69,17.392634,0.326262,-7.14E-11,-1.91E-11,0,0.00E+00
2572,43.707,17.428285,0.327251,-1.77E-10,-1.93E-11,0,0.00E+00
2573,43.724,17.464008,0.328241,-1.32E-10,-1.92E-11,0,0.00E+00
2574,43.741,17.499803,0.32923,-1.52E-10,-1.99E-11,0,0.00E+00
2575,43.758,17.535672,0.330219,-2.05E-10,-1.97E-11,0,0.00E+00
2576,43.775,17.571614,0.331209,-1.57E-10,-1.93E-11,0,0.00E+00
2577,43.792,17.60763,0.332198,-1.57E-10,-1.83E-11,0,0.00E+00
2578,43.809,17.64372,0.333188,-8.37E-11,-1.72E-11,0,0.00E+00
2579,43.826,17.679885,0.334177,-3.66E-11,-1.71E-11,0,0.00E+00
2580,43.843,17.716126,0.335166,-6.07E-11,-1.84E-11,0,0.00E+00
2581,43.86,17.752442,0.336156,-1.52E-10,-2.02E-11,0,0.00E+00
2582,43.877,17.788835,0.337145,-2.46E-10,-2.02E-11,0,0.00E+00
2583,43.894,17.825305,0.338135,-1.98E-10,-1.96E-11,0,0.00E+00
2584,43.911,17.861851,0.339124,-1.79E-10,-1.98E-11,0,0.00E+00
2585,43.928,17.898476,0.340113,-2.06E-10,-1.96E-11,0,0.00E+00
2586,43.945,17.935179,0.341103,-1.78E-10,-1.88E-11,0,0.00E+00
2587,43.962,17.971961,0.342092,-1.31E-10,-1.82E-11,0,0.00E+00
2588,43.979,18.008822,0.343082,-9.66E-11,-1.64E-11,0,0.00E+00
2589,43.996,18.045763,0.344071,3.46E-11,-1.65E-11,0,0.00E+00
2590,44.013,18.082784,0.345029,-5.37E-11,-1.73E-11,0,0.00E+00
2591,44.03,18.115847,0.345471,-7.19E-11,-1.69E-11,0,0.00E+00
2592,44.047,18.132415,0.345913,-2.12E-11,-1.69E-11,0,0.00E+00
2593,44.064,18.149009,0.346355,-6.52E-11,-1.76E-11,0,0.00E+00
2594,44.081,18.165621,0.346797,-9.09E-11,-1.74E-11,0,0.00E+00
2595,44.098,18.182248,0.347239,-5.97E-11,-1.71E-11,0,0.00E+00
2596,44.115,18.198892,0.347681,-5.90E-11,-1.75E-11,0,0.00E+00
2597,44.132,18.215552,0.348123,-9.57E-11,-1.65E-11,0,0.00E+00
2598,44.149,18.232229,0.348565,1.60E-12,-1.66E-11,0,0.00E+00
2599,44.166,18.248922,0.349007,-6.34E-11,-1.75E-11,0,0.00E+00
2600,44.183,18.265631,0.349449,-1.06E-10,-1.85E-11,0,0.00E+00
2601,44.2,18.282358,0.349891,-1.53E-10,-1.85E-11,0,0.00E+00
2602,44.217,18.2991,0.350333,-1.28E-10,-1.81E-11,0,0.00E+00
2603,44.234,18.31586,0.350775,-1.10E-10,-1.81E-11,0,0.00E+00
2604,44.251,18.332636,0.351217,-1.21E-10,-1.82E-11,0,0.00E+00
2605,44.268,18.349429,0.351659,-1.24E-10,-1.82E-11,0,0.00E+00
2606,44.285,18.366239,0.352101,-1.18E-10,-1.96E-11,0,0.00E+00
2607,44.302,18.383065,0.352543,-2.26E-10,-2.00E-11,0,0.00E+00
2608,44.319,18.399909,0.352985,-2.04E-10,-2.00E-11,0,0.00E+00
2609,44.336,18.416769,0.353427,-2.14E-10,-1.93E-11,0,0.00E+00
2610,44.353,18.433647,0.353869,-1.59E-10,-1.91E-11,0,0.00E+00
2611,44.37,18.450541,0.354311,-1.66E-10,-1.93E-11,0,0.00E+00
2612,44.387,18.467453,0.354753,-1.73E-10,-2.04E-11,0,0.00E+00
2613,44.404,18.484381,0.355195,-2.57E-10,-2.17E-11,0,0.00E+00
2614,44.421,18.501327,0.355637,-3.22E-10,-2.22E-11,0,0.00E+00
2615,44.438,18.51829,0.356079,-3.29E-10,-2.13E-11,0,0.00E+00
2616,44.455,18.535271,0.356521,-2.50E-10,-2.05E-11,0,0.00E+00
2617,44.472,18.552268,0.356963,-2.23E-10,-2.00E-11,0,0.00E+00
2618,44.489,18.569283,0.357405,-2.01E-10,-2.09E-11,0,0.00E+00
2619,44.506,18.586315,0.357848,-2.91E-10,-2.18E-11,0,0.00E+00
2620,44.523,18.603365,0.35829,-3.14E-10,-2.17E-11,0,0.00E+00
2621,44.54,18.620432,0.358732,-2.97E-10,-2.16E-11,0,0.00E+00
2622,44.557,18.637517,0.359174,-2.93E-10,-2.23E-11,0,0.00E+00
2623,44.574,18.654619,0.359616,-3.57E-10,-2.16E-11,0,0.00E+00
2624,44.591,18.671739,0.360058,-2.61E-10,-2.21E-11,0,0.00E+00
2625,44.608,18.688877,0.3605,-3.63E-10,-2.30E-11,0,0.00E+00
2626,44.625,18.706032,0.360942,-3.73E-10,-2.47E-11,0,0.00E+00
2627,44.642,18.723205,0.361384,-5.02E-10,-2.57E-11,0,0.00E+00
2628,44.659,18.740396,0.361826,-5.12E-10,-2.50E-11,0,0.00E+00
2629,44.676,18.757604,0.362268,-4.53E-10,-2.36E-11,0,0.00E+00
2630,44.693,18.774831,0.36271,-3.57E-10,-2.31E-11,0,0.00E+00
2631,44.71,18.792075,0.363152,-3.65E-10,-2.24E-11,0,0.00E+00
2632,44.727,18.809338,0.363594,-3.05E-10,-2.18E-11,0,0.00E+00
2633,44.744,18.826618,0.364036,-2.90E-10,-2.14E-11,0,0.00E+00
2634,44.761,18.843916,0.364478,-2.67E-10,-2.04E-11,0,0.00E+00
2635,44.778,18.861233,0.36492,-1.94E-10,-1.92E-11,0,0.00E+00
2636,44.795,18.878568,0.365362,-1.42E-10,-1.99E-11,0,0.00E+00
2637,44.812,18.895921,0.365804,-2.36E-10,-2.00E-11,0,0.00E+00
2638,44.829,18.913292,0.366246,-1.90E-10,-2.01E-11,0,0.00E+00
2639,44.846,18.930682,0.366688,-2.32E-10,-2.07E-11,0,0.00E+00
2640,44.863,18.948089,0.36713,-2.55E-10,-2.18E-11,0,0.00E+00
2641,44.88,18.965516,0.367572,-3.42E-10,-2.18E-11,0,0.00E+00
2642,44.897,18.98296,0.368014,-2.88E-10,-2.17E-11,0,0.00E+00
2643,44.914,19.000424,0.368456,-3.07E-10,-2.19E-11,0,0.00E+00
2644,44.931,19.017905,0.368898,-3.16E-10,-2.19E-11,0,0.00E+00
2645,44.948,19.035406,0.36934,-3.16E-10,-2.06E-11,0,0.00E+00
2646,44.965,19.052925,0.369782,-2.08E-10,-2.01E-11,0,0.00E+00
2647,44.982,19.070462,0.370224,-2.25E-10,-1.92E-11,0,0.00E+00
2648,44.999,19.088018,0.370666,-1.51E-10,-1.91E-11,0,0.00E+00
2649,45.016,19.105593,0.370964,-1.92E-10,-1.81E-11,0,0.00E+00
2650,45.033,19.101738,0.370788,-9.18E-11,-1.81E-11,0,0.00E+00
2651,45.05,19.088508,0.370613,-1.54E-10,-1.84E-11,0,0.00E+00
2652,45.067,19.075294,0.370437,-1.47E-10,-1.84E-11,0,0.00E+00
2653,45.084,19.062085,0.370262,-1.46E-10,-1.90E-11,0,0.00E+00
2654,45.101,19.048881,0.370087,-2.07E-10,-2.05E-11,0,0.00E+00
2655,45.118,19.035681,0.369911,-3.08E-10,-2.15E-11,0,0.00E+00
2656,45.135,19.022486,0.369736,-3.36E-10,-2.24E-11,0,0.00E+00
2657,45.152,19.009295,0.369561,-4.09E-10,-2.23E-11,0,0.00E+00
2658,45.169,18.996109,0.369385,-3.47E-10,-2.18E-11,0,0.00E+00
2659,45.186,18.982928,0.36921,-3.38E-10,-2.14E-11,0,0.00E+00
2660,45.203,18.969751,0.369034,-3.11E-10,-2.14E-11,0,0.00E+00
2661,45.22,18.956578,0.368859,-3.29E-10,-2.04E-11,0,0.00E+00
2662,45.237,18.94341,0.368684,-2.10E-10,-2.09E-11,0,0.00E+00
2663,45.254,18.930247,0.368508,-3.49E-10,-2.16E-11,0,0.00E+00
2664,45.271,18.917088,0.368333,-3.14E-10,-2.14E-11,0,0.00E+00
2665,45.288,18.903934,0.368158,-3.22E-10,-2.09E-11,0,0.00E+00
2666,45.305,18.890784,0.367982,-2.68E-10,-2.14E-11,0,0.00E+00
2667,45.322,18.877639,0.367807,-3.58E-10,-2.32E-11,0,0.00E+00
2668,45.339,18.864498,0.367631,-4.65E-10,-2.37E-11,0,0.00E+00
2669,45.356,18.851362,0.367456,-4.43E-10,-2.33E-11,0,0.00E+00
2670,45.373,18.83823,0.367281,-4.19E-10,-2.34E-11,0,0.00E+00
2671,45.39,18.825103,0.367105,-4.47E-10,-2.35E-11,0,0.00E+00
2672,45.407,18.811981,0.36693,-4.33E-10,-2.37E-11,0,0.00E+00
2673,45.424,18.798862,0.366755,-4.60E-10,-2.43E-11,0,0.00E+00
2674,45.441,18.785749,0.366579,-5.04E-10,-2.46E-11,0,0.00E+00
2675,45.458,18.77264,0.366404,-5.01E-10,-2.45E-11,0,0.00E+00
2676,45.475,18.759535,0.366228,-4.97E-10,-2.42E-11,0,0.00E+00
2677,45.492,18.746435,0.366053,-4.63E-10,-2.41E-11,0,0.00E+00
2678,45.509,18.733339,0.365878,-4.81E-10,-2.35E-11,0,0.00E+00
2679,45.526,18.720248,0.365702,-4.12E-10,-2.38E-11,0,0.00E+00
2680,45.543,18.707162,0.365527,-4.91E-10,-2.42E-11,0,0.00E+00
2681,45.56,18.69408,0.365352,-4.67E-10,-2.45E-11,0,0.00E+00
2682,45.577,18.681002,0.365176,-5.20E-10,-2.51E-11,0,0.00E+00
2683,45.594,18.667929,0.365001,-5.35E-10,-2.53E-11,0,0.00E+00
2684,45.611,18.65486,0.364826,-5.44E-10,-2.58E-11,0,0.00E+00
2685,45.628,18.641796,0.36465,-5.90E-10,-2.60E-11,0,0.00E+00
2686,45.645,18.628736,0.364475,-5.72E-10,-2.67E-11,0,0.00E+00
2687,45.662,18.615681,0.364299,-6.61E-10,-2.74E-11,0,0.00E+00
2688,45.679,18.60263,0.364124,-6.63E-10,-2.73E-11,0,0.00E+00
2689,45.696,18.589584,0.363949,-6.52E-10,-2.80E-11,0,0.00E+00
2690,45.713,18.576542,0.363773,-7.32E-10,-2.86E-11,0,0.00E+00
2691,45.73,18.563505,0.363598,-7.31E-10,-2.87E-11,0,0.00E+00
2692,45.747,18.550472,0.363423,-7.43E-10,-2.91E-11,0,0.00E+00
2693,45.764,18.537444,0.363247,-7.69E-10,-2.99E-11,0,0.00E+00
2694,45.781,18.52442,0.363072,-8.29E-10,-2.99E-11,0,0.00E+00
2695,45.798,18.5114,0.362896,-7.92E-10,-3.04E-11,0,0.00E+00
2696,45.815,18.498385,0.362721,-8.64E-10,-3.10E-11,0,0.00E+00
2697,45.832,18.485375,0.362546,-8.66E-10,-3.08E-11,0,0.00E+00
2698,45.849,18.472368,0.36237,-8.48E-10,-2.91E-11,0,0.00E+00
2699,45.866,18.459367,0.362195,-6.98E-10,-2.95E-11,0,0.00E+00
2700,45.883,18.446369,0.36202,-8.37E-10,-3.06E-11,0,0.00E+00
2701,45.9,18.433377,0.361844,-8.52E-10,-3.05E-11,0,0.00E+00
2702,45.917,18.420388,0.361669,-8.28E-10,-3.00E-11,0,0.00E+00
2703,45.934,18.407404,0.361493,-7.98E-10,-2.98E-11,0,0.00E+00
2704,45.951,18.394425,0.361318,-8.00E-10,-3.02E-11,0,0.00E+00
2705,45.968,18.381449,0.361143,-8.36E-10,-3.08E-11,0,0.00E+00
2706,45.985,18.368479,0.360967,-8.67E-10,-3.08E-11,0,0.00E+00
2707,46.002,18.355512,0.360792,-8.43E-10,-3.03E-11,0,0.00E+00
2708,46.019,18.342551,0.360359,-8.14E-10,-3.11E-11,0,0.00E+00
2709,46.036,18.283342,0.359557,-9.12E-10,-3.06E-11,0,0.00E+00
2710,46.053,18.2242,0.358755,-7.85E-10,-2.99E-11,0,0.00E+00
2711,46.07,18.165151,0.357952,-8.08E-10,-2.91E-11,0,0.00E+00
2712,46.087,18.106193,0.35715,-7.09E-10,-2.88E-11,0,0.00E+00
2713,46.104,18.047327,0.356348,-7.56E-10,-2.88E-11,0,0.00E+00
2714,46.121,17.988551,0.355546,-7.20E-10,-2.97E-11,0,0.00E+00
2715,46.138,17.929867,0.354743,-8.26E-10,-3.07E-11,0,0.00E+00
2716,46.155,17.871273,0.353941,-8.47E-10,-3.04E-11,0,0.00E+00
2717,46.172,17.812769,0.353139,-8.09E-10,-3.07E-11,0,0.00E+00
2718,46.189,17.754356,0.352336,-8.58E-10,-3.01E-11,0,0.00E+00
2719,46.206,17.696032,0.351534,-7.67E-10,-2.98E-11,0,0.00E+00
2720,46.223,17.637798,0.350732,-7.93E-10,-2.96E-11,0,0.00E+00
2721,46.24,17.579653,0.34993,-7.57E-10,-3.03E-11,0,0.00E+00
2722,46.257,17.521597,0.349127,-8.50E-10,-3.07E-11,0,0.00E+00
2723,46.274,17.46363,0.348325,-8.25E-10,-3.16E-11,0,0.00E+00
2724,46.291,17.405752,0.347523,-9.28E-10,-3.15E-11,0,0.00E+00
2725,46.308,17.347962,0.34672,-8.37E-10,-3.08E-11,0,0.00E+00
2726,46.325,17.29026,0.345918,-8.35E-10,-3.03E-11,0,0.00E+00
2727,46.342,17.232645,0.345116,-7.85E-10,-2.94E-11,0,0.00E+00
2728,46.359,17.175119,0.344314,-7.34E-10,-2.98E-11,0,0.00E+00
2729,46.376,17.117679,0.343511,-8.06E-10,-2.89E-11,0,0.00E+00
2730,46.393,17.060327,0.342709,-6.63E-10,-2.88E-11,0,0.00E+00
2731,46.41,17.003061,0.341907,-7.51E-10,-2.92E-11,0,0.00E+00
2732,46.427,16.945882,0.341104,-7.31E-10,-2.92E-11,0,0.00E+00
2733,46.444,16.88879,0.340302,-7.46E-10,-2.86E-11,0,0.00E+00
2734,46.461,16.831783,0.3395,-6.69E-10,-2.86E-11,0,0.00E+00
2735,46.478,16.774862,0.338697,-7.23E-10,-2.84E-11,0,0.00E+00
2736,46.495,16.718027,0.337895,-6.66E-10,-2.80E-11,0,0.00E+00
2737,46.512,16.661277,0.337093,-6.71E-10,-2.77E-11,0,0.00E+00
2738,46.529,16.604612,0.336291,-6.28E-10,-2.82E-11,0,0.00E+00
2739,46.546,16.548031,0.335488,-7.10E-10,-2.84E-11,0,0.00E+00
2740,46.563,16.491536,0.334686,-6.74E-10,-2.76E-11,0,0.00E+00
2741,46.58,16.435124,0.333884,-6.18E-10,-2.72E-11,0,0.00E+00
2742,46.597,16.378797,0.333081,-6.18E-10,-2.73E-11,0,0.00E+00
2743,46.614,16.322554,0.332279,-6.20E-10,-2.61E-11,0,0.00E+00
2744,46.631,16.266394,0.331477,-5.09E-10,-2.54E-11,0,0.00E+00
2745,46.648,16.210317,0.330674,-5.14E-10,-2.56E-11,0,0.00E+00
2746,46.665,16.154324,0.329872,-5.33E-10,-2.58E-11,0,0.00E+00
2747,46.682,16.098413,0.32907,-5.37E-10,-2.69E-11,0,0.00E+00
2748,46.699,16.042585,0.328268,-6.35E-10,-2.69E-11,0,0.00E+00
2749,46.716,15.986839,0.327465,-5.63E-10,-2.58E-11,0,0.00E+00
2750,46.733,15.931175,0.326663,-5.05E-10,-2.57E-11,0,0.00E+00
2751,46.75,15.875593,0.325861,-5.40E-10,-2.55E-11,0,0.00E+00
2752,46.767,15.820093,0.325058,-4.92E-10,-2.58E-11,0,0.00E+00
2753,46.784,15.764674,0.324256,-5.52E-10,-2.63E-11,0,0.00E+00
2754,46.801,15.709337,0.323454,-5.62E-10,-2.64E-11,0,0.00E+00
2755,46.818,15.65408,0.322651,-5.64E-10,-2.74E-11,0,0.00E+00
2756,46.835,15.598903,0.321849,-6.52E-10,-2.70E-11,0,0.00E+00
2757,46.852,15.543808,0.321047,-5.50E-10,-2.66E-11,0,0.00E+00
2758,46.869,15.488792,0.320245,-5.83E-10,-2.72E-11,0,0.00E+00
2759,46.886,15.433856,0.319442,-6.15E-10,-2.79E-11,0,0.00E+00
2760,46.903,15.379,0.31864,-6.64E-10,-2.81E-11,0,0.00E+00
2761,46.92,15.324223,0.317838,-6.46E-10,-2.80E-11,0,0.00E+00
2762,46.937,15.269526,0.317035,-6.49E-10,-2.74E-11,0,0.00E+00
2763,46.954,15.214907,0.316233,-5.87E-10,-2.80E-11,0,0.00E+00
2764,46.971,15.160367,0.315431,-6.85E-10,-2.87E-11,0,0.00E+00
2765,46.988,15.105906,0.314628,-6.77E-10,-2.84E-11,0,0.00E+00
2766,47.005,15.051523,0.313826,-6.53E-10,-2.81E-11,0,0.00E+00
2767,47.022,14.997217,0.312688,-6.41E-10,-2.80E-11,0,0.00E+00
2768,47.039,14.904363,0.311313,-6.41E-10,-2.99E-11,0,0.00E+00
2769,47.056,14.811736,0.309938,-8.16E-10,-2.76E-11,0,0.00E+00
2770,47.073,14.719335,0.308563,-4.71E-10,-2.60E-11,0,0.00E+00
2771,47.09,14.627159,0.307188,-5.66E-10,-2.57E-11,0,0.00E+00
2772,47.107,14.535205,0.305813,-4.62E-10,-2.44E-11,0,0.00E+00
2773,47.124,14.443474,0.304439,-4.14E-10,-2.40E-11,0,0.00E+00
2774,47.141,14.351964,0.303064,-4.06E-10,-2.41E-11,0,0.00E+00
2775,47.158,14.260674,0.301689,-4.18E-10,-2.44E-11,0,0.00E+00
2776,47.175,14.169603,0.300314,-4.40E-10,-2.39E-11,0,0.00E+00
2777,47.192,14.078748,0.298939,-3.76E-10,-2.51E-11,0,0.00E+00
2778,47.209,13.988111,0.297564,-5.31E-10,-2.64E-11,0,0.00E+00
2779,47.226,13.897688,0.29619,-5.41E-10,-2.74E-11,0,0.00E+00
2780,47.243,13.807479,0.294815,-6.23E-10,-2.71E-11,0,0.00E+00
2781,47.26,13.717483,0.29344,-5.37E-10,-2.78E-11,0,0.00E+00
2782,47.277,13.627699,0.292065,-6.65E-10,-2.66E-11,0,0.00E+00
2783,47.294,13.538125,0.29069,-4.59E-10,-2.54E-11,0,0.00E+00
2784,47.311,13.448761,0.289315,-4.90E-10,-2.63E-11,0,0.00E+00
2785,47.328,13.359604,0.28794,-5.49E-10,-2.67E-11,0,0.00E+00
2786,47.345,13.270655,0.286565,-5.40E-10,-2.67E-11,0,0.00E+00
2787,47.362,13.181911,0.285191,-5.50E-10,-2.50E-11,0,0.00E+00
2788,47.379,13.093372,0.283816,-3.79E-10,-2.59E-11,0,0.00E+00
2789,47.396,13.005036,0.282441,-5.81E-10,-2.70E-11,0,0.00E+00
2790,47.413,12.916903,0.281066,-5.43E-10,-2.56E-11,0,0.00E+00
2791,47.43,12.828971,0.279691,-4.31E-10,-2.64E-11,0,0.00E+00
2792,47.447,12.741239,0.278316,-5.83E-10,-2.79E-11,0,0.00E+00
2793,47.464,12.653706,0.276941,-6.19E-10,-2.93E-11,0,0.00E+00
2794,47.481,12.566371,0.275566,-7.13E-10,-2.90E-11,0,0.00E+00
2795,47.498,12.479232,0.274192,-6.20E-10,-2.93E-11,0,0.00E+00
2796,47.515,12.392289,0.272817,-7.09E-10,-3.00E-11,0,0.00E+00
2797,47.532,12.305541,0.271442,-7.14E-10,-3.03E-11,0,0.00E+00
2798,47.549,12.218985,0.270067,-7.38E-10,-3.04E-11,0,0.00E+00
2799,47.566,12.132622,0.268692,-7.21E-10,-3.01E-11,0,0.00E+00
2800,47.583,12.04645,0.267317,-7.09E-10,-3.21E-11,0,0.00E+00
2801,47.6,11.960467,0.265942,-8.98E-10,-3.27E-11,0,0.00E+00
2802,47.617,11.874674,0.264567,-8.13E-10,-3.14E-11,0,0.00E+00
2803,47.634,11.789068,0.263193,-7.54E-10,-3.10E-11,0,0.00E+00
2804,47.651,11.703648,0.261818,-7.56E-10,-3.11E-11,0,0.00E+00
2805,47.668,11.618414,0.260443,-7.59E-10,-3.09E-11,0,0.00E+00
2806,47.685,11.533364,0.259068,-7.43E-10,-3.17E-11,0,0.00E+00
2807,47.702,11.448497,0.257693,-8.23E-10,-3.46E-11,0,0.00E+00
2808,47.719,11.363812,0.256318,-1.03E-09,-3.67E-11,0,0.00E+00
2809,47.736,11.279309,0.254943,-1.07E-09,-3.81E-11,0,0.00E+00
2810,47.753,11.194985,0.253568,-1.17E-09,-3.92E-11,0,0.00E+00
2811,47.77,11.11084,0.252193,-1.20E-09,-3.91E-11,0,0.00E+00
2812,47.787,11.026872,0.250819,-1.17E-09,-3.83E-11,0,0.00E+00
2813,47.804,10.943081,0.249444,-1.11E-09,-3.61E-11,0,0.00E+00
2814,47.821,10.859466,0.248069,-9.48E-10,-3.53E-11,0,0.00E+00
2815,47.838,10.776025,0.246694,-9.87E-10,-3.52E-11,0,0.00E+00
2816,47.855,10.692757,0.245319,-9.49E-10,-3.50E-11,0,0.00E+00
2817,47.872,10.609661,0.243944,-9.52E-10,-3.51E-11,0,0.00E+00
2818,47.889,10.526736,0.242569,-9.58E-10,-3.60E-11,0,0.00E+00
2819,47.906,10.443981,0.241194,-1.04E-09,-3.64E-11,0,0.00E+00
2820,47.923,10.361395,0.239819,-1.01E-09,-3.62E-11,0,0.00E+00
2821,47.94,10.278977,0.238444,-1.01E-09,-3.74E-11,0,0.00E+00
2822,47.957,10.196726,0.23707,-1.12E-09,-3.80E-11,0,0.00E+00
2823,47.974,10.11464,0.235695,-1.10E-09,-3.81E-11,0,0.00E+00
2824,47.991,10.032719,0.23432,-1.12E-09,-3.84E-11,0,0.00E+00
2825,48.008,9.950962,0.232945,-1.12E-09,-3.88E-11,0,0.00E+00
2826,48.025,9.869366,0.231221,-1.16E-09,-3.94E-11,0,0.00E+00
2827,48.042,9.760909,0.229389,-1.19E-09,-4.00E-11,0,0.00E+00
2828,48.059,9.652748,0.227557,-1.22E-09,-4.03E-11,0,0.00E+00
2829,48.076,9.544867,0.225725,-1.22E-09,-4.08E-11,0,0.00E+00
2830,48.093,9.437265,0.223893,-1.26E-09,-4.16E-11,0,0.00E+00
2831,48.11,9.329939,0.222061,-1.29E-09,-4.24E-11,0,0.00E+00
2832,48.127,9.222887,0.220229,-1.34E-09,-4.23E-11,0,0.00E+00
2833,48.144,9.116106,0.218397,-1.29E-09,-4.27E-11,0,0.00E+00
2834,48.161,9.009593,0.216565,-1.36E-09,-4.21E-11,0,0.00E+00
2835,48.178,8.903347,0.214732,-1.25E-09,-4.21E-11,0,0.00E+00
2836,48.195,8.797364,0.2129,-1.33E-09,-4.21E-11,0,0.00E+00
2837,48.212,8.691642,0.211068,-1.27E-09,-4.14E-11,0,0.00E+00
2838,48.229,8.586179,0.209236,-1.25E-09,-4.22E-11,0,0.00E+00
2839,48.246,8.480972,0.207404,-1.33E-09,-4.16E-11,0,0.00E+00
2840,48.263,8.376018,0.205572,-1.22E-09,-4.11E-11,0,0.00E+00
2841,48.28,8.271316,0.20374,-1.25E-09,-4.18E-11,0,0.00E+00
2842,48.297,8.166862,0.201908,-1.29E-09,-4.24E-11,0,0.00E+00
2843,48.314,8.062655,0.200076,-1.31E-09,-4.31E-11,0,0.00E+00
2844,48.331,7.958691,0.198244,-1.35E-09,-4.35E-11,0,0.00E+00
2845,48.348,7.854969,0.196412,-1.36E-09,-4.38E-11,0,0.00E+00
2846,48.365,7.751486,0.19458,-1.38E-09,-4.23E-11,0,0.00E+00
2847,48.382,7.648239,0.192748,-1.22E-09,-4.11E-11,0,0.00E+00
2848,48.399,7.545226,0.190916,-1.22E-09,-4.17E-11,0,0.00E+00
2849,48.416,7.442445,0.189084,-1.28E-09,-4.21E-11,0,0.00E+00
2850,48.433,7.339893,0.187251,-1.27E-09,-4.28E-11,0,0.00E+00
2851,48.45,7.237568,0.185419,-1.33E-09,-4.35E-11,0,0.00E+00
2852,48.467,7.135467,0.183587,-1.35E-09,-4.38E-11,0,0.00E+00
2853,48.484,7.033588,0.181755,-1.36E-09,-4.35E-11,0,0.00E+00
2854,48.501,6.931928,0.179923,-1.32E-09,-4.35E-11,0,0.00E+00
2855,48.518,6.830486,0.178091,-1.35E-09,-4.27E-11,0,0.00E+00
2856,48.535,6.729258,0.176259,-1.26E-09,-4.30E-11,0,0.00E+00
2857,48.552,6.628243,0.174427,-1.35E-09,-4.36E-11,0,0.00E+00
2858,48.569,6.527437,0.172595,-1.33E-09,-4.23E-11,0,0.00E+00
2859,48.586,6.42684,0.170763,-1.23E-09,-4.19E-11,0,0.00E+00
2860,48.603,6.326447,0.168931,-1.26E-09,-4.15E-11,0,0.00E+00
2861,48.62,6.226257,0.167099,-1.20E-09,-4.07E-11,0,0.00E+00
2862,48.637,6.126267,0.165266,-1.17E-09,-4.05E-11,0,0.00E+00
2863,48.654,6.026476,0.163434,-1.17E-09,-4.06E-11,0,0.00E+00
2864,48.671,5.92688,0.161602,-1.18E-09,-4.04E-11,0,0.00E+00
2865,48.688,5.827477,0.15977,-1.15E-09,-3.92E-11,0,0.00E+00
2866,48.705,5.728265,0.157938,-1.07E-09,-3.93E-11,0,0.00E+00
2867,48.722,5.629242,0.156106,-1.13E-09,-3.85E-11,0,0.00E+00
2868,48.739,5.530405,0.154274,-1.01E-09,-3.88E-11,0,0.00E+00
2869,48.756,5.431752,0.152442,-1.12E-09,-3.88E-11,0,0.00E+00
2870,48.773,5.333281,0.15061,-1.05E-09,-3.89E-11,0,0.00E+00
2871,48.79,5.234988,0.148778,-1.10E-09,-3.91E-11,0,0.00E+00
2872,48.807,5.136873,0.146946,-1.08E-09,-3.91E-11,0,0.00E+00
2873,48.824,5.038931,0.145113,-1.09E-09,-4.05E-11,0,0.00E+00
2874,48.841,4.941162,0.143281,-1.20E-09,-4.05E-11,0,0.00E+00
2875,48.858,4.843563,0.141449,-1.13E-09,-4.04E-11,0,0.00E+00
2876,48.875,4.746132,0.139617,-1.17E-09,-4.20E-11,0,0.00E+00
2877,48.892,4.648865,0.137785,-1.27E-09,-4.26E-11,0,0.00E+00
2878,48.909,4.551761,0.135953,-1.25E-09,-4.22E-11,0,0.00E+00
2879,48.926,4.454818,0.134121,-1.23E-09,-4.16E-11,0,0.00E+00
2880,48.943,4.358033,0.132289,-1.18E-09,-4.12E-11,0,0.00E+00
2881,48.96,4.261404,0.130457,-1.19E-09,-4.23E-11,0,0.00E+00
2882,48.977,4.164929,0.128624,-1.28E-09,-4.27E-11,0,0.00E+00
2883,48.994,4.068604,0.126792,-1.25E-09,-4.15E-11,0,0.00E+00
2884,49.011,3.972429,0.12496,-1.16E-09,-4.04E-11,0,0.00E+00
2885,49.028,3.876401,0.122855,-1.13E-09,-3.98E-11,0,0.00E+00
2886,49.045,3.765349,0.120733,-1.10E-09,-4.01E-11,0,0.00E+00
2887,49.062,3.654499,0.118611,-1.14E-09,-4.02E-11,0,0.00E+00
2888,49.079,3.543836,0.116489,-1.12E-09,-3.97E-11,0,0.00E+00
2889,49.096,3.433355,0.114367,-1.09E-09,-3.87E-11,0,0.00E+00
2890,49.113,3.323053,0.112244,-1.02E-09,-3.86E-11,0,0.00E+00
2891,49.13,3.212927,0.110122,-1.06E-09,-3.87E-11,0,0.00E+00
2892,49.147,3.102973,0.108,-1.03E-09,-3.85E-11,0,0.00E+00
2893,49.164,2.993188,0.105878,-1.04E-09,-3.83E-11,0,0.00E+00
2894,49.181,2.883567,0.103755,-1.01E-09,-3.82E-11,0,0.00E+00
2895,49.198,2.774108,0.101633,-1.02E-09,-3.87E-11,0,0.00E+00
2896,49.215,2.664808,9.95E-02,-1.06E-09,-3.89E-11,0,0.00E+00
2897,49.232,2.555661,9.74E-02,-1.05E-09,-3.94E-11,0,0.00E+00
