B (T) - H (A/m),,,,,,,
Pid = 1,,,,,,,
Z = 0,,,,,,,
X = 0,,,,,,,
Y = 0,,,,,,,
,t,H x,B x,H y,B y,H z,B z
1,0,0,0,0,0,0,0.00E+00
2,1.70E-02,1.53E-03,1.27E-05,-3.07E-20,-5.98E-18,0,0.00E+00
3,3.40E-02,6.73E-03,5.60E-05,3.88E-16,-2.83E-17,0,0.00E+00
4,5.10E-02,1.19E-02,9.93E-05,-8.97E-15,-1.06E-16,0,0.00E+00
5,6.80E-02,1.71E-02,1.43E-04,-7.17E-15,2.37E-17,0,0.00E+00
6,8.50E-02,2.24E-02,1.86E-04,4.10E-15,1.65E-16,0,0.00E+00
7,0.102,2.76E-02,2.29E-04,7.78E-15,1.91E-16,0,0.00E+00
8,0.119,3.28E-02,2.72E-04,2.17E-14,3.23E-16,0,0.00E+00
9,0.136,3.80E-02,3.16E-04,-3.06E-15,1.80E-17,0,0.00E+00
10,0.153,4.32E-02,3.59E-04,1.03E-14,1.44E-16,0,0.00E+00
11,0.17,4.84E-02,4.02E-04,-1.45E-14,-2.07E-17,0,0.00E+00
12,0.187,5.36E-02,4.46E-04,2.95E-13,3.87E-16,0,0.00E+00
13,0.204,5.88E-02,4.89E-04,1.29E-13,-5.43E-15,0,0.00E+00
14,0.221,6.39E-02,5.32E-04,-3.35E-13,-1.39E-14,0,0.00E+00
15,0.238,6.91E-02,5.76E-04,-7.63E-14,-8.91E-15,0,0.00E+00
16,0.255,7.43E-02,6.19E-04,-2.13E-13,-9.10E-15,0,0.00E+00
17,0.272,7.95E-02,6.62E-04,-7.59E-13,-8.94E-15,0,0.00E+00
18,0.289,8.47E-02,7.05E-04,-8.92E-14,-7.85E-15,0,0.00E+00
19,0.306,8.99E-02,7.49E-04,1.31E-13,-2.81E-15,0,0.00E+00
20,0.323,9.51E-02,7.92E-04,-1.95E-13,-6.02E-15,0,0.00E+00
21,0.34,0.100277,8.35E-04,-2.98E-13,-5.62E-15,0,0.00E+00
22,0.357,0.105463,8.79E-04,-3.70E-13,-5.38E-15,0,0.00E+00
23,0.374,0.110647,9.22E-04,-4.82E-13,-5.06E-15,0,0.00E+00
24,0.391,0.11583,9.65E-04,-1.96E-14,-2.36E-15,0,0.00E+00
25,0.408,0.121011,1.01E-03,-3.71E-13,-3.11E-15,0,0.00E+00
26,0.425,0.126192,1.05E-03,-5.30E-14,3.26E-16,0,0.00E+00
27,0.442,0.131371,1.10E-03,2.99E-14,2.90E-15,0,0.00E+00
28,0.459,0.136549,1.14E-03,2.47E-13,4.44E-15,0,0.00E+00
29,0.476,0.141726,1.18E-03,1.82E-13,6.56E-15,0,0.00E+00
30,0.493,0.146902,1.22E-03,2.56E-13,6.71E-15,0,0.00E+00
31,0.51,0.150561,1.27E-03,3.30E-13,4.24E-15,0,0.00E+00
32,0.527,0.152704,1.31E-03,9.90E-14,5.08E-15,0,0.00E+00
33,0.544,0.154848,1.35E-03,3.31E-13,5.24E-15,0,0.00E+00
34,0.561,0.156992,1.40E-03,1.81E-13,7.93E-15,0,0.00E+00
35,0.578,0.159136,1.44E-03,5.81E-13,1.03E-14,0,0.00E+00
36,0.595,0.161279,1.48E-03,5.39E-13,9.50E-15,0,0.00E+00
37,0.612,0.163422,1.53E-03,4.77E-13,7.34E-15,0,0.00E+00
38,0.629,0.165565,1.57E-03,3.58E-13,7.32E-15,0,0.00E+00
39,0.646,0.167708,1.61E-03,4.15E-13,4.90E-15,0,0.00E+00
40,0.663,0.169851,1.66E-03,1.50E-13,7.82E-15,0,0.00E+00
41,0.68,0.171993,1.70E-03,6.15E-13,5.04E-15,0,0.00E+00
42,0.697,0.174135,1.74E-03,2.27E-14,1.41E-15,0,0.00E+00
43,0.714,0.176277,1.79E-03,1.77E-13,3.77E-15,0,0.00E+00
44,0.731,0.178419,1.83E-03,2.77E-13,1.79E-15,0,0.00E+00
45,0.748,0.18056,1.87E-03,4.01E-14,5.22E-15,0,0.00E+00
46,0.765,0.182702,1.92E-03,4.76E-13,7.33E-15,0,0.00E+00
47,0.782,0.184843,1.96E-03,3.28E-13,7.26E-15,0,0.00E+00
48,0.799,0.186984,2.00E-03,4.18E-13,5.61E-15,0,0.00E+00
49,0.816,0.189124,2.05E-03,2.29E-13,3.36E-15,0,0.00E+00
50,0.833,0.191264,2.09E-03,1.68E-13,4.11E-15,0,0.00E+00
51,0.85,0.193405,2.13E-03,3.11E-13,-3.31E-15,0,0.00E+00
52,0.867,0.195545,2.18E-03,-4.36E-13,-2.13E-15,0,0.00E+00
53,0.884,0.197684,2.22E-03,2.22E-13,2.31E-15,0,0.00E+00
54,0.901,0.199824,2.26E-03,1.25E-13,1.76E-15,0,0.00E+00
55,0.918,0.201963,2.31E-03,1.23E-13,3.06E-15,0,0.00E+00
56,0.935,0.204102,2.35E-03,2.85E-13,4.40E-15,0,0.00E+00
57,0.952,0.206241,2.39E-03,2.85E-13,4.71E-15,0,0.00E+00
58,0.969,0.208379,2.44E-03,2.98E-13,4.67E-15,0,0.00E+00
59,0.986,0.210518,2.48E-03,3.09E-13,5.97E-15,0,0.00E+00
60,1.003,0.212656,2.52E-03,4.23E-13,7.68E-15,0,0.00E+00
61,1.02,0.222182,2.60E-03,6.38E-13,7.63E-15,0,0.00E+00
62,1.037,0.236637,2.73E-03,5.42E-14,-4.26E-15,0,0.00E+00
63,1.054,0.251082,2.85E-03,-2.02E-13,-5.34E-15,0,0.00E+00
64,1.071,0.265518,2.97E-03,5.22E-13,-8.37E-15,0,0.00E+00
65,1.088,0.279945,3.09E-03,6.34E-13,-7.78E-16,0,0.00E+00
66,1.105,0.294362,3.21E-03,3.72E-13,4.19E-15,0,0.00E+00
67,1.122,0.30877,3.33E-03,3.95E-13,-1.05E-14,0,0.00E+00
68,1.139,0.323169,3.45E-03,1.74E-13,-8.39E-15,0,0.00E+00
69,1.156,0.333344,3.58E-03,5.54E-13,-1.11E-14,0,0.00E+00
70,1.173,0.339303,3.70E-03,4.72E-14,-1.26E-14,0,0.00E+00
71,1.19,0.345263,3.82E-03,3.08E-13,-1.17E-14,0,0.00E+00
72,1.207,0.351222,3.94E-03,2.39E-13,-1.43E-14,0,0.00E+00
73,1.224,0.357179,4.06E-03,2.93E-14,-2.07E-14,0,0.00E+00
74,1.241,0.363134,4.18E-03,-3.65E-13,3.80E-15,0,0.00E+00
75,1.258,0.369087,4.30E-03,1.99E-12,-4.14E-15,0,0.00E+00
76,1.275,0.375039,4.43E-03,-3.23E-13,-1.35E-14,0,0.00E+00
77,1.292,0.380989,4.55E-03,5.32E-13,-3.13E-14,0,0.00E+00
78,1.309,0.386937,4.67E-03,-1.58E-12,-3.27E-14,0,0.00E+00
79,1.326,0.392884,4.79E-03,-2.14E-13,-2.86E-14,0,0.00E+00
80,1.343,0.398829,4.91E-03,-8.33E-13,-3.81E-14,0,0.00E+00
81,1.36,0.404772,5.03E-03,-1.18E-12,-5.17E-14,0,0.00E+00
82,1.377,0.410713,5.15E-03,-2.07E-12,-7.10E-14,0,0.00E+00
83,1.394,0.416653,5.28E-03,-3.10E-12,-8.43E-14,0,0.00E+00
84,1.411,0.422591,5.40E-03,-3.52E-12,-7.85E-14,0,0.00E+00
85,1.428,0.428527,5.52E-03,-2.74E-12,-1.07E-13,0,0.00E+00
86,1.445,0.434462,5.64E-03,-5.66E-12,-1.25E-13,0,0.00E+00
87,1.462,0.440395,5.76E-03,-5.11E-12,-1.23E-13,0,0.00E+00
88,1.479,0.446326,5.88E-03,-5.33E-12,-1.20E-13,0,0.00E+00
89,1.496,0.452255,6.00E-03,-4.99E-12,-1.16E-13,0,0.00E+00
90,1.513,0.458183,6.13E-03,-4.85E-12,-1.15E-13,0,0.00E+00
91,1.53,0.464109,6.25E-03,-4.89E-12,-1.34E-13,0,0.00E+00
92,1.547,0.470033,6.37E-03,-6.51E-12,-1.42E-13,0,0.00E+00
93,1.564,0.475956,6.49E-03,-6.04E-12,-1.44E-13,0,0.00E+00
94,1.581,0.481877,6.61E-03,-6.51E-12,-1.54E-13,0,0.00E+00
95,1.598,0.487796,6.73E-03,-6.97E-12,-1.62E-13,0,0.00E+00
96,1.615,0.493714,6.85E-03,-7.40E-12,-1.55E-13,0,0.00E+00
97,1.632,0.49963,6.98E-03,-6.47E-12,-1.70E-13,0,0.00E+00
98,1.649,0.505544,7.10E-03,-8.35E-12,-1.91E-13,0,0.00E+00
99,1.666,0.511457,7.22E-03,-8.78E-12,-2.00E-13,0,0.00E+00
100,1.683,0.517368,7.34E-03,-9.27E-12,-2.18E-13,0,0.00E+00
101,1.7,0.523277,7.46E-03,-1.05E-11,-2.18E-13,0,0.00E+00
102,1.717,0.529184,7.58E-03,-9.63E-12,-2.32E-13,0,0.00E+00
103,1.734,0.53509,7.71E-03,-1.14E-11,-2.29E-13,0,0.00E+00
104,1.751,0.540994,7.83E-03,-9.89E-12,-2.28E-13,0,0.00E+00
105,1.768,0.546897,7.95E-03,-1.08E-11,-2.32E-13,0,0.00E+00
106,1.785,0.552797,8.07E-03,-1.06E-11,-2.31E-13,0,0.00E+00
107,1.802,0.558696,8.19E-03,-1.06E-11,-2.32E-13,0,0.00E+00
108,1.819,0.564594,8.31E-03,-1.07E-11,-2.39E-13,0,0.00E+00
109,1.836,0.570489,8.43E-03,-1.12E-11,-2.67E-13,0,0.00E+00
110,1.853,0.576383,8.56E-03,-1.32E-11,-2.47E-13,0,0.00E+00
111,1.87,0.582276,8.68E-03,-1.01E-11,-2.18E-13,0,0.00E+00
112,1.887,0.588167,8.80E-03,-9.85E-12,-2.15E-13,0,0.00E+00
113,1.904,0.594056,8.92E-03,-9.77E-12,-2.44E-13,0,0.00E+00
114,1.921,0.599943,9.04E-03,-1.22E-11,-2.76E-13,0,0.00E+00
115,1.938,0.605829,9.16E-03,-1.32E-11,-2.85E-13,0,0.00E+00
116,1.955,0.611713,9.28E-03,-1.32E-11,-2.79E-13,0,0.00E+00
117,1.972,0.617595,9.41E-03,-1.27E-11,-2.53E-13,0,0.00E+00
118,1.989,0.623476,9.53E-03,-1.09E-11,-2.49E-13,0,0.00E+00
119,2.006,0.629355,9.65E-03,-1.19E-11,-2.05E-13,0,0.00E+00
120,2.023,0.635232,9.80E-03,-7.39E-12,-2.08E-13,0,0.00E+00
121,2.04,0.643718,9.98E-03,-1.08E-11,-2.13E-13,0,0.00E+00
122,2.057,0.652199,1.02E-02,-8.79E-12,-2.06E-13,0,0.00E+00
123,2.074,0.660677,1.03E-02,-9.64E-12,-2.20E-13,0,0.00E+00
124,2.091,0.669152,1.05E-02,-1.03E-11,-1.98E-13,0,0.00E+00
125,2.108,0.677624,1.07E-02,-7.93E-12,-1.86E-13,0,0.00E+00
126,2.125,0.686092,1.09E-02,-8.57E-12,-1.85E-13,0,0.00E+00
127,2.142,0.694556,1.10E-02,-8.01E-12,-1.59E-13,0,0.00E+00
128,2.159,0.703017,1.12E-02,-6.19E-12,-1.45E-13,0,0.00E+00
129,2.176,0.711475,1.14E-02,-6.32E-12,-1.60E-13,0,0.00E+00
130,2.193,0.719929,1.16E-02,-7.45E-12,-1.93E-13,0,0.00E+00
131,2.21,0.728379,1.17E-02,-9.47E-12,-2.20E-13,0,0.00E+00
132,2.227,0.736827,1.19E-02,-1.03E-11,-1.80E-13,0,0.00E+00
133,2.244,0.745271,1.21E-02,-6.33E-12,-2.07E-13,0,0.00E+00
134,2.261,0.753711,1.23E-02,-1.14E-11,-2.44E-13,0,0.00E+00
135,2.278,0.762148,1.24E-02,-1.10E-11,-2.05E-13,0,0.00E+00
136,2.295,0.770582,1.26E-02,-7.91E-12,-1.76E-13,0,0.00E+00
137,2.312,0.779012,1.28E-02,-7.65E-12,-1.68E-13,0,0.00E+00
138,2.329,0.787439,1.30E-02,-7.18E-12,-1.73E-13,0,0.00E+00
139,2.346,0.795863,1.31E-02,-7.89E-12,-1.93E-13,0,0.00E+00
140,2.363,0.804283,1.33E-02,-9.04E-12,-2.45E-13,0,0.00E+00
141,2.38,0.812699,1.35E-02,-1.26E-11,-2.72E-13,0,0.00E+00
142,2.397,0.821113,1.37E-02,-1.24E-11,-2.48E-13,0,0.00E+00
143,2.414,0.829523,1.38E-02,-1.06E-11,-2.76E-13,0,0.00E+00
144,2.431,0.837929,1.40E-02,-1.41E-11,-3.24E-13,0,0.00E+00
145,2.448,0.846333,1.42E-02,-1.57E-11,-3.66E-13,0,0.00E+00
146,2.465,0.854732,1.44E-02,-1.82E-11,-4.23E-13,0,0.00E+00
147,2.482,0.863129,1.45E-02,-2.12E-11,-4.23E-13,0,0.00E+00
148,2.499,0.871522,1.47E-02,-1.91E-11,-4.24E-13,0,0.00E+00
149,2.516,0.879912,1.49E-02,-2.06E-11,-4.31E-13,0,0.00E+00
150,2.533,0.888298,1.51E-02,-2.02E-11,-4.31E-13,0,0.00E+00
151,2.55,0.896681,1.52E-02,-2.04E-11,-4.34E-13,0,0.00E+00
152,2.567,0.905061,1.54E-02,-2.05E-11,-4.18E-13,0,0.00E+00
153,2.584,0.913438,1.56E-02,-1.90E-11,-4.06E-13,0,0.00E+00
154,2.601,0.921811,1.58E-02,-1.90E-11,-4.22E-13,0,0.00E+00
155,2.618,0.93018,1.59E-02,-2.04E-11,-3.14E-13,0,0.00E+00
156,2.635,0.938547,1.61E-02,-1.03E-11,-2.20E-13,0,0.00E+00
157,2.652,0.94691,1.63E-02,-9.42E-12,-2.39E-13,0,0.00E+00
158,2.669,0.95527,1.65E-02,-1.17E-11,-3.33E-13,0,0.00E+00
159,2.686,0.963626,1.66E-02,-1.81E-11,-3.68E-13,0,0.00E+00
160,2.703,0.971979,1.68E-02,-1.65E-11,-3.50E-13,0,0.00E+00
161,2.72,0.980329,1.70E-02,-1.61E-11,-3.17E-13,0,0.00E+00
162,2.737,0.988676,1.72E-02,-1.36E-11,-3.33E-13,0,0.00E+00
163,2.754,0.997019,1.73E-02,-1.66E-11,-3.76E-13,0,0.00E+00
164,2.771,1.005359,1.75E-02,-1.82E-11,-3.26E-13,0,0.00E+00
165,2.788,1.013695,1.77E-02,-1.29E-11,-2.87E-13,0,0.00E+00
166,2.805,1.022029,1.79E-02,-1.33E-11,-3.07E-13,0,0.00E+00
167,2.822,1.030359,1.80E-02,-1.47E-11,-2.87E-13,0,0.00E+00
168,2.839,1.038686,1.82E-02,-1.20E-11,-3.80E-13,0,0.00E+00
169,2.856,1.047009,1.84E-02,-2.17E-11,-5.27E-13,0,0.00E+00
170,2.873,1.055329,1.86E-02,-2.72E-11,-5.14E-13,0,0.00E+00
171,2.89,1.063646,1.88E-02,-2.22E-11,-4.91E-13,0,0.00E+00
172,2.907,1.07196,1.89E-02,-2.37E-11,-4.21E-13,0,0.00E+00
173,2.924,1.08027,1.91E-02,-1.68E-11,-4.46E-13,0,0.00E+00
174,2.941,1.088578,1.93E-02,-2.38E-11,-5.20E-13,0,0.00E+00
175,2.958,1.096882,1.95E-02,-2.50E-11,-5.30E-13,0,0.00E+00
176,2.975,1.105182,1.96E-02,-2.50E-11,-5.77E-13,0,0.00E+00
177,2.992,1.11348,1.98E-02,-2.90E-11,-6.42E-13,0,0.00E+00
178,3.009,1.121774,2.00E-02,-3.16E-11,-6.43E-13,0,0.00E+00
179,3.026,1.130065,2.02E-02,-2.99E-11,-6.67E-13,0,0.00E+00
180,3.043,1.139185,2.04E-02,-3.31E-11,-6.94E-13,0,0.00E+00
181,3.06,1.148301,2.06E-02,-3.31E-11,-7.35E-13,0,0.00E+00
182,3.077,1.157413,2.07E-02,-3.65E-11,-7.81E-13,0,0.00E+00
183,3.094,1.166521,2.09E-02,-3.79E-11,-7.66E-13,0,0.00E+00
184,3.111,1.175626,2.11E-02,-3.56E-11,-7.10E-13,0,0.00E+00
185,3.128,1.184726,2.13E-02,-3.25E-11,-7.19E-13,0,0.00E+00
186,3.145,1.193823,2.15E-02,-3.54E-11,-6.90E-13,0,0.00E+00
187,3.162,1.202915,2.17E-02,-3.09E-11,-6.42E-13,0,0.00E+00
188,3.179,1.212004,2.19E-02,-3.00E-11,-6.06E-13,0,0.00E+00
189,3.196,1.221089,2.21E-02,-2.76E-11,-6.42E-13,0,0.00E+00
190,3.213,1.23017,2.23E-02,-3.23E-11,-6.95E-13,0,0.00E+00
191,3.23,1.239247,2.25E-02,-3.34E-11,-6.97E-13,0,0.00E+00
192,3.247,1.24832,2.27E-02,-3.28E-11,-7.02E-13,0,0.00E+00
193,3.264,1.25739,2.29E-02,-3.36E-11,-7.20E-13,0,0.00E+00
194,3.281,1.266455,2.31E-02,-3.44E-11,-8.36E-13,0,0.00E+00
195,3.298,1.275517,2.33E-02,-4.36E-11,-8.48E-13,0,0.00E+00
196,3.315,1.284575,2.34E-02,-3.82E-11,-7.82E-13,0,0.00E+00
197,3.332,1.293629,2.36E-02,-3.64E-11,-7.68E-13,0,0.00E+00
198,3.349,1.302679,2.38E-02,-3.65E-11,-8.39E-13,0,0.00E+00
199,3.366,1.311726,2.40E-02,-4.24E-11,-9.66E-13,0,0.00E+00
200,3.383,1.320768,2.42E-02,-4.89E-11,-9.74E-13,0,0.00E+00
201,3.4,1.329807,2.44E-02,-4.49E-11,-9.75E-13,0,0.00E+00
202,3.417,1.338842,2.46E-02,-4.78E-11,-1.05E-12,0,0.00E+00
203,3.434,1.347873,2.48E-02,-5.20E-11,-9.52E-13,0,0.00E+00
204,3.451,1.356901,2.50E-02,-4.07E-11,-9.34E-13,0,0.00E+00
205,3.468,1.365924,2.52E-02,-4.71E-11,-1.01E-12,0,0.00E+00
206,3.485,1.374944,2.54E-02,-4.91E-11,-9.78E-13,0,0.00E+00
207,3.502,1.38396,2.56E-02,-4.49E-11,-9.18E-13,0,0.00E+00
208,3.519,1.392972,2.58E-02,-4.27E-11,-8.96E-13,0,0.00E+00
209,3.536,1.401981,2.60E-02,-4.24E-11,-9.35E-13,0,0.00E+00
210,3.553,1.410985,2.62E-02,-4.59E-11,-1.06E-12,0,0.00E+00
211,3.57,1.419986,2.63E-02,-5.36E-11,-9.54E-13,0,0.00E+00
212,3.587,1.428984,2.65E-02,-3.96E-11,-1.04E-12,0,0.00E+00
213,3.604,1.437977,2.67E-02,-5.69E-11,-1.08E-12,0,0.00E+00
214,3.621,1.446967,2.69E-02,-4.74E-11,-9.24E-13,0,0.00E+00
215,3.638,1.455953,2.71E-02,-4.12E-11,-8.78E-13,0,0.00E+00
216,3.655,1.464935,2.73E-02,-4.17E-11,-7.92E-13,0,0.00E+00
217,3.672,1.473913,2.75E-02,-3.41E-11,-8.01E-13,0,0.00E+00
218,3.689,1.482888,2.77E-02,-4.02E-11,-8.22E-13,0,0.00E+00
219,3.706,1.491859,2.79E-02,-3.76E-11,-8.40E-13,0,0.00E+00
220,3.723,1.500826,2.81E-02,-4.09E-11,-8.11E-13,0,0.00E+00
221,3.74,1.50979,2.83E-02,-3.61E-11,-8.33E-13,0,0.00E+00
222,3.757,1.51875,2.85E-02,-4.13E-11,-8.73E-13,0,0.00E+00
223,3.774,1.527706,2.87E-02,-4.10E-11,-8.50E-13,0,0.00E+00
224,3.791,1.536658,2.89E-02,-3.92E-11,-8.51E-13,0,0.00E+00
225,3.808,1.545607,2.90E-02,-4.04E-11,-8.62E-13,0,0.00E+00
226,3.825,1.554552,2.92E-02,-4.06E-11,-8.23E-13,0,0.00E+00
227,3.842,1.563494,2.94E-02,-3.71E-11,-7.92E-13,0,0.00E+00
228,3.859,1.572431,2.96E-02,-3.69E-11,-7.66E-13,0,0.00E+00
229,3.876,1.581365,2.98E-02,-3.48E-11,-7.93E-13,0,0.00E+00
230,3.893,1.590296,3.00E-02,-3.84E-11,-8.44E-13,0,0.00E+00
231,3.91,1.599223,3.02E-02,-4.02E-11,-8.18E-13,0,0.00E+00
232,3.927,1.608146,3.04E-02,-3.68E-11,-8.38E-13,0,0.00E+00
233,3.944,1.617065,3.06E-02,-4.08E-11,-8.35E-13,0,0.00E+00
234,3.961,1.625981,3.08E-02,-3.77E-11,-7.00E-13,0,0.00E+00
235,3.978,1.634893,3.10E-02,-2.85E-11,-6.68E-13,0,0.00E+00
236,3.995,1.643801,3.12E-02,-3.22E-11,-7.11E-13,0,0.00E+00
237,4.012,1.652706,3.14E-02,-3.33E-11,-7.60E-13,0,0.00E+00
238,4.029,1.661607,3.15E-02,-3.65E-11,-7.62E-13,0,0.00E+00
239,4.046,1.669332,3.17E-02,-3.44E-11,-6.65E-13,0,0.00E+00
240,4.063,1.677055,3.19E-02,-2.77E-11,-5.76E-13,0,0.00E+00
241,4.08,1.684776,3.20E-02,-2.48E-11,-5.23E-13,0,0.00E+00
242,4.097,1.692493,3.22E-02,-2.25E-11,-4.22E-13,0,0.00E+00
243,4.114,1.700208,3.24E-02,-1.56E-11,-3.98E-13,0,0.00E+00
244,4.131,1.70792,3.25E-02,-1.84E-11,-3.50E-13,0,0.00E+00
245,4.148,1.71563,3.27E-02,-1.25E-11,-3.10E-13,0,0.00E+00
246,4.165,1.723337,3.29E-02,-1.32E-11,-2.11E-13,0,0.00E+00
247,4.182,1.731041,3.30E-02,-4.43E-12,-1.50E-13,0,0.00E+00
248,4.199,1.738742,3.32E-02,-5.39E-12,-1.09E-13,0,0.00E+00
249,4.216,1.746441,3.34E-02,-1.22E-12,1.64E-14,0,0.00E+00
250,4.233,1.754136,3.35E-02,6.40E-12,-1.43E-14,0,0.00E+00
251,4.25,1.76183,3.37E-02,-1.37E-12,-4.70E-14,0,0.00E+00
252,4.267,1.76952,3.39E-02,1.24E-12,-1.58E-13,0,0.00E+00
253,4.284,1.777208,3.40E-02,-9.79E-12,-1.43E-13,0,0.00E+00
254,4.301,1.784893,3.42E-02,-9.85E-13,4.69E-14,0,0.00E+00
255,4.318,1.792576,3.44E-02,8.81E-12,1.20E-13,0,0.00E+00
256,4.335,1.800256,3.45E-02,7.97E-12,2.87E-14,0,0.00E+00
257,4.352,1.807933,3.47E-02,1.09E-12,1.33E-13,0,0.00E+00
258,4.369,1.815607,3.49E-02,1.45E-11,1.50E-13,0,0.00E+00
259,4.386,1.823279,3.51E-02,6.67E-12,-7.52E-14,0,0.00E+00
260,4.403,1.830948,3.52E-02,-6.73E-12,7.46E-14,0,0.00E+00
261,4.42,1.838615,3.54E-02,1.50E-11,2.31E-13,0,0.00E+00
262,4.437,1.846278,3.56E-02,1.30E-11,3.46E-13,0,0.00E+00
263,4.454,1.85394,3.57E-02,2.39E-11,2.32E-13,0,0.00E+00
264,4.471,1.861598,3.59E-02,6.98E-12,1.64E-13,0,0.00E+00
265,4.488,1.869254,3.61E-02,1.29E-11,2.74E-13,0,0.00E+00
266,4.505,1.876907,3.62E-02,1.79E-11,3.16E-13,0,0.00E+00
267,4.522,1.884558,3.64E-02,1.81E-11,2.66E-13,0,0.00E+00
268,4.539,1.892206,3.66E-02,1.39E-11,3.31E-13,0,0.00E+00
269,4.556,1.899851,3.67E-02,2.23E-11,3.27E-13,0,0.00E+00
270,4.573,1.907493,3.69E-02,1.60E-11,4.55E-13,0,0.00E+00
271,4.59,1.915133,3.71E-02,3.10E-11,5.31E-13,0,0.00E+00
272,4.607,1.922771,3.72E-02,2.70E-11,4.53E-13,0,0.00E+00
273,4.624,1.930406,3.74E-02,2.33E-11,3.69E-13,0,0.00E+00
274,4.641,1.938038,3.76E-02,1.87E-11,4.23E-13,0,0.00E+00
275,4.658,1.945667,3.77E-02,2.64E-11,3.91E-13,0,0.00E+00
276,4.675,1.953294,3.79E-02,1.83E-11,6.09E-14,0,0.00E+00
277,4.692,1.960918,3.81E-02,-3.44E-12,-1.17E-13,0,0.00E+00
278,4.709,1.96854,3.82E-02,-3.29E-12,2.55E-14,0,0.00E+00
279,4.726,1.976159,3.84E-02,8.58E-12,-2.70E-14,0,0.00E+00
280,4.743,1.983775,3.86E-02,-3.97E-12,-7.93E-15,0,0.00E+00
281,4.76,1.991389,3.87E-02,6.28E-12,-8.44E-14,0,0.00E+00
282,4.777,1.999001,3.89E-02,-7.06E-12,-2.66E-13,0,0.00E+00
283,4.794,2.006609,3.91E-02,-1.31E-11,-3.18E-13,0,0.00E+00
284,4.811,2.014215,3.92E-02,-1.33E-11,-3.49E-13,0,0.00E+00
285,4.828,2.021819,3.94E-02,-1.58E-11,-4.31E-13,0,0.00E+00
286,4.845,2.02942,3.96E-02,-2.09E-11,-4.64E-13,0,0.00E+00
287,4.862,2.037018,3.97E-02,-2.01E-11,-5.61E-13,0,0.00E+00
288,4.879,2.044614,3.99E-02,-2.87E-11,-5.23E-13,0,0.00E+00
289,4.896,2.052207,4.01E-02,-1.96E-11,-4.29E-13,0,0.00E+00
290,4.913,2.059797,4.02E-02,-1.81E-11,-3.43E-13,0,0.00E+00
291,4.93,2.067385,4.04E-02,-1.20E-11,-2.51E-13,0,0.00E+00
292,4.947,2.074971,4.06E-02,-8.42E-12,-3.74E-13,0,0.00E+00
293,4.964,2.082554,4.07E-02,-2.10E-11,-6.22E-13,0,0.00E+00
294,4.981,2.090134,4.09E-02,-3.30E-11,-7.54E-13,0,0.00E+00
295,4.998,2.097712,4.11E-02,-3.56E-11,-8.59E-13,0,0.00E+00
296,5.015,2.105287,4.12E-02,-4.25E-11,-1.02E-12,0,0.00E+00
297,5.032,2.111006,4.13E-02,-5.06E-11,-1.06E-12,0,0.00E+00
298,5.049,2.115478,4.14E-02,-4.84E-11,-1.08E-12,0,0.00E+00
299,5.066,2.119949,4.15E-02,-5.16E-11,-1.16E-12,0,0.00E+00
300,5.083,2.124419,4.16E-02,-5.56E-11,-9.14E-13,0,0.00E+00
301,5.1,2.128889,4.17E-02,-3.25E-11,-9.30E-13,0,0.00E+00
302,5.117,2.133358,4.18E-02,-4.98E-11,-9.26E-13,0,0.00E+00
303,5.134,2.137826,4.19E-02,-3.76E-11,-6.27E-13,0,0.00E+00
304,5.151,2.142293,4.20E-02,-2.11E-11,-5.52E-13,0,0.00E+00
305,5.168,2.146759,4.21E-02,-2.61E-11,-6.28E-13,0,0.00E+00
306,5.185,2.151224,4.22E-02,-2.90E-11,-4.88E-13,0,0.00E+00
307,5.202,2.155688,4.23E-02,-1.54E-11,-5.55E-13,0,0.00E+00
308,5.219,2.160152,4.24E-02,-3.02E-11,-7.66E-13,0,0.00E+00
309,5.236,2.164614,4.25E-02,-3.75E-11,-7.87E-13,0,0.00E+00
310,5.253,2.169076,4.26E-02,-3.41E-11,-8.77E-13,0,0.00E+00
311,5.27,2.173537,4.27E-02,-4.39E-11,-7.93E-13,0,0.00E+00
312,5.287,2.177997,4.28E-02,-3.00E-11,-6.46E-13,0,0.00E+00
313,5.304,2.182456,4.29E-02,-2.73E-11,-5.45E-13,0,0.00E+00
314,5.321,2.186914,4.30E-02,-2.08E-11,-4.52E-13,0,0.00E+00
315,5.338,2.191371,4.31E-02,-1.75E-11,-3.11E-13,0,0.00E+00
316,5.355,2.195828,4.32E-02,-7.95E-12,-2.56E-13,0,0.00E+00
317,5.372,2.200283,4.33E-02,-9.96E-12,-2.69E-13,0,0.00E+00
318,5.389,2.204738,4.34E-02,-9.65E-12,-9.59E-14,0,0.00E+00
319,5.406,2.209191,4.35E-02,4.53E-12,9.08E-14,0,0.00E+00
320,5.423,2.213644,4.36E-02,1.03E-11,7.47E-14,0,0.00E+00
321,5.44,2.218096,4.37E-02,4.99E-12,1.65E-13,0,0.00E+00
322,5.457,2.222548,4.38E-02,1.61E-11,2.39E-13,0,0.00E+00
323,5.474,2.226998,4.39E-02,1.45E-11,2.75E-13,0,0.00E+00
324,5.491,2.231447,4.40E-02,1.84E-11,2.50E-13,0,0.00E+00
325,5.508,2.235896,4.41E-02,1.37E-11,1.77E-13,0,0.00E+00
326,5.525,2.240343,4.42E-02,1.07E-11,1.50E-13,0,0.00E+00
