B (T) - H (A/m),,,,,,,
Pid = 1,,,,,,,
Z = 0,,,,,,,
X = 0,,,,,,,
Y = 0,,,,,,,
,t,H x,B x,H y,B y,H z,B z
833,141.44,100.284904,0.464025,1.16E-09,-2.54E-11,0,0.00E+00
834,141.61,105.60118,0.519927,1.30E-09,-2.44E-11,0,0.00E+00
835,141.78,112.22081,0.575823,1.94E-09,-2.21E-11,0,0.00E+00
836,141.95,120.381211,0.631711,1.68E-09,-1.95E-11,0,0.00E+00
837,142.12,130.364704,0.68759,1.51E-09,-1.68E-11,0,0.00E+00
838,142.29,139.993828,0.73273,1.63E-09,-1.22E-11,0,0.00E+00
839,142.46,151.24673,0.777849,2.42E-09,-9.44E-12,0,0.00E+00
840,142.63,164.38339,0.822959,1.96E-09,-6.64E-12,0,0.00E+00
841,142.8,179.714709,0.868058,2.25E-09,-7.32E-12,0,0.00E+00
842,142.97,197.620984,0.913144,7.40E-10,-8.00E-12,0,0.00E+00
843,143.14,217.683599,0.95643,6.04E-10,-8.38E-12,0,0.00E+00
844,143.31,226.006519,0.986111,-3.19E-10,-7.29E-12,0,0.00E+00
845,143.48,233.285309,1.015878,1.67E-10,-5.64E-12,0,0.00E+00
846,143.65,241.877277,1.045638,2.01E-10,-3.61E-12,0,0.00E+00
847,143.82,252.041511,1.07539,6.89E-10,-2.78E-12,0,0.00E+00
848,143.99,264.12616,1.105131,4.24E-10,-2.60E-12,0,0.00E+00
849,144.16,278.589811,1.130581,2.55E-10,-2.23E-12,0,0.00E+00
850,144.33,287.03411,1.141835,2.77E-10,-1.65E-12,0,0.00E+00
851,144.5,293.708019,1.153083,4.29E-10,-1.20E-12,0,0.00E+00
852,144.67,300.921188,1.164327,4.56E-10,-1.33E-12,0,0.00E+00
853,144.84,308.703296,1.175569,2.56E-10,-1.38E-12,0,0.00E+00
854,145.01,317.112816,1.186808,2.16E-10,-1.07E-12,0,0.00E+00
855,145.18,326.215155,1.191139,2.83E-10,-5.87E-13,0,0.00E+00
856,145.35,315.008681,1.182579,4.56E-10,-3.86E-13,0,0.00E+00
857,145.52,303.915757,1.174018,4.64E-10,-5.26E-13,0,0.00E+00
858,145.69,293.20992,1.165454,3.65E-10,-7.12E-13,0,0.00E+00
859,145.86,282.867259,1.156889,3.14E-10,-9.55E-13,0,0.00E+00
860,146.03,272.871212,1.148322,1.99E-10,-7.98E-13,0,0.00E+00
861,146.2,263.206041,1.130759,3.78E-10,-8.26E-13,0,0.00E+00
862,146.37,234.176346,1.102956,2.39E-10,1.67E-13,0,0.00E+00
863,146.54,207.903806,1.075139,8.86E-10,1.00E-12,0,0.00E+00
864,146.71,184.125458,1.047312,8.61E-10,9.15E-13,0,0.00E+00
865,146.88,162.524982,1.019474,7.88E-10,1.67E-12,0,0.00E+00
866,147.05,142.836179,0.991628,1.17E-09,1.70E-12,0,0.00E+00
867,147.22,88.517804,0.954016,1.05E-09,2.49E-12,0,0.00E+00
868,147.39,46.272808,0.90946,9.24E-10,3.80E-12,0,0.00E+00
869,147.56,18.046964,0.864834,2.80E-10,2.02E-12,0,0.00E+00
870,147.73,-2.957461,0.820171,-6.37E-11,9.99E-13,0,0.00E+00
871,147.9,-19.330838,0.775485,-2.80E-10,3.99E-13,0,0.00E+00
872,148.07,-32.408846,0.730782,-1.60E-10,6.70E-13,0,0.00E+00
873,148.24,-44.855066,0.67717,1.96E-10,2.53E-12,0,0.00E+00
874,148.41,-55.201151,0.619815,-1.08E-10,2.07E-12,0,0.00E+00
875,148.58,-63.189695,0.562447,-3.61E-10,-1.02E-12,0,0.00E+00
876,148.75,-69.333307,0.505071,-1.00E-09,-1.05E-12,0,0.00E+00
877,148.92,-74.01291,0.447687,-3.57E-10,2.90E-12,0,0.00E+00
878,149.09,-77.524228,0.390297,5.20E-10,5.20E-12,0,0.00E+00
879,149.26,-80.324993,0.32703,7.38E-10,6.71E-12,0,0.00E+00
880,149.43,-82.288946,0.26249,8.33E-10,6.58E-12,0,0.00E+00
881,149.6,-83.584248,0.197946,6.21E-10,5.06E-12,0,0.00E+00
882,149.77,-84.415075,0.133401,4.69E-10,2.87E-12,0,0.00E+00
883,149.94,-84.964655,6.89E-02,-2.24E-10,9.20E-13,0,0.00E+00
884,150.11,-85.402689,4.31E-03,-2.98E-10,3.88E-13,0,0.00E+00
885,150.28,-85.898469,-6.11E-02,-2.70E-10,-1.02E-14,0,0.00E+00
886,150.45,-86.612588,-0.12647,-3.09E-10,-9.28E-13,0,0.00E+00
887,150.62,-87.713313,-0.191881,-3.05E-10,-1.49E-12,0,0.00E+00
888,150.79,-89.37674,-0.257289,-7.89E-10,-1.29E-12,0,0.00E+00
889,150.96,-91.791856,-0.322693,-6.89E-10,-5.86E-13,0,0.00E+00
890,151.13,-95.147481,-0.387771,-5.97E-10,-2.00E-12,0,0.00E+00
891,151.3,-99.268185,-0.447588,-4.89E-10,-2.98E-12,0,0.00E+00
892,151.47,-104.592279,-0.507398,-5.71E-10,-1.59E-12,0,0.00E+00
893,151.64,-111.358101,-0.567201,3.26E-11,-2.24E-12,0,0.00E+00
894,151.81,-119.847057,-0.626996,-7.89E-10,-4.34E-12,0,0.00E+00
895,151.98,-130.397264,-0.68678,-1.39E-09,-5.34E-12,0,0.00E+00
896,152.15,-142.937244,-0.744528,-1.67E-09,-6.05E-12,0,0.00E+00
897,152.32,-155.509687,-0.792742,-8.19E-10,-2.91E-12,0,0.00E+00
898,152.49,-170.345337,-0.840945,-2.96E-10,-2.78E-12,0,0.00E+00
899,152.66,-187.852104,-0.889134,-6.98E-11,-2.39E-12,0,0.00E+00
900,152.83,-208.538971,-0.937308,-5.75E-11,-2.74E-12,0,0.00E+00
901,153,-233.05148,-0.985462,-4.06E-10,-3.28E-12,0,0.00E+00
902,153.17,-253.189662,-1.028708,-4.32E-10,-3.28E-12,0,0.00E+00
903,153.34,-262.163109,-1.060456,-3.96E-10,-3.31E-12,0,0.00E+00
904,153.51,-273.018454,-1.092195,-5.20E-10,-3.56E-12,0,0.00E+00
905,153.68,-286.188733,-1.12392,-7.21E-10,-3.10E-12,0,0.00E+00
906,153.85,-302.304315,-1.15563,-5.83E-10,-2.53E-12,0,0.00E+00
907,154.02,-322.238715,-1.187318,-5.04E-10,-2.52E-12,0,0.00E+00
908,154.19,-347.217266,-1.210938,-6.98E-10,-1.72E-12,0,0.00E+00
909,154.36,-358.115421,-1.22285,-2.26E-10,-1.32E-12,0,0.00E+00
910,154.53,-369.955113,-1.234757,-3.25E-10,-6.92E-13,0,0.00E+00
911,154.7,-382.974167,-1.246658,9.50E-11,-7.80E-14,0,0.00E+00
912,154.87,-397.315043,-1.258551,1.87E-10,-3.37E-13,0,0.00E+00
913,155.04,-413.138053,-1.270437,-1.28E-10,1.38E-13,0,0.00E+00
914,155.21,-430.619176,-1.271218,4.13E-10,4.25E-13,0,0.00E+00
915,155.38,-414.060567,-1.261997,2.60E-10,1.09E-13,0,0.00E+00
916,155.55,-397.990324,-1.252773,1.22E-10,5.92E-13,0,0.00E+00
917,155.72,-382.586787,-1.243546,5.64E-10,7.95E-13,0,0.00E+00
918,155.89,-367.807329,-1.234317,3.89E-10,1.21E-12,0,0.00E+00
919,156.06,-353.618089,-1.225084,7.88E-10,1.06E-12,0,0.00E+00
920,156.23,-339.987336,-1.20263,3.83E-10,1.17E-12,0,0.00E+00
921,156.4,-299.779649,-1.172884,6.93E-10,9.20E-13,0,0.00E+00
922,156.57,-264.261225,-1.143118,2.73E-10,4.46E-14,0,0.00E+00
923,156.74,-232.636493,-1.113334,9.24E-12,-3.40E-13,0,0.00E+00
924,156.91,-204.343833,-1.083535,-3.10E-11,1.43E-13,0,0.00E+00
925,157.08,-178.918674,-1.053723,2.59E-10,6.61E-13,0,0.00E+00
926,157.25,-107.764215,-1.010368,6.60E-10,1.72E-12,0,0.00E+00
927,157.42,-60.988741,-0.962733,2.61E-10,2.03E-12,0,0.00E+00
928,157.59,-29.239384,-0.915023,1.28E-10,2.46E-12,0,0.00E+00
929,157.76,-5.482984,-0.867273,8.98E-10,4.78E-12,0,0.00E+00
930,157.93,13.06271,-0.819496,8.38E-10,4.24E-12,0,0.00E+00
931,158.1,27.863965,-0.7717,6.75E-11,3.59E-12,0,0.00E+00
932,158.27,42.411532,-0.712056,5.49E-10,5.81E-12,0,0.00E+00
933,158.44,53.907882,-0.650798,7.12E-10,7.93E-12,0,0.00E+00
934,158.61,62.727182,-0.589527,4.78E-10,7.48E-12,0,0.00E+00
935,158.78,69.450852,-0.528245,-8.08E-10,5.34E-12,0,0.00E+00
936,158.95,74.514063,-0.466955,-2.18E-10,3.07E-12,0,0.00E+00
937,159.12,78.256286,-0.405658,-5.48E-10,2.93E-12,0,0.00E+00
938,159.29,81.222996,-0.3368,-1.50E-10,4.00E-12,0,0.00E+00
939,159.46,83.188575,-0.267928,-2.98E-10,3.29E-12,0,0.00E+00
940,159.63,84.423051,-0.199052,-5.35E-12,2.13E-12,0,0.00E+00
941,159.8,85.162403,-0.130173,-3.19E-11,7.72E-13,0,0.00E+00
942,159.97,85.619491,-6.13E-02,-3.70E-10,1.56E-14,0,0.00E+00
943,160.14,85.993411,7.69E-03,-1.74E-10,7.78E-13,0,0.00E+00
944,160.31,86.482223,7.74E-02,3.99E-10,2.58E-12,0,0.00E+00
945,160.48,87.279594,0.147179,8.53E-10,4.08E-12,0,0.00E+00
946,160.65,88.589169,0.216921,6.40E-10,4.79E-12,0,0.00E+00
947,160.82,90.627091,0.28666,3.30E-10,2.99E-12,0,0.00E+00
948,160.99,93.629594,0.356393,-7.51E-10,9.45E-13,0,0.00E+00
949,161.16,97.762972,0.424716,-5.52E-10,1.06E-12,0,0.00E+00
950,161.33,102.934908,0.488435,-1.08E-09,-1.47E-12,0,0.00E+00
951,161.5,109.65623,0.552147,-4.47E-10,9.68E-13,0,0.00E+00
952,161.67,118.250647,0.615849,-1.94E-11,1.37E-12,0,0.00E+00
953,161.84,129.110182,0.67954,8.48E-12,1.25E-13,0,0.00E+00
954,162.01,142.71919,0.743216,3.62E-11,9.53E-13,0,0.00E+00
955,162.18,158.412612,0.802533,4.34E-10,3.03E-12,0,0.00E+00
956,162.35,174.819026,0.85383,8.98E-10,5.55E-12,0,0.00E+00
957,162.52,194.394427,0.90511,6.22E-10,4.31E-12,0,0.00E+00
958,162.69,217.797083,0.956372,1.88E-10,2.87E-12,0,0.00E+00
959,162.86,245.88017,1.007609,-1.61E-10,1.86E-12,0,0.00E+00
960,163.03,279.773381,1.058818,-9.34E-10,2.35E-12,0,0.00E+00
961,163.2,305.564837,1.101676,3.54E-10,2.81E-12,0,0.00E+00
962,163.37,318.323556,1.135393,2.27E-10,9.34E-13,0,0.00E+00
963,163.54,334.384148,1.169092,-3.92E-10,-5.41E-13,0,0.00E+00
964,163.71,354.788666,1.202768,-6.68E-10,-9.06E-13,0,0.00E+00
965,163.88,381.162439,1.23641,-6.10E-10,-1.05E-12,0,0.00E+00
966,164.05,415.931599,1.270005,-6.29E-10,-1.08E-12,0,0.00E+00
967,164.22,462.642551,1.291276,-5.99E-10,-3.39E-13,0,0.00E+00
968,164.39,481.989909,1.303829,-4.70E-12,1.51E-13,0,0.00E+00
969,164.56,503.864679,1.316369,2.34E-11,-3.81E-14,0,0.00E+00
970,164.73,528.610334,1.328894,-1.31E-10,-4.89E-13,0,0.00E+00
971,164.9,556.576005,1.341402,-4.34E-10,-4.79E-13,0,0.00E+00
972,165.07,587.756516,1.353892,-2.28E-10,-4.44E-13,0,0.00E+00
973,165.24,621.880763,1.35064,-3.70E-10,-5.83E-13,0,0.00E+00
974,165.41,593.950393,1.340784,-3.17E-10,-2.87E-13,0,0.00E+00
975,165.58,568.206653,1.330921,-7.12E-11,-1.43E-13,0,0.00E+00
976,165.75,543.737469,1.321051,-1.08E-10,-6.51E-14,0,0.00E+00
977,165.92,520.487822,1.311175,-1.08E-11,-1.19E-13,0,0.00E+00
978,166.09,498.375472,1.301294,-1.20E-10,-7.38E-13,0,0.00E+00
979,166.26,412.65725,1.273823,-3.35E-10,-1.52E-12,0,0.00E+00
980,166.43,363.58536,1.242127,-6.64E-10,-1.22E-12,0,0.00E+00
981,166.6,317.979549,1.210413,-2.83E-10,-5.58E-13,0,0.00E+00
982,166.77,277.431487,1.178676,-9.23E-11,-4.38E-13,0,0.00E+00
983,166.94,241.514172,1.146919,-1.53E-10,-4.99E-13,0,0.00E+00
984,167.11,209.645325,1.115145,-1.56E-10,-2.85E-13,0,0.00E+00
985,167.28,126.326184,1.065629,-2.23E-10,-8.54E-13,0,0.00E+00
986,167.45,76.937992,1.014906,-2.56E-10,-8.99E-13,0,0.00E+00
987,167.62,41.952666,0.96411,-4.21E-11,-3.26E-13,0,0.00E+00
988,167.79,15.343553,0.913273,6.33E-11,1.73E-12,0,0.00E+00
989,167.96,-5.572811,0.862406,6.22E-10,2.89E-12,0,0.00E+00
990,168.13,-22.543928,0.810699,2.75E-10,2.84E-12,0,0.00E+00
991,168.3,-39.288135,0.74556,1.09E-10,7.78E-13,0,0.00E+00
992,168.47,-52.088604,0.6804,-9.38E-10,-5.00E-12,0,0.00E+00
993,168.64,-61.854309,0.615226,-9.24E-10,-2.01E-12,0,0.00E+00
994,168.81,-69.241644,0.550039,-3.00E-10,3.30E-12,0,0.00E+00
995,168.98,-74.746896,0.484843,1.52E-09,7.03E-12,0,0.00E+00
996,169.15,-78.831624,0.418239,7.04E-10,7.67E-12,0,0.00E+00
997,169.32,-81.922262,0.34504,6.89E-10,7.45E-12,0,0.00E+00
998,169.49,-83.903878,0.271836,6.69E-11,7.10E-12,0,0.00E+00
999,169.66,-85.087409,0.198627,4.12E-10,9.63E-12,0,0.00E+00
1000,169.83,-85.744927,0.125416,4.84E-10,1.23E-11,0,0.00E+00
1001,170,-86.122945,5.22E-02,6.00E-10,1.33E-11,0,0.00E+00
1002,170.17,-86.454172,-2.13E-02,4.78E-10,1.44E-11,0,0.00E+00
1003,170.34,-86.970005,-9.53E-02,5.44E-10,1.57E-11,0,0.00E+00
1004,170.51,-87.902766,-0.169418,3.15E-10,1.41E-11,0,0.00E+00
1005,170.68,-89.497698,-0.243491,-6.49E-10,1.12E-11,0,0.00E+00
1006,170.85,-92.019493,-0.317559,-1.37E-09,1.00E-11,0,0.00E+00
1007,171.02,-95.763008,-0.391621,-1.41E-09,9.41E-12,0,0.00E+00
1008,171.19,-100.846909,-0.463038,-1.55E-09,8.38E-12,0,0.00E+00
1009,171.36,-107.320509,-0.530659,-1.76E-09,8.23E-12,0,0.00E+00
1010,171.53,-115.77657,-0.59827,-1.32E-09,8.78E-12,0,0.00E+00
1011,171.7,-126.656084,-0.665868,-1.21E-09,6.68E-12,0,0.00E+00
1012,171.87,-140.508007,-0.733452,-1.25E-09,4.51E-12,0,0.00E+00
1013,172.04,-158.031679,-0.801017,-1.10E-09,3.08E-12,0,0.00E+00
1014,172.21,-177.626498,-0.861615,-4.34E-10,5.16E-12,0,0.00E+00
1015,172.38,-199.060535,-0.915987,-1.32E-10,4.54E-12,0,0.00E+00
1016,172.55,-224.983438,-0.970337,-4.53E-10,4.27E-12,0,0.00E+00
1017,172.72,-256.483306,-1.024659,-3.39E-10,4.00E-12,0,0.00E+00
1018,172.89,-295.035735,-1.078946,2.40E-10,4.08E-12,0,0.00E+00
1019,173.06,-342.699057,-1.133186,3.79E-10,5.38E-12,0,0.00E+00
1020,173.23,-365.868192,-1.175295,2.56E-09,3.97E-12,0,0.00E+00
1021,173.4,-385.553156,-1.210963,7.00E-10,2.85E-12,0,0.00E+00
1022,173.57,-411.70211,-1.246596,1.21E-09,2.75E-12,0,0.00E+00
1023,173.74,-447.341798,-1.282175,9.57E-10,1.54E-12,0,0.00E+00
1024,173.91,-497.280615,-1.317674,3.46E-10,8.06E-13,0,0.00E+00
1025,174.08,-568.455389,-1.353052,2.86E-10,2.32E-13,0,0.00E+00
1026,174.25,-663.613994,-1.371404,-6.44E-11,1.21E-13,0,0.00E+00
1027,174.42,-698.60502,-1.384555,1.09E-10,-1.79E-14,0,0.00E+00
1028,174.59,-741.044152,-1.397671,-1.26E-10,-1.14E-13,0,0.00E+00
1029,174.76,-788.634121,-1.410759,-7.81E-11,-2.16E-13,0,0.00E+00
1030,174.93,-840.742817,-1.423823,-2.70E-10,-3.70E-13,0,0.00E+00
1031,175.1,-897.464654,-1.436862,-3.31E-10,-6.01E-14,0,0.00E+00
1032,175.27,-959.222652,-1.429146,7.62E-11,6.67E-14,0,0.00E+00
1033,175.44,-903.994676,-1.418712,-6.89E-11,7.92E-14,0,0.00E+00
1034,175.61,-858.544373,-1.408257,4.42E-11,2.77E-13,0,0.00E+00
1035,175.78,-815.621715,-1.397788,1.84E-10,6.30E-13,0,0.00E+00
1036,175.95,-775.424543,-1.387307,4.56E-10,6.56E-13,0,0.00E+00
1037,176.12,-737.699579,-1.376813,2.73E-10,1.66E-13,0,0.00E+00
1038,176.29,-577.521158,-1.343908,-2.58E-11,-2.79E-13,0,0.00E+00
1039,176.46,-506.923732,-1.310313,-2.05E-10,-3.04E-13,0,0.00E+00
1040,176.63,-439.032745,-1.276703,-1.38E-10,-1.31E-13,0,0.00E+00
1041,176.8,-379.803728,-1.243055,-3.73E-11,-5.52E-14,0,0.00E+00
1042,176.97,-328.673722,-1.209373,-4.69E-11,4.97E-14,0,0.00E+00
1043,177.14,-250.149919,-1.173339,8.20E-11,1.03E-13,0,0.00E+00
1044,177.31,-157.441114,-1.119732,-9.45E-11,-7.12E-13,0,0.00E+00
1045,177.48,-101.241041,-1.065942,-1.35E-10,-1.26E-12,0,0.00E+00
1046,177.65,-60.676769,-1.012073,7.02E-11,-1.16E-12,0,0.00E+00
1047,177.82,-29.659896,-0.958156,-1.61E-10,-1.11E-12,0,0.00E+00
1048,177.99,-5.278143,-0.904205,7.80E-11,-1.23E-13,0,0.00E+00
1049,178.16,15.298506,-0.846711,2.16E-10,7.13E-13,0,0.00E+00
1050,178.33,34.460153,-0.777675,4.58E-10,3.89E-12,0,0.00E+00
1051,178.5,49.019315,-0.708616,6.69E-10,4.87E-12,0,0.00E+00
1052,178.67,60.045622,-0.63954,3.03E-10,5.96E-12,0,0.00E+00
1053,178.84,68.315231,-0.57045,4.54E-10,8.28E-12,0,0.00E+00
1054,179.01,74.415149,-0.501348,1.06E-09,1.11E-11,0,0.00E+00
1055,179.18,78.960436,-0.42928,6.21E-10,1.20E-11,0,0.00E+00
1056,179.35,82.251214,-0.351749,8.55E-10,1.63E-11,0,0.00E+00
1057,179.52,84.301857,-0.274213,2.09E-09,2.39E-11,0,0.00E+00
1058,179.69,85.473548,-0.196672,2.25E-09,3.05E-11,0,0.00E+00
1059,179.86,86.082021,-0.119129,2.88E-09,3.66E-11,0,0.00E+00
1060,180.03,86.413751,-4.16E-02,2.55E-09,3.91E-11,0,0.00E+00
1061,180.2,86.740955,3.64E-02,1.64E-09,3.89E-11,0,0.00E+00
1062,180.37,87.335053,0.114778,2.06E-10,3.54E-11,0,0.00E+00
1063,180.54,88.473175,0.193186,-1.25E-09,3.12E-11,0,0.00E+00
1064,180.71,90.450472,0.271589,-2.08E-09,2.60E-11,0,0.00E+00
1065,180.88,93.590958,0.349987,-2.67E-09,2.12E-11,0,0.00E+00
1066,181.05,98.262715,0.428376,-2.95E-09,1.62E-11,0,0.00E+00
1067,181.22,104.501981,0.502736,-2.98E-09,1.27E-11,0,0.00E+00
1068,181.39,112.582505,0.574257,-3.09E-09,6.67E-12,0,0.00E+00
1069,181.56,123.189795,0.645765,-2.90E-09,1.86E-12,0,0.00E+00
1070,181.73,136.927647,0.717258,-1.95E-09,1.87E-13,0,0.00E+00
1071,181.9,154.570597,0.788731,-1.70E-09,-1.21E-12,0,0.00E+00
1072,182.07,177.139522,0.860179,-1.03E-09,8.77E-13,0,0.00E+00
1073,182.24,201.610568,0.921766,3.89E-10,1.93E-12,0,0.00E+00
1074,182.41,229.730448,0.979207,3.64E-10,2.54E-12,0,0.00E+00
1075,182.58,264.319886,1.036615,1.73E-10,2.56E-12,0,0.00E+00
1076,182.75,307.23508,1.093981,8.65E-10,6.12E-12,0,0.00E+00
1077,182.92,361.134722,1.151292,1.17E-09,3.64E-12,0,0.00E+00
1078,183.09,429.9723,1.208527,-5.27E-10,-2.09E-13,0,0.00E+00
1079,183.26,464.404314,1.249398,-2.39E-09,-8.70E-13,0,0.00E+00
1080,183.43,494.434203,1.286996,-9.71E-10,-7.52E-13,0,0.00E+00
1081,183.6,538.479679,1.324515,-1.13E-09,-1.13E-12,0,0.00E+00
1082,183.77,605.791945,1.3619,-9.47E-10,-3.37E-13,0,0.00E+00
1083,183.94,707.854226,1.399084,-6.47E-11,-1.83E-13,0,0.00E+00
1084,184.11,844.781941,1.436058,-4.08E-10,-7.46E-14,0,0.00E+00
1085,184.28,1019.909385,1.450952,-1.47E-10,2.86E-13,0,0.00E+00
1086,184.45,1084.412748,1.464602,1.94E-10,1.19E-13,0,0.00E+00
1087,184.62,1167.955896,1.47818,-1.40E-10,1.08E-13,0,0.00E+00
1088,184.79,1260.294133,1.491709,9.52E-11,7.15E-14,0,0.00E+00
1089,184.96,1362.915175,1.505182,-1.36E-10,-1.36E-14,0,0.00E+00
1090,185.13,1477.425058,1.517265,-1.06E-10,5.25E-15,0,0.00E+00
1091,185.3,1562.261736,1.506235,-1.03E-10,1.41E-14,0,0.00E+00
1092,185.47,1438.334796,1.495355,-9.19E-11,3.93E-14,0,0.00E+00
1093,185.64,1351.061891,1.484416,-5.21E-11,3.36E-14,0,0.00E+00
1094,185.81,1268.324255,1.473445,-8.40E-11,2.00E-13,0,0.00E+00
1095,185.98,1192.644313,1.462442,1.76E-10,1.59E-13,0,0.00E+00
1096,186.15,1122.950094,1.447399,-6.60E-11,1.22E-14,0,0.00E+00
1097,186.32,987.154202,1.412296,-9.19E-11,1.18E-14,0,0.00E+00
1098,186.49,825.671859,1.377057,-6.54E-11,-3.16E-13,0,0.00E+00
1099,186.66,699.429906,1.341694,-3.93E-10,-5.87E-13,0,0.00E+00
1100,186.83,596.267929,1.306236,-3.80E-10,-4.17E-13,0,0.00E+00
1101,187,510.941223,1.270705,-1.86E-10,1.62E-13,0,0.00E+00
1102,187.17,371.862796,1.228994,2.85E-10,4.79E-13,0,0.00E+00
1103,187.34,219.170388,1.172587,-2.24E-10,-6.99E-14,0,0.00E+00
1104,187.51,142.150423,1.1158,4.49E-10,4.84E-13,0,0.00E+00
1105,187.68,89.850931,1.058888,-3.02E-10,-1.57E-12,0,0.00E+00
1106,187.85,51.003326,1.001909,-6.48E-10,-1.72E-12,0,0.00E+00
1107,188.02,21.041345,0.944885,-2.87E-11,-1.26E-12,0,0.00E+00
1108,188.19,-4.8713,0.881327,-1.14E-10,-2.10E-12,0,0.00E+00
1109,188.36,-27.493625,0.808401,-3.84E-10,-4.50E-12,0,0.00E+00
1110,188.53,-44.471658,0.735446,-8.93E-10,-6.39E-12,0,0.00E+00
1111,188.7,-57.187243,0.66247,4.28E-11,-4.52E-12,0,0.00E+00
1112,188.87,-66.622175,0.589477,-6.01E-12,-7.21E-12,0,0.00E+00
1113,189.04,-73.50565,0.516472,-5.64E-10,-4.93E-12,0,0.00E+00
1114,189.21,-78.655603,0.438789,6.10E-11,-6.89E-13,0,0.00E+00
1115,189.38,-82.23278,0.356928,5.78E-10,2.42E-12,0,0.00E+00
1116,189.55,-84.409838,0.27506,8.83E-10,2.34E-12,0,0.00E+00
1117,189.72,-85.610879,0.193187,2.34E-12,-1.04E-13,0,0.00E+00
1118,189.89,-86.204567,0.111311,-3.10E-10,-4.14E-12,0,0.00E+00
1119,190.06,-86.524775,2.94E-02,-9.73E-10,-6.46E-12,0,0.00E+00
1120,190.23,-86.890266,-5.30E-02,-1.54E-11,-3.31E-12,0,0.00E+00
1121,190.4,-87.619582,-0.135745,1.21E-09,1.65E-13,0,0.00E+00
1122,190.57,-89.042245,-0.218483,1.56E-09,4.29E-13,0,0.00E+00
1123,190.74,-91.513243,-0.301216,1.29E-09,3.90E-12,0,0.00E+00
1124,190.91,-95.429169,-0.383942,1.69E-09,7.00E-12,0,0.00E+00
1125,191.08,-101.249872,-0.466658,1.03E-09,7.16E-12,0,0.00E+00
1126,191.25,-108.882211,-0.54381,7.82E-10,6.63E-12,0,0.00E+00
1127,191.42,-118.938598,-0.619229,5.14E-10,4.12E-12,0,0.00E+00
1128,191.59,-132.210742,-0.694632,1.50E-10,5.01E-12,0,0.00E+00
1129,191.76,-149.531092,-0.770015,3.14E-10,3.58E-12,0,0.00E+00
1130,191.93,-172.003529,-0.845372,-5.72E-11,2.11E-13,0,0.00E+00
1131,192.1,-201.139832,-0.920695,-9.10E-10,-1.26E-12,0,0.00E+00
1132,192.27,-231.79023,-0.982982,-5.26E-10,-2.60E-12,0,0.00E+00
1133,192.44,-268.971157,-1.043478,-2.07E-10,-2.36E-12,0,0.00E+00
1134,192.61,-315.705187,-1.103927,-3.74E-10,-1.18E-12,0,0.00E+00
1135,192.78,-375.290346,-1.16431,-4.84E-10,-6.32E-13,0,0.00E+00
1136,192.95,-452.777088,-1.224604,1.69E-10,-1.39E-13,0,0.00E+00
1137,193.12,-556.293164,-1.284766,-1.16E-10,4.94E-13,0,0.00E+00
1138,193.29,-610.223591,-1.323923,1.04E-09,6.97E-13,0,0.00E+00
1139,193.46,-658.930676,-1.363397,4.12E-10,8.12E-15,0,0.00E+00
1140,193.63,-743.491208,-1.402664,-5.73E-11,1.76E-13,0,0.00E+00
1141,193.8,-885.41929,-1.441593,3.48E-10,5.94E-14,0,0.00E+00
1142,193.97,-1081.143664,-1.480183,1.34E-11,7.39E-14,0,0.00E+00
1143,194.14,-1342.447502,-1.515696,3.62E-10,1.55E-13,0,0.00E+00
1144,194.31,-1605.208686,-1.529482,2.81E-10,4.55E-14,0,0.00E+00
1145,194.48,-1732.827741,-1.543407,1.78E-10,4.81E-14,0,0.00E+00
1146,194.65,-1906.737863,-1.55718,2.87E-10,4.76E-14,0,0.00E+00
1147,194.82,-2100.758978,-1.570821,2.31E-10,1.07E-13,0,0.00E+00
1148,194.99,-2325.255439,-1.584293,4.52E-10,8.15E-14,0,0.00E+00
1149,195.16,-2585.140187,-1.592515,2.68E-10,1.28E-13,0,0.00E+00
1150,195.33,-2574.66749,-1.58103,5.13E-10,2.16E-13,0,0.00E+00
1151,195.5,-2506.680386,-1.569311,4.64E-10,8.74E-14,0,0.00E+00
1152,195.67,-2355.154525,-1.557998,8.76E-11,-6.44E-16,0,0.00E+00
1153,195.84,-2171.618144,-1.546816,-1.31E-12,-6.62E-16,0,0.00E+00
1154,196.01,-2003.149752,-1.535544,5.36E-11,-6.80E-14,0,0.00E+00
1155,196.18,-1853.479568,-1.516086,-1.17E-10,-1.02E-13,0,0.00E+00
1156,196.35,-1494.289161,-1.479685,-5.58E-11,-1.67E-13,0,0.00E+00
1157,196.52,-1208.238638,-1.442918,-1.58E-10,-3.17E-13,0,0.00E+00
1158,196.69,-993.731889,-1.405899,-2.46E-10,-4.46E-13,0,0.00E+00
1159,196.86,-826.981943,-1.368698,-2.76E-10,-6.21E-13,0,0.00E+00
1160,197.03,-694.709059,-1.331363,-3.65E-10,-1.02E-12,0,0.00E+00
1161,197.2,-422.124142,-1.283913,-8.91E-10,-2.05E-12,0,0.00E+00
1162,197.37,-267.785756,-1.224413,-3.87E-11,-6.52E-13,0,0.00E+00
1163,197.54,-180.243281,-1.164577,5.00E-10,3.50E-13,0,0.00E+00
1164,197.71,-118.570651,-1.104611,6.51E-10,2.92E-12,0,0.00E+00
1165,197.88,-72.456692,-1.044566,9.00E-10,2.84E-12,0,0.00E+00
1166,198.05,-36.9774,-0.984469,5.24E-10,3.54E-12,0,0.00E+00
