B (T) - H (A/m),,,MATERIAL: 20PNF1500,,,,,,,,,
Pid = 1,,,,,,,,,,,,
Z = 0,,,,,,,,,,,,
X = 0,,,,,,,,,,,,
Y = 0,,,,,,,,,,,,
    ,t,Hx,Bx,Hy,By,Hz,Bz,,,,,
1974,197.3,-491.07446,-1.230731,-1.98E-10,7.26E-13,0,3.332685e-315,,,,-491.07446,-1.230731
1975,197.4,-446.071932,-1.195479,-2.02E-10,9.19E-13,0,3.332685e-315,,,,-446.071932,-1.195479
1976,197.5,-406.669205,-1.160202,-1.34E-10,3.39E-13,0,3.332685e-315,,,,-406.669205,-1.160202
1977,197.6,-372.005482,-1.124904,-3.88E-10,-8.55E-14,0,3.332685e-315,,,,-372.005482,-1.124904
1978,197.7,-341.379541,-1.089588,-3.46E-10,-8.74E-13,0,3.332685e-315,,,,-341.379541,-1.089588
1979,197.8,-314.215376,-1.054257,-5.93E-10,2.56E-13,0,3.332685e-315,,,,-314.215376,-1.054257
1980,197.9,-274.387333,-1.01891,-1.24E-10,9.04E-13,0,3.332685e-315,,,,-274.387333,-1.01891
1981,198,-227.796173,-0.983687,-5.35E-10,-1.61E-12,0,3.332685e-315,,,,-227.796173,-0.983687
1982,198.1,-186.457786,-0.945566,-4.81E-10,-8.62E-13,0,3.332685e-315,,,,-186.457786,-0.945566
1983,198.2,-146.734412,-0.900502,-2.13E-10,2.02E-13,0,3.332685e-315,,,,-146.734412,-0.900502
1984,198.3,-114.437745,-0.855401,-3.54E-10,1.49E-12,0,3.332685e-315,,,,-114.437745,-0.855401
1985,198.4,-87.785712,-0.810271,-1.48E-10,1.26E-12,0,3.332685e-315,,,,-87.785712,-0.810271
1986,198.5,-65.515415,-0.76512,-1.89E-10,-8.39E-14,0,3.332685e-315,,,,-65.515415,-0.76512
1987,198.6,-46.705845,-0.719951,-3.67E-10,2.54E-13,0,3.332685e-315,,,,-46.705845,-0.719951
1988,198.7,-30.667735,-0.674768,-2.18E-10,4.88E-13,0,3.332685e-315,,,,-30.667735,-0.674768
1989,198.8,-16.947721,-0.629573,-7.67E-10,-5.31E-12,0,3.332685e-315,,,,-16.947721,-0.629573
1990,198.9,-6.340623,-0.584363,-7.24E-10,-7.40E-12,0,3.332685e-315,,,,-6.340623,-0.584363
1991,199,1.722313,-0.539139,-7.66E-10,-5.51E-12,0,3.332685e-315,,,,1.722313,-0.539139
1992,199.1,8.174791,-0.492312,-3.75E-10,5.59E-14,0,3.332685e-315,,,,8.174791,-0.492312
1993,199.2,13.550854,-0.441627,-1.55E-10,1.28E-12,0,3.332685e-315,,,,13.550854,-0.441627
1994,199.3,17.657682,-0.390935,-4.35E-10,-4.66E-12,0,3.332685e-315,,,,17.657682,-0.390935
1995,199.4,20.784169,-0.340238,-5.06E-10,-8.52E-12,0,3.332685e-315,,,,20.784169,-0.340238
1996,199.5,23.14412,-0.289538,-5.75E-10,-8.71E-12,0,3.332685e-315,,,,23.14412,-0.289538
1997,199.6,24.903787,-0.238834,-7.05E-10,-1.32E-11,0,3.332685e-315,,,,24.903787,-0.238834
1998,199.7,26.197892,-0.188128,-7.09E-10,-1.35E-11,0,3.332685e-315,,,,26.197892,-0.188128
1999,199.8,27.139616,-0.13742,-6.05E-10,-9.64E-12,0,3.332685e-315,,,,27.139616,-0.13742
2000,199.9,27.82718,-8.67E-02,-1.98E-10,-8.51E-12,0,3.332685e-315,,,,27.82718,-8.67E-02
2001,200,28.348415,-3.60E-02,-2.66E-10,-1.24E-11,0,3.332685e-315,,,,28.348415,-3.60E-02
