B (T) - H (A/m),,,MATERIAL: 20PNF1500,,,,,,,,,
Pid = 1,,,,,,,,,,,,
Z = 0,,,,,,,,,,,,
X = 0,,,,,,,,,,,,
Y = 0,,,,,,,,,,,,
    ,t,Hx,Bx,Hy,By,Hz,Bz,,,,,
1,0,0,0,0,0,0,0,,,,0,0
2,1.00E-01,8.97E-03,7.46E-05,2.07E-18,2.19E-17,0,3.332685e-315,,,,8.97E-03,7.46E-05
3,0.2,3.96E-02,3.29E-04,-2.01E-14,-8.07E-16,0,3.332685e-315,,,,3.96E-02,3.29E-04
4,0.3,7.02E-02,5.84E-04,-1.24E-12,1.24E-14,0,3.332685e-315,,,,7.02E-02,5.84E-04
5,0.4,0.100677,8.39E-04,2.14E-12,3.78E-14,0,3.332685e-315,,,,0.100677,8.39E-04
6,0.5,0.131161,1.09E-03,1.62E-12,3.31E-14,0,3.332685e-315,,,,0.131161,1.09E-03
7,0.6,0.161603,1.35E-03,1.61E-12,3.02E-14,0,3.332685e-315,,,,0.161603,1.35E-03
8,0.7,0.192003,1.60E-03,1.83E-12,2.50E-14,0,3.332685e-315,,,,0.192003,1.60E-03
9,0.8,0.222362,1.86E-03,1.41E-12,2.57E-14,0,3.332685e-315,,,,0.222362,1.86E-03
10,0.9,0.252679,2.11E-03,2.01E-12,3.41E-14,0,3.332685e-315,,,,0.252679,2.11E-03
11,1,0.282955,2.37E-03,2.60E-12,4.72E-14,0,3.332685e-315,,,,0.282955,2.37E-03
12,1.1,0.32915,2.76E-03,2.93E-12,5.30E-14,0,3.332685e-315,,,,0.32915,2.76E-03
13,1.2,0.413653,3.47E-03,3.60E-12,5.51E-14,0,3.332685e-315,,,,0.413653,3.47E-03
14,1.3,0.497835,4.18E-03,4.15E-12,6.65E-14,0,3.332685e-315,,,,0.497835,4.18E-03
15,1.4,0.581698,4.90E-03,4.19E-12,5.39E-14,0,3.332685e-315,,,,0.581698,4.90E-03
16,1.5,0.665243,5.61E-03,4.71E-12,8.39E-14,0,3.332685e-315,,,,0.665243,5.61E-03
17,1.6,0.748473,6.33E-03,5.83E-12,9.23E-14,0,3.332685e-315,,,,0.748473,6.33E-03
18,1.7,0.83139,7.04E-03,6.76E-12,9.40E-14,0,3.332685e-315,,,,0.83139,7.04E-03
19,1.8,0.913996,7.76E-03,6.89E-12,1.07E-13,0,3.332685e-315,,,,0.913996,7.76E-03
20,1.9,0.996293,8.47E-03,1.15E-11,2.04E-13,0,3.332685e-315,,,,0.996293,8.47E-03
21,2,1.078283,9.18E-03,1.27E-11,2.10E-13,0,3.332685e-315,,,,1.078283,9.18E-03
22,2.1,1.170573,9.99E-03,1.16E-11,1.99E-13,0,3.332685e-315,,,,1.170573,9.99E-03
23,2.2,1.287953,1.10E-02,9.10E-12,1.70E-13,0,3.332685e-315,,,,1.287953,1.10E-02
24,2.3,1.404708,1.21E-02,1.50E-11,2.34E-13,0,3.332685e-315,,,,1.404708,1.21E-02
25,2.4,1.520843,1.31E-02,1.83E-11,2.59E-13,0,3.332685e-315,,,,1.520843,1.31E-02
26,2.5,1.636366,1.41E-02,1.89E-11,2.91E-13,0,3.332685e-315,,,,1.636366,1.41E-02
27,2.6,1.751282,1.51E-02,1.30E-11,1.89E-13,0,3.332685e-315,,,,1.751282,1.51E-02
28,2.7,1.865596,1.62E-02,1.39E-11,2.43E-13,0,3.332685e-315,,,,1.865596,1.62E-02
29,2.8,1.979315,1.72E-02,2.03E-11,3.22E-13,0,3.332685e-315,,,,1.979315,1.72E-02
30,2.9,2.092444,1.82E-02,2.64E-11,3.74E-13,0,3.332685e-315,,,,2.092444,1.82E-02
31,3,2.204988,1.93E-02,1.49E-11,2.10E-13,0,3.332685e-315,,,,2.204988,1.93E-02
32,3.1,2.320238,2.03E-02,1.44E-11,1.54E-13,0,3.332685e-315,,,,2.320238,2.03E-02
33,3.2,2.442768,2.15E-02,1.04E-11,1.57E-13,0,3.332685e-315,,,,2.442768,2.15E-02
34,3.3,2.564611,2.26E-02,9.91E-12,8.00E-14,0,3.332685e-315,,,,2.564611,2.26E-02
35,3.4,2.685774,2.37E-02,2.54E-12,-2.57E-14,0,3.332685e-315,,,,2.685774,2.37E-02
36,3.5,2.806264,2.49E-02,-2.82E-12,-1.09E-13,0,3.332685e-315,,,,2.806264,2.49E-02
37,3.6,2.926088,2.60E-02,-1.33E-11,-2.14E-13,0,3.332685e-315,,,,2.926088,2.60E-02
38,3.7,3.045254,2.71E-02,-1.18E-12,5.43E-14,0,3.332685e-315,,,,3.045254,2.71E-02
39,3.8,3.163767,2.83E-02,1.04E-11,2.50E-13,0,3.332685e-315,,,,3.163767,2.83E-02
40,3.9,3.281635,2.94E-02,1.60E-11,2.42E-13,0,3.332685e-315,,,,3.281635,2.94E-02
41,4,3.398864,3.06E-02,1.83E-11,3.12E-13,0,3.332685e-315,,,,3.398864,3.06E-02
42,4.1,3.481378,3.16E-02,1.59E-11,4.85E-13,0,3.332685e-315,,,,3.481378,3.16E-02
43,4.2,3.523221,3.26E-02,3.15E-11,7.03E-13,0,3.332685e-315,,,,3.523221,3.26E-02
44,4.3,3.565004,3.36E-02,3.86E-11,7.06E-13,0,3.332685e-315,,,,3.565004,3.36E-02
45,4.4,3.606705,3.46E-02,3.39E-11,7.88E-13,0,3.332685e-315,,,,3.606705,3.46E-02
46,4.5,3.648325,3.56E-02,4.38E-11,8.06E-13,0,3.332685e-315,,,,3.648325,3.56E-02
47,4.6,3.689864,3.66E-02,3.85E-11,8.98E-13,0,3.332685e-315,,,,3.689864,3.66E-02
48,4.7,3.731323,3.76E-02,4.94E-11,8.61E-13,0,3.332685e-315,,,,3.731323,3.76E-02
49,4.8,3.772703,3.85E-02,3.87E-11,8.22E-13,0,3.332685e-315,,,,3.772703,3.85E-02
50,4.9,3.814004,3.95E-02,4.26E-11,8.11E-13,0,3.332685e-315,,,,3.814004,3.95E-02
51,5,3.855226,4.05E-02,3.89E-11,8.59E-13,0,3.332685e-315,,,,3.855226,4.05E-02
52,5.1,3.896371,4.14E-02,4.53E-11,7.75E-13,0,3.332685e-315,,,,3.896371,4.14E-02
53,5.2,3.920647,4.20E-02,3.31E-11,7.05E-13,0,3.332685e-315,,,,3.920647,4.20E-02
54,5.3,3.944888,4.25E-02,3.55E-11,4.14E-13,0,3.332685e-315,,,,3.944888,4.25E-02
55,5.4,3.969103,4.31E-02,1.02E-11,4.16E-13,0,3.332685e-315,,,,3.969103,4.31E-02
56,5.5,3.99329,4.37E-02,2.74E-11,6.70E-13,0,3.332685e-315,,,,3.99329,4.37E-02
57,5.6,4.017452,4.43E-02,3.66E-11,7.79E-13,0,3.332685e-315,,,,4.017452,4.43E-02
58,5.7,4.041586,4.49E-02,3.94E-11,7.43E-13,0,3.332685e-315,,,,4.041586,4.49E-02
59,5.8,4.065695,4.55E-02,3.43E-11,7.40E-13,0,3.332685e-315,,,,4.065695,4.55E-02
60,5.9,4.089778,4.60E-02,3.72E-11,8.77E-13,0,3.332685e-315,,,,4.089778,4.60E-02
61,6,4.113834,4.66E-02,4.60E-11,9.59E-13,0,3.332685e-315,,,,4.113834,4.66E-02
62,6.1,4.137865,4.70E-02,4.66E-11,1.07E-12,0,3.332685e-315,,,,4.137865,4.70E-02
63,6.2,4.136088,4.70E-02,5.52E-11,1.10E-12,0,3.332685e-315,,,,4.136088,4.70E-02
64,6.3,4.134294,4.70E-02,5.17E-11,1.09E-12,0,3.332685e-315,,,,4.134294,4.70E-02
65,6.4,4.132501,4.69E-02,5.37E-11,1.19E-12,0,3.332685e-315,,,,4.132501,4.69E-02
66,6.5,4.130708,4.69E-02,6.06E-11,1.21E-12,0,3.332685e-315,,,,4.130708,4.69E-02
67,6.6,4.128915,4.68E-02,5.77E-11,1.18E-12,0,3.332685e-315,,,,4.128915,4.68E-02
68,6.7,4.127122,4.68E-02,5.73E-11,1.14E-12,0,3.332685e-315,,,,4.127122,4.68E-02
69,6.8,4.125329,4.68E-02,5.37E-11,1.11E-12,0,3.332685e-315,,,,4.125329,4.68E-02
70,6.9,4.123536,4.67E-02,5.41E-11,1.06E-12,0,3.332685e-315,,,,4.123536,4.67E-02
71,7,4.121743,4.67E-02,4.89E-11,9.80E-13,0,3.332685e-315,,,,4.121743,4.67E-02
72,7.1,4.11995,4.64E-02,4.61E-11,9.84E-13,0,3.332685e-315,,,,4.11995,4.64E-02
73,7.2,4.08012,4.57E-02,4.84E-11,8.06E-13,0,3.332685e-315,,,,4.08012,4.57E-02
74,7.3,4.040278,4.49E-02,3.15E-11,8.73E-13,0,3.332685e-315,,,,4.040278,4.49E-02
75,7.4,4.000447,4.41E-02,4.92E-11,8.92E-13,0,3.332685e-315,,,,4.000447,4.41E-02
76,7.5,3.960627,4.33E-02,3.83E-11,7.45E-13,0,3.332685e-315,,,,3.960627,4.33E-02
77,7.6,3.920817,4.25E-02,3.35E-11,7.31E-13,0,3.332685e-315,,,,3.920817,4.25E-02
78,7.7,3.881019,4.17E-02,3.57E-11,7.94E-13,0,3.332685e-315,,,,3.881019,4.17E-02
79,7.8,3.841231,4.09E-02,3.95E-11,7.07E-13,0,3.332685e-315,,,,3.841231,4.09E-02
80,7.9,3.801453,4.01E-02,2.94E-11,6.15E-13,0,3.332685e-315,,,,3.801453,4.01E-02
81,8,3.761685,3.93E-02,2.87E-11,5.77E-13,0,3.332685e-315,,,,3.761685,3.93E-02
82,8.1,3.665745,3.83E-02,3.07E-11,6.18E-13,0,3.332685e-315,,,,3.665745,3.83E-02
83,8.2,3.474055,3.67E-02,3.75E-11,9.60E-13,0,3.332685e-315,,,,3.474055,3.67E-02
84,8.3,3.282469,3.51E-02,5.73E-11,1.26E-12,0,3.332685e-315,,,,3.282469,3.51E-02
85,8.4,3.090981,3.35E-02,5.81E-11,1.42E-12,0,3.332685e-315,,,,3.090981,3.35E-02
86,8.5,2.899586,3.20E-02,7.92E-11,1.58E-12,0,3.332685e-315,,,,2.899586,3.20E-02
87,8.6,2.70828,3.04E-02,7.83E-11,1.76E-12,0,3.332685e-315,,,,2.70828,3.04E-02
88,8.7,2.517058,2.88E-02,7.45E-11,1.67E-12,0,3.332685e-315,,,,2.517058,2.88E-02
89,8.8,2.325916,2.72E-02,6.80E-11,1.65E-12,0,3.332685e-315,,,,2.325916,2.72E-02
90,8.9,2.134848,2.56E-02,7.54E-11,1.78E-12,0,3.332685e-315,,,,2.134848,2.56E-02
91,9,1.94385,2.40E-02,7.44E-11,1.80E-12,0,3.332685e-315,,,,1.94385,2.40E-02
92,9.1,1.727888,2.23E-02,5.88E-11,1.52E-12,0,3.332685e-315,,,,1.727888,2.23E-02
93,9.2,1.451598,2.00E-02,5.90E-11,1.42E-12,0,3.332685e-315,,,,1.451598,2.00E-02
94,9.3,1.175421,1.77E-02,3.82E-11,1.25E-12,0,3.332685e-315,,,,1.175421,1.77E-02
95,9.4,0.899341,1.54E-02,3.65E-11,1.12E-12,0,3.332685e-315,,,,0.899341,1.54E-02
96,9.5,0.623344,1.31E-02,2.97E-11,1.06E-12,0,3.332685e-315,,,,0.623344,1.31E-02
97,9.6,0.347417,1.08E-02,3.63E-11,1.20E-12,0,3.332685e-315,,,,0.347417,1.08E-02
98,9.7,7.15E-02,8.50E-03,3.76E-11,1.21E-12,0,3.332685e-315,,,,7.15E-02,8.50E-03
99,9.8,-0.203781,6.21E-03,3.59E-11,1.21E-12,0,3.332685e-315,,,,-0.203781,6.21E-03
100,9.9,-0.476042,3.92E-03,3.71E-11,1.26E-12,0,3.332685e-315,,,,-0.476042,3.92E-03
101,10,-0.744959,1.63E-03,3.83E-11,1.29E-12,0,3.332685e-315,,,,-0.744959,1.63E-03
102,10.1,-1.027781,-8.16E-04,4.21E-11,1.31E-12,0,3.332685e-315,,,,-1.027781,-8.16E-04
103,10.2,-1.347861,-3.62E-03,3.93E-11,1.29E-12,0,3.332685e-315,,,,-1.347861,-3.62E-03
104,10.3,-1.663284,-6.42E-03,3.80E-11,1.26E-12,0,3.332685e-315,,,,-1.663284,-6.42E-03
105,10.4,-1.974171,-9.22E-03,3.71E-11,1.22E-12,0,3.332685e-315,,,,-1.974171,-9.22E-03
106,10.5,-2.280636,-1.20E-02,3.72E-11,1.35E-12,0,3.332685e-315,,,,-2.280636,-1.20E-02
107,10.6,-2.582793,-1.48E-02,4.77E-11,1.41E-12,0,3.332685e-315,,,,-2.582793,-1.48E-02
108,10.7,-2.88075,-1.76E-02,4.47E-11,1.47E-12,0,3.332685e-315,,,,-2.88075,-1.76E-02
109,10.8,-3.174614,-2.04E-02,4.09E-11,1.36E-12,0,3.332685e-315,,,,-3.174614,-2.04E-02
110,10.9,-3.464487,-2.32E-02,3.71E-11,1.19E-12,0,3.332685e-315,,,,-3.464487,-2.32E-02
111,11,-3.75047,-2.60E-02,2.69E-11,9.00E-13,0,3.332685e-315,,,,-3.75047,-2.60E-02
112,11.1,-4.038819,-2.89E-02,2.58E-11,1.07E-12,0,3.332685e-315,,,,-4.038819,-2.89E-02
113,11.2,-4.337975,-3.19E-02,3.87E-11,1.20E-12,0,3.332685e-315,,,,-4.337975,-3.19E-02
114,11.3,-4.632973,-3.49E-02,2.06E-11,9.43E-13,0,3.332685e-315,,,,-4.632973,-3.49E-02
115,11.4,-4.923926,-3.79E-02,3.92E-11,1.29E-12,0,3.332685e-315,,,,-4.923926,-3.79E-02
116,11.5,-5.210941,-4.09E-02,2.75E-11,1.02E-12,0,3.332685e-315,,,,-5.210941,-4.09E-02
117,11.6,-5.494124,-4.40E-02,1.12E-11,8.97E-13,0,3.332685e-315,,,,-5.494124,-4.40E-02
118,11.7,-5.773578,-4.70E-02,4.71E-12,5.95E-13,0,3.332685e-315,,,,-5.773578,-4.70E-02
119,11.8,-6.049401,-5.00E-02,-9.21E-12,6.96E-13,0,3.332685e-315,,,,-6.049401,-5.00E-02
120,11.9,-6.321692,-5.30E-02,-1.42E-11,7.04E-13,0,3.332685e-315,,,,-6.321692,-5.30E-02
121,12,-6.590544,-5.60E-02,-8.86E-12,7.11E-13,0,3.332685e-315,,,,-6.590544,-5.60E-02
122,12.1,-6.852023,-5.90E-02,-2.53E-12,6.58E-13,0,3.332685e-315,,,,-6.852023,-5.90E-02
123,12.2,-7.100731,-6.18E-02,-1.67E-11,3.11E-13,0,3.332685e-315,,,,-7.100731,-6.18E-02
124,12.3,-7.346588,-6.47E-02,-1.00E-11,6.25E-13,0,3.332685e-315,,,,-7.346588,-6.47E-02
125,12.4,-7.589666,-6.75E-02,-6.57E-12,-1.54E-14,0,3.332685e-315,,,,-7.589666,-6.75E-02
126,12.5,-7.830036,-7.04E-02,-7.64E-11,-7.06E-13,0,3.332685e-315,,,,-7.830036,-7.04E-02
127,12.6,-8.067769,-7.32E-02,-3.20E-11,-2.11E-13,0,3.332685e-315,,,,-8.067769,-7.32E-02
128,12.7,-8.302932,-7.61E-02,-7.57E-11,-5.81E-13,0,3.332685e-315,,,,-8.302932,-7.61E-02
129,12.8,-8.535593,-7.90E-02,-2.29E-11,1.44E-13,0,3.332685e-315,,,,-8.535593,-7.90E-02
130,12.9,-8.765817,-8.18E-02,1.38E-11,7.70E-13,0,3.332685e-315,,,,-8.765817,-8.18E-02
131,13,-8.860487,-8.47E-02,5.66E-11,9.72E-13,0,3.332685e-315,,,,-8.860487,-8.47E-02
132,13.1,-8.954854,-8.74E-02,4.59E-11,1.39E-12,0,3.332685e-315,,,,-8.954854,-8.74E-02
133,13.2,-9.030853,-8.97E-02,8.65E-11,9.86E-13,0,3.332685e-315,,,,-9.030853,-8.97E-02
134,13.3,-9.106649,-9.20E-02,3.17E-11,9.82E-13,0,3.332685e-315,,,,-9.106649,-9.20E-02
135,13.4,-9.182256,-9.43E-02,6.66E-11,1.63E-12,0,3.332685e-315,,,,-9.182256,-9.43E-02
136,13.5,-9.257678,-9.66E-02,9.45E-11,1.40E-12,0,3.332685e-315,,,,-9.257678,-9.66E-02
137,13.6,-9.332923,-9.89E-02,5.84E-11,1.43E-12,0,3.332685e-315,,,,-9.332923,-9.89E-02
138,13.7,-9.407994,-0.101203,8.30E-11,2.34E-12,0,3.332685e-315,,,,-9.407994,-0.101203
139,13.8,-9.482899,-0.103509,1.36E-10,2.82E-12,0,3.332685e-315,,,,-9.482899,-0.103509
140,13.9,-9.557643,-0.105816,1.42E-10,3.47E-12,0,3.332685e-315,,,,-9.557643,-0.105816
141,14,-9.632231,-0.108123,1.88E-10,3.66E-12,0,3.332685e-315,,,,-9.632231,-0.108123
142,14.1,-9.706669,-0.110161,1.73E-10,3.45E-12,0,3.332685e-315,,,,-9.706669,-0.110161
143,14.2,-9.75145,-0.11155,1.66E-10,3.46E-12,0,3.332685e-315,,,,-9.75145,-0.11155
144,14.3,-9.796169,-0.11294,1.69E-10,3.92E-12,0,3.332685e-315,,,,-9.796169,-0.11294
145,14.4,-9.840838,-0.114329,2.02E-10,3.54E-12,0,3.332685e-315,,,,-9.840838,-0.114329
146,14.5,-9.885458,-0.115719,1.51E-10,3.20E-12,0,3.332685e-315,,,,-9.885458,-0.115719
147,14.6,-9.930031,-0.117108,1.59E-10,3.65E-12,0,3.332685e-315,,,,-9.930031,-0.117108
148,14.7,-9.974557,-0.118498,1.87E-10,3.88E-12,0,3.332685e-315,,,,-9.974557,-0.118498
149,14.8,-10.019038,-0.119887,1.86E-10,4.63E-12,0,3.332685e-315,,,,-10.019038,-0.119887
150,14.9,-10.063476,-0.121277,2.43E-10,5.06E-12,0,3.332685e-315,,,,-10.063476,-0.121277
151,15,-10.10787,-0.122666,2.39E-10,5.85E-12,0,3.332685e-315,,,,-10.10787,-0.122666
152,15.1,-10.152223,-0.123702,3.03E-10,5.89E-12,0,3.332685e-315,,,,-10.152223,-0.123702
153,15.2,-10.157944,-0.12388,2.69E-10,5.97E-12,0,3.332685e-315,,,,-10.157944,-0.12388
154,15.3,-10.163649,-0.124059,2.97E-10,5.99E-12,0,3.332685e-315,,,,-10.163649,-0.124059
155,15.4,-10.169354,-0.124238,2.81E-10,5.74E-12,0,3.332685e-315,,,,-10.169354,-0.124238
156,15.5,-10.175058,-0.124417,2.72E-10,5.40E-12,0,3.332685e-315,,,,-10.175058,-0.124417
157,15.6,-10.180761,-0.124596,2.50E-10,5.27E-12,0,3.332685e-315,,,,-10.180761,-0.124596
158,15.7,-10.186463,-0.124775,2.53E-10,5.15E-12,0,3.332685e-315,,,,-10.186463,-0.124775
159,15.8,-10.192165,-0.124953,2.42E-10,4.74E-12,0,3.332685e-315,,,,-10.192165,-0.124953
160,15.9,-10.197866,-0.125132,2.18E-10,4.43E-12,0,3.332685e-315,,,,-10.197866,-0.125132
161,16,-10.203567,-0.125311,2.07E-10,4.40E-12,0,3.332685e-315,,,,-10.203567,-0.125311
162,16.1,-10.209267,-0.125084,2.14E-10,4.76E-12,0,3.332685e-315,,,,-10.209267,-0.125084
163,16.2,-10.145244,-0.123878,2.36E-10,4.76E-12,0,3.332685e-315,,,,-10.145244,-0.123878
164,16.3,-10.081248,-0.122671,2.21E-10,4.71E-12,0,3.332685e-315,,,,-10.081248,-0.122671
165,16.4,-10.017322,-0.121464,2.27E-10,4.42E-12,0,3.332685e-315,,,,-10.017322,-0.121464
166,16.5,-9.953466,-0.120258,1.98E-10,4.35E-12,0,3.332685e-315,,,,-9.953466,-0.120258
167,16.6,-9.889678,-0.119051,2.12E-10,4.41E-12,0,3.332685e-315,,,,-9.889678,-0.119051
168,16.7,-9.825959,-0.117844,2.07E-10,4.39E-12,0,3.332685e-315,,,,-9.825959,-0.117844
169,16.8,-9.762307,-0.116638,2.09E-10,4.39E-12,0,3.332685e-315,,,,-9.762307,-0.116638
170,16.9,-9.698722,-0.115431,2.07E-10,4.48E-12,0,3.332685e-315,,,,-9.698722,-0.115431
171,17,-9.635203,-0.114224,2.16E-10,4.61E-12,0,3.332685e-315,,,,-9.635203,-0.114224
172,17.1,-9.57175,-0.112605,2.21E-10,4.71E-12,0,3.332685e-315,,,,-9.57175,-0.112605
173,17.2,-9.434451,-0.109989,2.26E-10,5.06E-12,0,3.332685e-315,,,,-9.434451,-0.109989
174,17.3,-9.297404,-0.107373,2.52E-10,5.15E-12,0,3.332685e-315,,,,-9.297404,-0.107373
175,17.4,-9.160648,-0.104757,2.42E-10,4.74E-12,0,3.332685e-315,,,,-9.160648,-0.104757
176,17.5,-9.024177,-0.10214,2.13E-10,4.69E-12,0,3.332685e-315,,,,-9.024177,-0.10214
177,17.6,-8.887985,-9.95E-02,2.28E-10,5.41E-12,0,3.332685e-315,,,,-8.887985,-9.95E-02
178,17.7,-8.752064,-9.69E-02,2.79E-10,5.14E-12,0,3.332685e-315,,,,-8.752064,-9.69E-02
179,17.8,-8.616408,-9.43E-02,2.20E-10,4.94E-12,0,3.332685e-315,,,,-8.616408,-9.43E-02
180,17.9,-8.481011,-9.17E-02,2.44E-10,4.99E-12,0,3.332685e-315,,,,-8.481011,-9.17E-02
181,18,-8.345865,-8.91E-02,2.31E-10,5.43E-12,0,3.332685e-315,,,,-8.345865,-8.91E-02
182,18.1,-8.06963,-8.61E-02,2.66E-10,5.45E-12,0,3.332685e-315,,,,-8.06963,-8.61E-02
183,18.2,-7.58822,-8.22E-02,2.35E-10,5.10E-12,0,3.332685e-315,,,,-7.58822,-8.22E-02
184,18.3,-7.108198,-7.83E-02,2.39E-10,4.84E-12,0,3.332685e-315,,,,-7.108198,-7.83E-02
185,18.4,-6.629492,-7.44E-02,1.88E-10,4.06E-12,0,3.332685e-315,,,,-6.629492,-7.44E-02
186,18.5,-6.152033,-7.05E-02,1.90E-10,4.03E-12,0,3.332685e-315,,,,-6.152033,-7.05E-02
187,18.6,-5.67575,-6.67E-02,2.30E-10,4.75E-12,0,3.332685e-315,,,,-5.67575,-6.67E-02
188,18.7,-5.200571,-6.28E-02,2.75E-10,5.15E-12,0,3.332685e-315,,,,-5.200571,-6.28E-02
189,18.8,-4.726427,-5.89E-02,2.71E-10,5.45E-12,0,3.332685e-315,,,,-4.726427,-5.89E-02
190,18.9,-4.253248,-5.50E-02,2.89E-10,5.73E-12,0,3.332685e-315,,,,-4.253248,-5.50E-02
191,19,-3.780963,-5.11E-02,2.92E-10,5.67E-12,0,3.332685e-315,,,,-3.780963,-5.11E-02
192,19.1,-3.275442,-4.70E-02,2.80E-10,5.59E-12,0,3.332685e-315,,,,-3.275442,-4.70E-02
193,19.2,-2.688702,-4.21E-02,2.71E-10,5.39E-12,0,3.332685e-315,,,,-2.688702,-4.21E-02
194,19.3,-2.102994,-3.73E-02,2.58E-10,5.34E-12,0,3.332685e-315,,,,-2.102994,-3.73E-02
195,19.4,-1.518183,-3.25E-02,2.88E-10,5.88E-12,0,3.332685e-315,,,,-1.518183,-3.25E-02
196,19.5,-0.934135,-2.76E-02,2.94E-10,5.98E-12,0,3.332685e-315,,,,-0.934135,-2.76E-02
197,19.6,-0.350717,-2.28E-02,2.90E-10,5.94E-12,0,3.332685e-315,,,,-0.350717,-2.28E-02
198,19.7,0.231993,-1.80E-02,2.87E-10,5.92E-12,0,3.332685e-315,,,,0.231993,-1.80E-02
199,19.8,0.804526,-1.31E-02,2.83E-10,5.98E-12,0,3.332685e-315,,,,0.804526,-1.31E-02
200,19.9,1.362213,-8.27E-03,2.76E-10,6.00E-12,0,3.332685e-315,,,,1.362213,-8.27E-03
201,20,1.905707,-3.43E-03,2.73E-10,6.11E-12,0,3.332685e-315,,,,1.905707,-3.43E-03
202,20.1,2.451754,1.56E-03,2.68E-10,6.13E-12,0,3.332685e-315,,,,2.451754,1.56E-03
203,20.2,3.021937,6.90E-03,2.62E-10,6.14E-12,0,3.332685e-315,,,,3.021937,6.90E-03
204,20.3,3.577026,1.23E-02,2.55E-10,6.16E-12,0,3.332685e-315,,,,3.577026,1.23E-02
205,20.4,4.117733,1.76E-02,2.50E-10,6.20E-12,0,3.332685e-315,,,,4.117733,1.76E-02
206,20.5,4.64473,2.30E-02,2.42E-10,6.18E-12,0,3.332685e-315,,,,4.64473,2.30E-02
207,20.6,5.158658,2.83E-02,2.36E-10,6.10E-12,0,3.332685e-315,,,,5.158658,2.83E-02
208,20.7,5.660126,3.36E-02,2.20E-10,6.22E-12,0,3.332685e-315,,,,5.660126,3.36E-02
209,20.8,6.149711,3.90E-02,2.22E-10,6.17E-12,0,3.332685e-315,,,,6.149711,3.90E-02
210,20.9,6.627968,4.43E-02,2.06E-10,5.85E-12,0,3.332685e-315,,,,6.627968,4.43E-02
211,21,7.095422,4.97E-02,1.75E-10,5.68E-12,0,3.332685e-315,,,,7.095422,4.97E-02
212,21.1,7.55161,5.50E-02,1.55E-10,5.39E-12,0,3.332685e-315,,,,7.55161,5.50E-02
213,21.2,7.995735,6.03E-02,1.40E-10,5.11E-12,0,3.332685e-315,,,,7.995735,6.03E-02
214,21.3,8.430638,6.57E-02,1.32E-10,5.20E-12,0,3.332685e-315,,,,8.430638,6.57E-02
215,21.4,8.856753,7.10E-02,1.24E-10,4.59E-12,0,3.332685e-315,,,,8.856753,7.10E-02
216,21.5,9.274498,7.63E-02,8.33E-11,4.48E-12,0,3.332685e-315,,,,9.274498,7.63E-02
217,21.6,9.684272,8.16E-02,9.14E-11,4.68E-12,0,3.332685e-315,,,,9.684272,8.16E-02
218,21.7,10.086461,8.69E-02,1.23E-10,5.19E-12,0,3.332685e-315,,,,10.086461,8.69E-02
219,21.8,10.481438,9.22E-02,1.12E-10,4.99E-12,0,3.332685e-315,,,,10.481438,9.22E-02
220,21.9,10.86956,9.75E-02,1.30E-10,4.91E-12,0,3.332685e-315,,,,10.86956,9.75E-02
221,22,11.251175,0.102827,6.06E-11,4.31E-12,0,3.332685e-315,,,,11.251175,0.102827
222,22.1,11.613646,0.107953,1.01E-10,4.84E-12,0,3.332685e-315,,,,11.613646,0.107953
223,22.2,11.939772,0.112632,1.39E-10,5.73E-12,0,3.332685e-315,,,,11.939772,0.112632
224,22.3,12.261563,0.117311,1.53E-10,5.92E-12,0,3.332685e-315,,,,12.261563,0.117311
225,22.4,12.579229,0.121991,1.64E-10,6.06E-12,0,3.332685e-315,,,,12.579229,0.121991
226,22.5,12.892971,0.12667,1.13E-10,5.96E-12,0,3.332685e-315,,,,12.892971,0.12667
227,22.6,13.20299,0.131349,2.11E-10,8.08E-12,0,3.332685e-315,,,,13.20299,0.131349
228,22.7,13.509477,0.136029,2.15E-10,7.59E-12,0,3.332685e-315,,,,13.509477,0.136029
229,22.8,13.635451,0.140708,1.62E-10,8.23E-12,0,3.332685e-315,,,,13.635451,0.140708
230,22.9,13.761361,0.145388,2.43E-10,9.06E-12,0,3.332685e-315,,,,13.761361,0.145388
231,23,13.88725,0.150069,2.59E-10,9.42E-12,0,3.332685e-315,,,,13.88725,0.150069
232,23.1,14.013157,0.154397,2.72E-10,9.36E-12,0,3.332685e-315,,,,14.013157,0.154397
233,23.2,14.106767,0.157875,2.50E-10,1.02E-11,0,3.332685e-315,,,,14.106767,0.157875
234,23.3,14.200417,0.161353,3.23E-10,1.08E-11,0,3.332685e-315,,,,14.200417,0.161353
235,23.4,14.294134,0.164831,3.23E-10,1.04E-11,0,3.332685e-315,,,,14.294134,0.164831
236,23.5,14.387936,0.168309,2.92E-10,1.02E-11,0,3.332685e-315,,,,14.387936,0.168309
237,23.6,14.481838,0.171787,2.91E-10,9.84E-12,0,3.332685e-315,,,,14.481838,0.171787
238,23.7,14.575859,0.175265,2.54E-10,1.06E-11,0,3.332685e-315,,,,14.575859,0.175265
239,23.8,14.670015,0.178743,3.37E-10,1.11E-11,0,3.332685e-315,,,,14.670015,0.178743
240,23.9,14.764322,0.18222,3.22E-10,1.13E-11,0,3.332685e-315,,,,14.764322,0.18222
241,24,14.858799,0.185698,3.32E-10,1.28E-11,0,3.332685e-315,,,,14.858799,0.185698
