B (T) - H (A/m),,,MATERIAL: M6: Unisil/alphasil 35 M6,,,,,,,,,,
Pid = 1,,,,,,,,,,,,,
Z = 0,,,,,,,,,,,,,
X = 0,,,,,,,,,,,,,
Y = 0,,,,,,,,,,,,,
    ,t,Hx,Bx,Hy,By,Hz,Bz,,,,,,
1003,100.2,17.395914,3.32E-02,-1.06E-09,-8.29E-11,0,3.172737e-315,,,,,17.395914,3.32E-02
1004,100.3,18.10998,5.89E-02,-9.86E-10,-8.42E-11,0,3.172737e-315,,,,,18.10998,5.89E-02
1005,100.4,18.795037,8.47E-02,-9.13E-10,-8.40E-11,0,3.172737e-315,,,,,18.795037,8.47E-02
1006,100.5,19.458039,0.110395,-8.15E-10,-8.37E-11,0,3.172737e-315,,,,,19.458039,0.110395
1007,100.6,20.105558,0.13613,-6.94E-10,-8.13E-11,0,3.172737e-315,,,,,20.105558,0.13613
1008,100.7,20.743853,0.161865,-5.33E-10,-7.96E-11,0,3.172737e-315,,,,,20.743853,0.161865
1009,100.8,21.378926,0.187601,-2.74E-10,-7.31E-11,0,3.172737e-315,,,,,21.378926,0.187601
1010,100.9,22.016577,0.213336,-1.37E-10,-7.05E-11,0,3.172737e-315,,,,,22.016577,0.213336
1011,101,22.662445,0.239071,-1.82E-10,-7.49E-11,0,3.172737e-315,,,,,22.662445,0.239071
1012,101.1,23.306586,0.26421,-1.82E-10,-7.49E-11,0,3.172737e-315,,,,,23.306586,0.26421
1013,101.2,23.930425,0.287911,-1.03E-10,-7.11E-11,0,3.172737e-315,,,,,23.930425,0.287911
1014,101.3,24.574635,0.311611,3.10E-12,-7.56E-11,0,3.172737e-315,,,,,24.574635,0.311611
1015,101.4,25.243416,0.335312,6.05E-11,-7.30E-11,0,3.172737e-315,,,,,25.243416,0.335312
1016,101.5,25.940973,0.359012,3.54E-10,-6.56E-11,0,3.172737e-315,,,,,25.940973,0.359012
1017,101.6,26.671535,0.382712,5.76E-10,-6.33E-11,0,3.172737e-315,,,,,26.671535,0.382712
1018,101.7,27.43938,0.406412,4.30E-10,-6.82E-11,0,3.172737e-315,,,,,27.43938,0.406412
1019,101.8,28.248846,0.430112,1.35E-10,-7.51E-11,0,3.172737e-315,,,,,28.248846,0.430112
1020,101.9,29.104355,0.453811,2.69E-10,-7.56E-11,0,3.172737e-315,,,,,29.104355,0.453811
1021,102,30.010431,0.47751,2.91E-10,-7.26E-11,0,3.172737e-315,,,,,30.010431,0.47751
1022,102.1,30.91764,0.499913,4.54E-10,-6.78E-11,0,3.172737e-315,,,,,30.91764,0.499913
1023,102.2,31.740635,0.519185,2.61E-10,-7.71E-11,0,3.172737e-315,,,,,31.740635,0.519185
1024,102.3,32.605777,0.538457,3.58E-10,-7.37E-11,0,3.172737e-315,,,,,32.605777,0.538457
1025,102.4,33.515789,0.557729,5.90E-10,-6.73E-11,0,3.172737e-315,,,,,33.515789,0.557729
1026,102.5,33.906591,0.576999,9.52E-10,-7.09E-11,0,3.172737e-315,,,,,33.906591,0.576999
1027,102.6,34.324773,0.596273,5.13E-10,-8.20E-11,0,3.172737e-315,,,,,34.324773,0.596273
1028,102.7,34.771987,0.615547,1.12E-10,-9.06E-11,0,3.172737e-315,,,,,34.771987,0.615547
1029,102.8,35.249861,0.634821,-2.47E-10,-8.71E-11,0,3.172737e-315,,,,,35.249861,0.634821
1030,102.9,35.760108,0.654094,3.30E-11,-7.60E-11,0,3.172737e-315,,,,,35.760108,0.654094
1031,103,36.304541,0.673368,3.72E-10,-6.59E-11,0,3.172737e-315,,,,,36.304541,0.673368
1032,103.1,36.885076,0.69076,6.78E-10,-5.41E-11,0,3.172737e-315,,,,,36.885076,0.69076
1033,103.2,37.293224,0.703607,1.10E-09,-4.94E-11,0,3.172737e-315,,,,,37.293224,0.703607
1034,103.3,37.718871,0.716454,1.05E-09,-4.62E-11,0,3.172737e-315,,,,,37.718871,0.716454
1035,103.4,38.162751,0.729301,1.22E-09,-4.69E-11,0,3.172737e-315,,,,,38.162751,0.729301
1036,103.5,38.625549,0.742148,9.84E-10,-4.92E-11,0,3.172737e-315,,,,,38.625549,0.742148
1037,103.6,39.10798,0.754995,9.09E-10,-4.49E-11,0,3.172737e-315,,,,,39.10798,0.754995
1038,103.7,39.610791,0.767842,1.16E-09,-3.74E-11,0,3.172737e-315,,,,,39.610791,0.767842
1039,103.8,40.13476,0.780688,1.41E-09,-3.28E-11,0,3.172737e-315,,,,,40.13476,0.780688
1040,103.9,40.680702,0.793535,1.48E-09,-3.20E-11,0,3.172737e-315,,,,,40.680702,0.793535
1041,104,41.24947,0.806381,1.44E-09,-3.07E-11,0,3.172737e-315,,,,,41.24947,0.806381
1042,104.1,41.841954,0.816937,1.47E-09,-2.83E-11,0,3.172737e-315,,,,,41.841954,0.816937
1043,104.2,42.080413,0.821958,1.55E-09,-2.48E-11,0,3.172737e-315,,,,,42.080413,0.821958
1044,104.3,42.322488,0.826979,1.72E-09,-2.66E-11,0,3.172737e-315,,,,,42.322488,0.826979
1045,104.4,42.568444,0.832,1.46E-09,-2.66E-11,0,3.172737e-315,,,,,42.568444,0.832
1046,104.5,42.818343,0.837022,1.59E-09,-3.01E-11,0,3.172737e-315,,,,,42.818343,0.837022
1047,104.6,43.072245,0.842043,1.22E-09,-3.00E-11,0,3.172737e-315,,,,,43.072245,0.842043
1048,104.7,43.330213,0.847064,1.41E-09,-2.79E-11,0,3.172737e-315,,,,,43.330213,0.847064
1049,104.8,43.592309,0.852085,1.40E-09,-2.62E-11,0,3.172737e-315,,,,,43.592309,0.852085
1050,104.9,43.858599,0.857106,1.51E-09,-2.80E-11,0,3.172737e-315,,,,,43.858599,0.857106
1051,105,44.129149,0.862127,1.28E-09,-2.95E-11,0,3.172737e-315,,,,,44.129149,0.862127
1052,105.1,44.404024,0.864668,1.29E-09,-2.90E-11,0,3.172737e-315,,,,,44.404024,0.864668
1053,105.2,44.050564,0.861216,1.30E-09,-3.22E-11,0,3.172737e-315,,,,,44.050564,0.861216
1054,105.3,43.698893,0.857764,1.02E-09,-3.23E-11,0,3.172737e-315,,,,,43.698893,0.857764
1055,105.4,43.349777,0.854312,1.22E-09,-3.03E-11,0,3.172737e-315,,,,,43.349777,0.854312
1056,105.5,43.003192,0.85086,1.25E-09,-2.85E-11,0,3.172737e-315,,,,,43.003192,0.85086
1057,105.6,42.659119,0.847408,1.39E-09,-2.82E-11,0,3.172737e-315,,,,,42.659119,0.847408
1058,105.7,42.317534,0.843956,1.32E-09,-2.68E-11,0,3.172737e-315,,,,,42.317534,0.843956
1059,105.8,41.978418,0.840504,1.50E-09,-2.41E-11,0,3.172737e-315,,,,,41.978418,0.840504
1060,105.9,41.64175,0.837052,1.61E-09,-2.24E-11,0,3.172737e-315,,,,,41.64175,0.837052
1061,106,41.307508,0.8336,1.68E-09,-2.10E-11,0,3.172737e-315,,,,,41.307508,0.8336
1062,106.1,40.975673,0.827721,1.75E-09,-1.85E-11,0,3.172737e-315,,,,,40.975673,0.827721
1063,106.2,39.86546,0.815977,1.90E-09,-2.03E-11,0,3.172737e-315,,,,,39.86546,0.815977
1064,106.3,38.781166,0.804234,1.66E-09,-1.86E-11,0,3.172737e-315,,,,,38.781166,0.804234
1065,106.4,37.72295,0.79249,1.98E-09,-1.94E-11,0,3.172737e-315,,,,,37.72295,0.79249
1066,106.5,36.690075,0.780745,1.70E-09,-2.15E-11,0,3.172737e-315,,,,,36.690075,0.780745
1067,106.6,35.681827,0.769001,1.74E-09,-2.11E-11,0,3.172737e-315,,,,,35.681827,0.769001
1068,106.7,34.69751,0.757257,1.75E-09,-2.10E-11,0,3.172737e-315,,,,,34.69751,0.757257
1069,106.8,33.736453,0.745513,1.77E-09,-1.95E-11,0,3.172737e-315,,,,,33.736453,0.745513
1070,106.9,32.797998,0.733768,1.88E-09,-2.00E-11,0,3.172737e-315,,,,,32.797998,0.733768
1071,107,31.881511,0.722023,1.77E-09,-2.09E-11,0,3.172737e-315,,,,,31.881511,0.722023
1072,107.1,30.986371,0.708146,1.78E-09,-2.29E-11,0,3.172737e-315,,,,,30.986371,0.708146
1073,107.2,29.580308,0.689116,1.64E-09,-2.40E-11,0,3.172737e-315,,,,,29.580308,0.689116
1074,107.3,28.225743,0.670086,1.68E-09,-2.69E-11,0,3.172737e-315,,,,,28.225743,0.670086
1075,107.4,26.920809,0.651056,1.46E-09,-2.57E-11,0,3.172737e-315,,,,,26.920809,0.651056
1076,107.5,25.663234,0.632026,1.72E-09,-2.99E-11,0,3.172737e-315,,,,,25.663234,0.632026
1077,107.6,24.450844,0.612995,1.27E-09,-2.85E-11,0,3.172737e-315,,,,,24.450844,0.612995
1078,107.7,23.281548,0.593964,1.70E-09,-2.52E-11,0,3.172737e-315,,,,,23.281548,0.593964
1079,107.8,22.153339,0.574933,1.63E-09,-2.49E-11,0,3.172737e-315,,,,,22.153339,0.574933
1080,107.9,20.312547,0.555901,1.67E-09,-2.76E-11,0,3.172737e-315,,,,,20.312547,0.555901
1081,108,17.820218,0.536877,1.36E-09,-3.30E-11,0,3.172737e-315,,,,,17.820218,0.536877
1082,108.1,15.235468,0.516232,1.36E-09,-3.21E-11,0,3.172737e-315,,,,,15.235468,0.516232
1083,108.2,12.310725,0.491673,1.66E-09,-2.57E-11,0,3.172737e-315,,,,,12.310725,0.491673
1084,108.3,9.534946,0.467114,1.84E-09,-1.95E-11,0,3.172737e-315,,,,,9.534946,0.467114
1085,108.4,6.894544,0.442554,1.61E-09,-2.50E-11,0,3.172737e-315,,,,,6.894544,0.442554
1086,108.5,4.3769,0.417993,1.48E-09,-2.84E-11,0,3.172737e-315,,,,,4.3769,0.417993
1087,108.6,1.97024,0.393432,1.34E-09,-3.27E-11,0,3.172737e-315,,,,,1.97024,0.393432
1088,108.7,-0.336467,0.36887,1.34E-09,-3.43E-11,0,3.172737e-315,,,,,-0.336467,0.36887
1089,108.8,-2.547071,0.344307,1.01E-09,-4.06E-11,0,3.172737e-315,,,,,-2.547071,0.344307
1090,108.9,-4.559823,0.319744,8.53E-10,-4.38E-11,0,3.172737e-315,,,,,-4.559823,0.319744
1091,109,-6.362434,0.29518,7.25E-10,-4.33E-11,0,3.172737e-315,,,,,-6.362434,0.29518
1092,109.1,-8.042098,0.269676,4.24E-10,-5.43E-11,0,3.172737e-315,,,,,-8.042098,0.269676
1093,109.2,-9.679137,0.241907,2.99E-10,-5.41E-11,0,3.172737e-315,,,,,-9.679137,0.241907
1094,109.3,-11.143712,0.214138,2.72E-10,-5.41E-11,0,3.172737e-315,,,,,-11.143712,0.214138
1095,109.4,-12.459593,0.186367,2.12E-10,-5.78E-11,0,3.172737e-315,,,,,-12.459593,0.186367
1096,109.5,-13.647024,0.158596,-2.26E-11,-6.50E-11,0,3.172737e-315,,,,,-13.647024,0.158596
1097,109.6,-14.72349,0.130824,-5.67E-11,-6.96E-11,0,3.172737e-315,,,,,-14.72349,0.130824
1098,109.7,-15.70429,0.103052,-1.46E-10,-7.20E-11,0,3.172737e-315,,,,,-15.70429,0.103052
1099,109.8,-16.602964,7.53E-02,-1.54E-10,-7.40E-11,0,3.172737e-315,,,,,-16.602964,7.53E-02
1100,109.9,-17.431633,4.75E-02,-1.54E-10,-7.43E-11,0,3.172737e-315,,,,,-17.431633,4.75E-02
1101,110,-18.201258,1.97E-02,-1.25E-10,-7.48E-11,0,3.172737e-315,,,,,-18.201258,1.97E-02
1102,110.1,-18.925607,-8.19E-03,-1.05E-10,-7.54E-11,0,3.172737e-315,,,,,-18.925607,-8.19E-03
1103,110.2,-19.618375,-3.65E-02,-8.21E-11,-7.55E-11,0,3.172737e-315,,,,,-19.618375,-3.65E-02
1104,110.3,-20.278969,-6.48E-02,-3.59E-11,-7.51E-11,0,3.172737e-315,,,,,-20.278969,-6.48E-02
1105,110.4,-20.915879,-9.30E-02,4.21E-11,-7.34E-11,0,3.172737e-315,,,,,-20.915879,-9.30E-02
1106,110.5,-21.537133,-0.121324,1.54E-10,-7.01E-11,0,3.172737e-315,,,,,-21.537133,-0.121324
1107,110.6,-22.150387,-0.149608,3.38E-10,-6.64E-11,0,3.172737e-315,,,,,-22.150387,-0.149608
1108,110.7,-22.762998,-0.177892,4.07E-10,-6.29E-11,0,3.172737e-315,,,,,-22.762998,-0.177892
1109,110.8,-23.382096,-0.206175,4.89E-10,-6.42E-11,0,3.172737e-315,,,,,-23.382096,-0.206175
1110,110.9,-24.014641,-0.234459,4.61E-10,-6.63E-11,0,3.172737e-315,,,,,-24.014641,-0.234459
1111,111,-24.667477,-0.262743,4.74E-10,-6.11E-11,0,3.172737e-315,,,,,-24.667477,-0.262743
1112,111.1,-25.330941,-0.290357,6.33E-10,-6.23E-11,0,3.172737e-315,,,,,-25.330941,-0.290357
1113,111.2,-25.984818,-0.316357,7.87E-10,-4.63E-11,0,3.172737e-315,,,,,-25.984818,-0.316357
1114,111.3,-26.672406,-0.342356,1.24E-09,-3.92E-11,0,3.172737e-315,,,,,-26.672406,-0.342356
1115,111.4,-27.399012,-0.368355,1.38E-09,-3.52E-11,0,3.172737e-315,,,,,-27.399012,-0.368355
1116,111.5,-28.170012,-0.394354,1.32E-09,-3.94E-11,0,3.172737e-315,,,,,-28.170012,-0.394354
1117,111.6,-28.990882,-0.420352,1.44E-09,-3.22E-11,0,3.172737e-315,,,,,-28.990882,-0.420352
1118,111.7,-29.867221,-0.44635,1.54E-09,-3.41E-11,0,3.172737e-315,,,,,-29.867221,-0.44635
1119,111.8,-30.80478,-0.472348,1.18E-09,-4.27E-11,0,3.172737e-315,,,,,-30.80478,-0.472348
1120,111.9,-31.809494,-0.498346,1.09E-09,-4.56E-11,0,3.172737e-315,,,,,-31.809494,-0.498346
1121,112,-32.887508,-0.524343,1.24E-09,-3.77E-11,0,3.172737e-315,,,,,-32.887508,-0.524343
1122,112.1,-33.979121,-0.548905,1.63E-09,-2.90E-11,0,3.172737e-315,,,,,-33.979121,-0.548905
1123,112.2,-34.977747,-0.57,2.22E-09,-1.88E-11,0,3.172737e-315,,,,,-34.977747,-0.57
1124,112.3,-36.036685,-0.591096,2.58E-09,-1.10E-11,0,3.172737e-315,,,,,-36.036685,-0.591096
1125,112.4,-37.159788,-0.612191,2.48E-09,-8.24E-12,0,3.172737e-315,,,,,-37.159788,-0.612191
1126,112.5,-37.64481,-0.633284,2.82E-09,-8.45E-12,0,3.172737e-315,,,,,-37.64481,-0.633284
1127,112.6,-38.168376,-0.654382,2.47E-09,-1.11E-11,0,3.172737e-315,,,,,-38.168376,-0.654382
1128,112.7,-38.732971,-0.67548,2.40E-09,-1.62E-11,0,3.172737e-315,,,,,-38.732971,-0.67548
1129,112.8,-39.341081,-0.696577,2.02E-09,-1.50E-11,0,3.172737e-315,,,,,-39.341081,-0.696577
1130,112.9,-39.995353,-0.717674,2.21E-09,-1.15E-11,0,3.172737e-315,,,,,-39.995353,-0.717674
1131,113,-40.69862,-0.738771,2.20E-09,-6.87E-12,0,3.172737e-315,,,,,-40.69862,-0.738771
1132,113.1,-41.453909,-0.757797,2.38E-09,-3.79E-12,0,3.172737e-315,,,,,-41.453909,-0.757797
1133,113.2,-41.986319,-0.771814,2.38E-09,8.50E-13,0,3.172737e-315,,,,,-41.986319,-0.771814
1134,113.3,-42.544023,-0.785832,2.62E-09,2.31E-12,0,3.172737e-315,,,,,-42.544023,-0.785832
1135,113.4,-43.128203,-0.79985,2.51E-09,-6.74E-13,0,3.172737e-315,,,,,-43.128203,-0.79985
1136,113.5,-43.739973,-0.813867,2.33E-09,-1.64E-12,0,3.172737e-315,,,,,-43.739973,-0.813867
1137,113.6,-44.380509,-0.827884,2.31E-09,1.67E-12,0,3.172737e-315,,,,,-44.380509,-0.827884
1138,113.7,-45.051046,-0.841901,2.48E-09,4.26E-12,0,3.172737e-315,,,,,-45.051046,-0.841901
1139,113.8,-45.752886,-0.855918,2.49E-09,1.48E-12,0,3.172737e-315,,,,,-45.752886,-0.855918
1140,113.9,-46.487405,-0.869935,2.23E-09,-2.70E-12,0,3.172737e-315,,,,,-46.487405,-0.869935
1141,114,-47.256053,-0.883952,2.02E-09,-3.19E-12,0,3.172737e-315,,,,,-47.256053,-0.883952
1142,114.1,-48.060366,-0.895454,2.05E-09,-1.17E-12,0,3.172737e-315,,,,,-48.060366,-0.895454
1143,114.2,-48.381943,-0.900879,2.13E-09,-1.65E-13,0,3.172737e-315,,,,,-48.381943,-0.900879
1144,114.3,-48.708846,-0.906303,2.13E-09,1.83E-12,0,3.172737e-315,,,,,-48.708846,-0.906303
1145,114.4,-49.041531,-0.911727,2.25E-09,4.37E-12,0,3.172737e-315,,,,,-49.041531,-0.911727
1146,114.5,-49.380101,-0.917151,2.33E-09,5.75E-12,0,3.172737e-315,,,,,-49.380101,-0.917151
1147,114.6,-49.724661,-0.922576,2.37E-09,6.84E-12,0,3.172737e-315,,,,,-49.724661,-0.922576
1148,114.7,-50.075318,-0.928,2.41E-09,1.06E-11,0,3.172737e-315,,,,,-50.075318,-0.928
1149,114.8,-50.432181,-0.933424,2.66E-09,1.26E-11,0,3.172737e-315,,,,,-50.432181,-0.933424
1150,114.9,-50.795364,-0.938848,2.65E-09,1.20E-11,0,3.172737e-315,,,,,-50.795364,-0.938848
1151,115,-51.164982,-0.944272,2.58E-09,1.30E-11,0,3.172737e-315,,,,,-51.164982,-0.944272
1152,115.1,-51.541151,-0.946981,2.67E-09,1.30E-11,0,3.172737e-315,,,,,-51.541151,-0.946981
1153,115.2,-51.07694,-0.943126,2.61E-09,1.29E-11,0,3.172737e-315,,,,,-51.07694,-0.943126
1154,115.3,-50.615368,-0.939271,2.63E-09,1.45E-11,0,3.172737e-315,,,,,-50.615368,-0.939271
1155,115.4,-50.157639,-0.935416,2.76E-09,1.53E-11,0,3.172737e-315,,,,,-50.157639,-0.935416
1156,115.5,-49.703713,-0.931561,2.73E-09,1.54E-11,0,3.172737e-315,,,,,-49.703713,-0.931561
1157,115.6,-49.253554,-0.927706,2.75E-09,1.75E-11,0,3.172737e-315,,,,,-49.253554,-0.927706
1158,115.7,-48.807125,-0.923851,2.92E-09,1.87E-11,0,3.172737e-315,,,,,-48.807125,-0.923851
1159,115.8,-48.36439,-0.919996,2.90E-09,2.11E-11,0,3.172737e-315,,,,,-48.36439,-0.919996
1160,115.9,-47.925314,-0.91614,3.11E-09,2.13E-11,0,3.172737e-315,,,,,-47.925314,-0.91614
1161,116,-47.489863,-0.912285,2.97E-09,1.98E-11,0,3.172737e-315,,,,,-47.489863,-0.912285
1162,116.1,-47.058,-0.905779,2.92E-09,1.95E-11,0,3.172737e-315,,,,,-47.058,-0.905779
1163,116.2,-45.638481,-0.892866,2.91E-09,1.95E-11,0,3.172737e-315,,,,,-45.638481,-0.892866
1164,116.3,-44.256234,-0.879952,2.88E-09,2.30E-11,0,3.172737e-315,,,,,-44.256234,-0.879952
1165,116.4,-42.911404,-0.867038,3.17E-09,2.21E-11,0,3.172737e-315,,,,,-42.911404,-0.867038
1166,116.5,-41.602814,-0.854124,2.85E-09,1.99E-11,0,3.172737e-315,,,,,-41.602814,-0.854124
1167,116.6,-40.329331,-0.84121,2.85E-09,1.96E-11,0,3.172737e-315,,,,,-40.329331,-0.84121
1168,116.7,-39.089859,-0.828295,2.79E-09,2.14E-11,0,3.172737e-315,,,,,-39.089859,-0.828295
1169,116.8,-37.883341,-0.815381,2.95E-09,2.06E-11,0,3.172737e-315,,,,,-37.883341,-0.815381
1170,116.9,-36.708751,-0.802466,2.74E-09,2.10E-11,0,3.172737e-315,,,,,-36.708751,-0.802466
1171,117,-35.565101,-0.789551,2.88E-09,2.43E-11,0,3.172737e-315,,,,,-35.565101,-0.789551
1172,117.1,-34.451431,-0.774313,3.01E-09,2.73E-11,0,3.172737e-315,,,,,-34.451431,-0.774313
1173,117.2,-32.714973,-0.75346,3.11E-09,2.37E-11,0,3.172737e-315,,,,,-32.714973,-0.75346
1174,117.3,-31.049824,-0.732607,2.71E-09,2.37E-11,0,3.172737e-315,,,,,-31.049824,-0.732607
1175,117.4,-29.453116,-0.711754,2.94E-09,2.59E-11,0,3.172737e-315,,,,,-29.453116,-0.711754
1176,117.5,-27.921456,-0.6909,2.89E-09,2.81E-11,0,3.172737e-315,,,,,-27.921456,-0.6909
1177,117.6,-26.451617,-0.670046,3.03E-09,2.74E-11,0,3.172737e-315,,,,,-26.451617,-0.670046
1178,117.7,-25.040518,-0.649192,2.84E-09,3.00E-11,0,3.172737e-315,,,,,-25.040518,-0.649192
1179,117.8,-23.685217,-0.628338,3.10E-09,3.03E-11,0,3.172737e-315,,,,,-23.685217,-0.628338
1180,117.9,-21.486888,-0.607483,2.99E-09,2.86E-11,0,3.172737e-315,,,,,-21.486888,-0.607483
1181,118,-18.528931,-0.586637,2.64E-09,2.21E-11,0,3.172737e-315,,,,,-18.528931,-0.586637
1182,118.1,-15.48393,-0.56403,2.59E-09,2.18E-11,0,3.172737e-315,,,,,-15.48393,-0.56403
1183,118.2,-12.068117,-0.537175,2.70E-09,2.39E-11,0,3.172737e-315,,,,,-12.068117,-0.537175
1184,118.3,-8.850906,-0.510319,2.72E-09,2.12E-11,0,3.172737e-315,,,,,-8.850906,-0.510319
1185,118.4,-5.812912,-0.483462,2.24E-09,1.56E-11,0,3.172737e-315,,,,,-5.812912,-0.483462
1186,118.5,-2.936341,-0.456604,2.14E-09,1.33E-11,0,3.172737e-315,,,,,-2.936341,-0.456604
1187,118.6,-0.204776,-0.429745,2.29E-09,1.53E-11,0,3.172737e-315,,,,,-0.204776,-0.429745
1188,118.7,2.388831,-0.402886,2.23E-09,1.62E-11,0,3.172737e-315,,,,,2.388831,-0.402886
1189,118.8,4.721464,-0.376025,2.17E-09,2.26E-11,0,3.172737e-315,,,,,4.721464,-0.376025
1190,118.9,6.78377,-0.349163,2.22E-09,2.67E-11,0,3.172737e-315,,,,,6.78377,-0.349163
1191,119,8.615443,-0.3223,1.97E-09,2.76E-11,0,3.172737e-315,,,,,8.615443,-0.3223
1192,119.1,10.306649,-0.294425,1.78E-09,2.41E-11,0,3.172737e-315,,,,,10.306649,-0.294425
1193,119.2,11.937923,-0.264108,1.70E-09,2.72E-11,0,3.172737e-315,,,,,11.937923,-0.264108
1194,119.3,13.383155,-0.233789,1.41E-09,2.56E-11,0,3.172737e-315,,,,,13.383155,-0.233789
1195,119.4,14.668912,-0.20347,1.26E-09,2.48E-11,0,3.172737e-315,,,,,14.668912,-0.20347
1196,119.5,15.817825,-0.173151,1.18E-09,2.33E-11,0,3.172737e-315,,,,,15.817825,-0.173151
1197,119.6,16.849465,-0.14283,9.04E-10,1.87E-11,0,3.172737e-315,,,,,16.849465,-0.14283
1198,119.7,17.780984,-0.112509,8.39E-10,1.49E-11,0,3.172737e-315,,,,,17.780984,-0.112509
1199,119.8,18.627602,-8.22E-02,6.66E-10,1.34E-11,0,3.172737e-315,,,,,18.627602,-8.22E-02
1200,119.9,19.402989,-5.19E-02,5.48E-10,1.19E-11,0,3.172737e-315,,,,,19.402989,-5.19E-02
1201,120,20.119553,-2.15E-02,4.93E-10,1.16E-11,0,3.172737e-315,,,,,20.119553,-2.15E-02
1202,120.1,20.791874,8.93E-03,4.69E-10,1.20E-11,0,3.172737e-315,,,,,20.791874,8.93E-03
1203,120.2,21.434328,3.98E-02,4.50E-10,1.24E-11,0,3.172737e-315,,,,,21.434328,3.98E-02
1204,120.3,22.049075,7.06E-02,4.51E-10,1.30E-11,0,3.172737e-315,,,,,22.049075,7.06E-02
1205,120.4,22.645908,0.101423,4.84E-10,1.45E-11,0,3.172737e-315,,,,,22.645908,0.101423
1206,120.5,23.23416,0.132255,4.74E-10,1.32E-11,0,3.172737e-315,,,,,23.23416,0.132255
1207,120.6,23.822806,0.163088,6.33E-10,1.66E-11,0,3.172737e-315,,,,,23.822806,0.163088
1208,120.7,24.420547,0.19392,7.31E-10,1.75E-11,0,3.172737e-315,,,,,24.420547,0.19392
1209,120.8,25.035899,0.224752,6.98E-10,1.89E-11,0,3.172737e-315,,,,,25.035899,0.224752
1210,120.9,25.677256,0.255584,7.45E-10,2.29E-11,0,3.172737e-315,,,,,25.677256,0.255584
1211,121,26.352961,0.286416,5.19E-10,1.43E-11,0,3.172737e-315,,,,,26.352961,0.286416
1212,121.1,27.053516,0.316505,1.69E-10,1.05E-11,0,3.172737e-315,,,,,27.053516,0.316505
1213,121.2,27.756469,0.344803,1.81E-10,1.02E-11,0,3.172737e-315,,,,,27.756469,0.344803
1214,121.3,28.508918,0.373101,2.35E-10,6.84E-12,0,3.172737e-315,,,,,28.508918,0.373101
1215,121.4,29.317592,0.401399,-2.79E-11,3.95E-12,0,3.172737e-315,,,,,29.317592,0.401399
1216,121.5,30.189388,0.429696,-2.29E-10,5.70E-13,0,3.172737e-315,,,,,30.189388,0.429696
1217,121.6,31.131406,0.457993,-2.62E-10,2.90E-13,0,3.172737e-315,,,,,31.131406,0.457993
1218,121.7,32.15099,0.486289,-3.58E-10,-3.58E-12,0,3.172737e-315,,,,,32.15099,0.486289
1219,121.8,33.255775,0.514585,-1.23E-10,-7.36E-13,0,3.172737e-315,,,,,33.255775,0.514585
1220,121.9,34.453729,0.542881,6.05E-10,2.45E-11,0,3.172737e-315,,,,,34.453729,0.542881
1221,122,35.753201,0.571176,1.10E-09,3.06E-11,0,3.172737e-315,,,,,35.753201,0.571176
1222,122.1,37.081515,0.597896,5.11E-10,2.55E-11,0,3.172737e-315,,,,,37.081515,0.597896
1223,122.2,38.305146,0.620815,6.14E-10,2.91E-11,0,3.172737e-315,,,,,38.305146,0.620815
1224,122.3,39.612063,0.643734,5.30E-10,2.66E-11,0,3.172737e-315,,,,,39.612063,0.643734
1225,122.4,41.007706,0.666652,4.48E-10,2.22E-11,0,3.172737e-315,,,,,41.007706,0.666652
1226,122.5,41.613244,0.689568,1.69E-10,2.44E-11,0,3.172737e-315,,,,,41.613244,0.689568
1227,122.6,42.271934,0.712489,4.66E-10,2.74E-11,0,3.172737e-315,,,,,42.271934,0.712489
1228,122.7,42.987484,0.735411,5.22E-10,2.65E-11,0,3.172737e-315,,,,,42.987484,0.735411
1229,122.8,43.763673,0.758332,4.73E-10,2.28E-11,0,3.172737e-315,,,,,43.763673,0.758332
1230,122.9,44.604577,0.781252,3.30E-10,2.19E-11,0,3.172737e-315,,,,,44.604577,0.781252
1231,123,45.514603,0.804173,3.74E-10,2.24E-11,0,3.172737e-315,,,,,45.514603,0.804173
1232,123.1,46.498531,0.82483,4.22E-10,2.07E-11,0,3.172737e-315,,,,,46.498531,0.82483
1233,123.2,47.194103,0.840019,3.11E-10,1.83E-11,0,3.172737e-315,,,,,47.194103,0.840019
1234,123.3,47.925843,0.855207,2.24E-10,1.64E-11,0,3.172737e-315,,,,,47.925843,0.855207
1235,123.4,48.695656,0.870395,1.83E-10,1.45E-11,0,3.172737e-315,,,,,48.695656,0.870395
1236,123.5,49.505366,0.885582,9.50E-11,1.20E-11,0,3.172737e-315,,,,,49.505366,0.885582
1237,123.6,50.356911,0.90077,-1.24E-11,1.43E-11,0,3.172737e-315,,,,,50.356911,0.90077
1238,123.7,51.252353,0.915957,2.40E-10,1.38E-11,0,3.172737e-315,,,,,51.252353,0.915957
1239,123.8,52.193886,0.931144,8.61E-11,1.15E-11,0,3.172737e-315,,,,,52.193886,0.931144
1240,123.9,53.183852,0.946331,2.94E-11,1.19E-11,0,3.172737e-315,,,,,53.183852,0.946331
1241,124,54.224751,0.961518,1.26E-10,1.39E-11,0,3.172737e-315,,,,,54.224751,0.961518
1242,124.1,55.319255,0.973966,2.49E-10,1.35E-11,0,3.172737e-315,,,,,55.319255,0.973966
1243,124.2,55.754757,0.979793,1.68E-10,1.67E-11,0,3.172737e-315,,,,,55.754757,0.979793
