B (T) - H (A/m),,,MATERIAL: M27: USS Motor -- 26 Gage,,,,,,,,,,
Pid = 1,,,,,,,,,,,,,
Z = 0,,,,,,,,,,,,,
X = 0,,,,,,,,,,,,,
Y = 0,,,,,,,,,,,,,
    ,t,Hx,Bx,Hy,By,Hz,Bz,,,,,,
1,0,0,0,0,0,0,0,,,,,0,0
2,1.00E-01,2.98E-02,7.45E-05,5.05E-17,-1.03E-17,0,3.173707e-315,,,,,2.98E-02,7.45E-05
3,0.2,0.131281,3.29E-04,-1.94E-14,-1.54E-15,0,3.173707e-315,,,,,0.131281,3.29E-04
4,0.3,0.232548,5.83E-04,2.66E-12,5.72E-16,0,3.173707e-315,,,,,0.232548,5.83E-04
5,0.4,0.333579,8.37E-04,1.59E-12,-3.44E-16,0,3.173707e-315,,,,,0.333579,8.37E-04
6,0.5,0.434374,1.09E-03,1.39E-12,-1.35E-15,0,3.173707e-315,,,,,0.434374,1.09E-03
7,0.6,0.534935,1.35E-03,2.38E-12,-1.14E-15,0,3.173707e-315,,,,,0.534935,1.35E-03
8,0.7,0.635262,1.60E-03,1.84E-12,-2.96E-15,0,3.173707e-315,,,,,0.635262,1.60E-03
9,0.8,0.735357,1.85E-03,2.05E-12,1.80E-16,0,3.173707e-315,,,,,0.735357,1.85E-03
10,0.9,0.83522,2.11E-03,2.41E-12,-7.46E-17,0,3.173707e-315,,,,,0.83522,2.11E-03
11,1,0.934853,2.36E-03,1.85E-12,-1.33E-15,0,3.173707e-315,,,,,0.934853,2.36E-03
12,1.1,1.086693,2.75E-03,2.59E-12,1.96E-15,0,3.173707e-315,,,,,1.086693,2.75E-03
13,1.2,1.363895,3.47E-03,2.26E-12,2.09E-15,0,3.173707e-315,,,,,1.363895,3.47E-03
14,1.3,1.639329,4.18E-03,2.29E-12,4.41E-15,0,3.173707e-315,,,,,1.639329,4.18E-03
15,1.4,1.913018,4.89E-03,2.86E-12,7.80E-15,0,3.173707e-315,,,,,1.913018,4.89E-03
16,1.5,2.184984,5.61E-03,3.08E-12,2.69E-15,0,3.173707e-315,,,,,2.184984,5.61E-03
17,1.6,2.455248,6.32E-03,2.57E-12,1.13E-15,0,3.173707e-315,,,,,2.455248,6.32E-03
18,1.7,2.723832,7.03E-03,2.43E-12,1.93E-15,0,3.173707e-315,,,,,2.723832,7.03E-03
19,1.8,2.990755,7.74E-03,3.57E-12,5.23E-15,0,3.173707e-315,,,,,2.990755,7.74E-03
20,1.9,3.256038,8.46E-03,3.42E-12,-1.52E-15,0,3.173707e-315,,,,,3.256038,8.46E-03
21,2,3.519701,9.17E-03,2.33E-12,3.55E-15,0,3.173707e-315,,,,,3.519701,9.17E-03
22,2.1,3.815737,9.98E-03,1.98E-12,-2.53E-15,0,3.173707e-315,,,,,3.815737,9.98E-03
23,2.2,4.191126,1.10E-02,-4.59E-12,-3.48E-14,0,3.173707e-315,,,,,4.191126,1.10E-02
24,2.3,4.563278,1.20E-02,-2.06E-12,-2.45E-14,0,3.173707e-315,,,,,4.563278,1.20E-02
25,2.4,4.932246,1.31E-02,-2.33E-12,-2.21E-14,0,3.173707e-315,,,,,4.932246,1.31E-02
26,2.5,5.298084,1.41E-02,-2.72E-12,-1.58E-14,0,3.173707e-315,,,,,5.298084,1.41E-02
27,2.6,5.660844,1.51E-02,-2.56E-12,-1.92E-14,0,3.173707e-315,,,,,5.660844,1.51E-02
28,2.7,6.020576,1.62E-02,-7.17E-12,-1.99E-14,0,3.173707e-315,,,,,6.020576,1.62E-02
29,2.8,6.377331,1.72E-02,4.18E-12,2.18E-14,0,3.173707e-315,,,,,6.377331,1.72E-02
30,2.9,6.731155,1.82E-02,4.60E-12,3.51E-14,0,3.173707e-315,,,,,6.731155,1.82E-02
31,3,7.082096,1.92E-02,9.22E-12,4.30E-14,0,3.173707e-315,,,,,7.082096,1.92E-02
32,3.1,7.440394,2.03E-02,3.19E-12,3.18E-14,0,3.173707e-315,,,,,7.440394,2.03E-02
33,3.2,7.820145,2.14E-02,5.10E-12,1.18E-14,0,3.173707e-315,,,,,7.820145,2.14E-02
34,3.3,8.196573,2.26E-02,4.86E-12,4.43E-14,0,3.173707e-315,,,,,8.196573,2.26E-02
35,3.4,8.569736,2.37E-02,1.48E-11,9.99E-14,0,3.173707e-315,,,,,8.569736,2.37E-02
36,3.5,8.939689,2.48E-02,1.65E-11,9.78E-14,0,3.173707e-315,,,,,8.939689,2.48E-02
37,3.6,9.306485,2.60E-02,1.55E-11,8.82E-14,0,3.173707e-315,,,,,9.306485,2.60E-02
38,3.7,9.670176,2.71E-02,1.86E-11,1.22E-13,0,3.173707e-315,,,,,9.670176,2.71E-02
39,3.8,10.030815,2.82E-02,2.15E-11,1.33E-13,0,3.173707e-315,,,,,10.030815,2.82E-02
40,3.9,10.38845,2.94E-02,2.32E-11,1.57E-13,0,3.173707e-315,,,,,10.38845,2.94E-02
41,4,10.743131,3.05E-02,2.81E-11,1.72E-13,0,3.173707e-315,,,,,10.743131,3.05E-02
42,4.1,10.992204,3.16E-02,3.09E-11,1.82E-13,0,3.173707e-315,,,,,10.992204,3.16E-02
43,4.2,11.118267,3.26E-02,3.13E-11,1.59E-13,0,3.173707e-315,,,,,11.118267,3.26E-02
44,4.3,11.244132,3.36E-02,2.46E-11,1.65E-13,0,3.173707e-315,,,,,11.244132,3.36E-02
45,4.4,11.369604,3.46E-02,3.09E-11,1.57E-13,0,3.173707e-315,,,,,11.369604,3.46E-02
46,4.5,11.494688,3.55E-02,2.38E-11,1.35E-13,0,3.173707e-315,,,,,11.494688,3.55E-02
47,4.6,11.619384,3.65E-02,2.24E-11,1.52E-13,0,3.173707e-315,,,,,11.619384,3.65E-02
48,4.7,11.743697,3.75E-02,2.82E-11,1.78E-13,0,3.173707e-315,,,,,11.743697,3.75E-02
49,4.8,11.867629,3.85E-02,3.11E-11,1.71E-13,0,3.173707e-315,,,,,11.867629,3.85E-02
50,4.9,11.991184,3.95E-02,2.71E-11,1.92E-13,0,3.173707e-315,,,,,11.991184,3.95E-02
51,5,12.114362,4.05E-02,3.47E-11,2.04E-13,0,3.173707e-315,,,,,12.114362,4.05E-02
52,5.1,12.237168,4.13E-02,3.25E-11,1.92E-13,0,3.173707e-315,,,,,12.237168,4.13E-02
53,5.2,12.309611,4.19E-02,3.06E-11,2.08E-13,0,3.173707e-315,,,,,12.309611,4.19E-02
54,5.3,12.381849,4.25E-02,3.55E-11,1.90E-13,0,3.173707e-315,,,,,12.381849,4.25E-02
55,5.4,12.453959,4.31E-02,2.77E-11,2.05E-13,0,3.173707e-315,,,,,12.453959,4.31E-02
56,5.5,12.525942,4.37E-02,3.68E-11,1.82E-13,0,3.173707e-315,,,,,12.525942,4.37E-02
57,5.6,12.597798,4.43E-02,2.47E-11,1.81E-13,0,3.173707e-315,,,,,12.597798,4.43E-02
58,5.7,12.669528,4.48E-02,3.21E-11,2.33E-13,0,3.173707e-315,,,,,12.669528,4.48E-02
59,5.8,12.741131,4.54E-02,4.10E-11,2.34E-13,0,3.173707e-315,,,,,12.741131,4.54E-02
60,5.9,12.81261,4.60E-02,3.54E-11,1.31E-13,0,3.173707e-315,,,,,12.81261,4.60E-02
61,6,12.883964,4.66E-02,1.18E-11,7.04E-14,0,3.173707e-315,,,,,12.883964,4.66E-02
62,6.1,12.955193,4.70E-02,1.09E-11,9.50E-14,0,3.173707e-315,,,,,12.955193,4.70E-02
63,6.2,12.949396,4.69E-02,1.80E-11,8.16E-14,0,3.173707e-315,,,,,12.949396,4.69E-02
64,6.3,12.943443,4.69E-02,9.21E-12,6.97E-14,0,3.173707e-315,,,,,12.943443,4.69E-02
65,6.4,12.93749,4.69E-02,1.20E-11,8.36E-14,0,3.173707e-315,,,,,12.93749,4.69E-02
66,6.5,12.931537,4.68E-02,1.40E-11,9.26E-14,0,3.173707e-315,,,,,12.931537,4.68E-02
67,6.6,12.925585,4.68E-02,1.52E-11,1.08E-13,0,3.173707e-315,,,,,12.925585,4.68E-02
68,6.7,12.919632,4.68E-02,1.87E-11,1.05E-13,0,3.173707e-315,,,,,12.919632,4.68E-02
69,6.8,12.91368,4.67E-02,1.52E-11,8.17E-14,0,3.173707e-315,,,,,12.91368,4.67E-02
70,6.9,12.907727,4.67E-02,1.12E-11,7.55E-14,0,3.173707e-315,,,,,12.907727,4.67E-02
71,7,12.901775,4.67E-02,1.23E-11,5.68E-14,0,3.173707e-315,,,,,12.901775,4.67E-02
72,7.1,12.895822,4.64E-02,6.21E-12,5.21E-14,0,3.173707e-315,,,,,12.895822,4.64E-02
73,7.2,12.763766,4.56E-02,9.18E-12,7.00E-14,0,3.173707e-315,,,,,12.763766,4.56E-02
74,7.3,12.631485,4.48E-02,1.21E-11,4.69E-14,0,3.173707e-315,,,,,12.631485,4.48E-02
75,7.4,12.499235,4.40E-02,3.50E-12,-6.76E-15,0,3.173707e-315,,,,,12.499235,4.40E-02
76,7.5,12.367016,4.32E-02,-5.60E-12,-5.03E-14,0,3.173707e-315,,,,,12.367016,4.32E-02
77,7.6,12.234826,4.24E-02,-1.15E-11,-8.29E-15,0,3.173707e-315,,,,,12.234826,4.24E-02
78,7.7,12.102666,4.17E-02,4.57E-12,2.79E-14,0,3.173707e-315,,,,,12.102666,4.17E-02
79,7.8,11.970534,4.09E-02,3.48E-12,-8.40E-15,0,3.173707e-315,,,,,11.970534,4.09E-02
80,7.9,11.83843,4.01E-02,-6.05E-12,-7.21E-14,0,3.173707e-315,,,,,11.83843,4.01E-02
81,8,11.706355,3.93E-02,-1.74E-11,-2.56E-14,0,3.173707e-315,,,,,11.706355,3.93E-02
82,8.1,11.387837,3.83E-02,-1.27E-12,-3.20E-15,0,3.173707e-315,,,,,11.387837,3.83E-02
83,8.2,10.752056,3.67E-02,-9.83E-12,-4.36E-14,0,3.173707e-315,,,,,10.752056,3.67E-02
84,8.3,10.11661,3.51E-02,-2.20E-11,-1.62E-13,0,3.173707e-315,,,,,10.11661,3.51E-02
85,8.4,9.48148,3.35E-02,-2.91E-11,-1.68E-13,0,3.173707e-315,,,,,9.48148,3.35E-02
86,8.5,8.846652,3.19E-02,-2.92E-11,-1.93E-13,0,3.173707e-315,,,,,8.846652,3.19E-02
87,8.6,8.212108,3.04E-02,-4.13E-11,-1.96E-13,0,3.173707e-315,,,,,8.212108,3.04E-02
88,8.7,7.577832,2.88E-02,-4.69E-11,-2.08E-13,0,3.173707e-315,,,,,7.577832,2.88E-02
89,8.8,6.943807,2.72E-02,-3.96E-11,-1.65E-13,0,3.173707e-315,,,,,6.943807,2.72E-02
90,8.9,6.310016,2.56E-02,-4.07E-11,-1.56E-13,0,3.173707e-315,,,,,6.310016,2.56E-02
91,9,5.676445,2.40E-02,-3.45E-11,-7.88E-14,0,3.173707e-315,,,,,5.676445,2.40E-02
92,9.1,4.960042,2.22E-02,-3.37E-11,-1.30E-13,0,3.173707e-315,,,,,4.960042,2.22E-02
93,9.2,4.043491,1.99E-02,-4.90E-11,-1.72E-13,0,3.173707e-315,,,,,4.043491,1.99E-02
94,9.3,3.127274,1.77E-02,-4.86E-11,-1.43E-13,0,3.173707e-315,,,,,3.127274,1.77E-02
95,9.4,2.211342,1.54E-02,-3.96E-11,-1.17E-13,0,3.173707e-315,,,,,2.211342,1.54E-02
96,9.5,1.295644,1.31E-02,-3.79E-11,-1.03E-13,0,3.173707e-315,,,,,1.295644,1.31E-02
97,9.6,0.380131,1.08E-02,-3.92E-11,-1.04E-13,0,3.173707e-315,,,,,0.380131,1.08E-02
98,9.7,-0.534056,8.51E-03,-4.15E-11,-1.07E-13,0,3.173707e-315,,,,,-0.534056,8.51E-03
99,9.8,-1.433151,6.22E-03,-4.27E-11,-1.11E-13,0,3.173707e-315,,,,,-1.433151,6.22E-03
100,9.9,-2.313819,3.93E-03,-4.52E-11,-1.36E-13,0,3.173707e-315,,,,,-2.313819,3.93E-03
101,10,-3.176791,1.64E-03,-4.58E-11,-1.42E-13,0,3.173707e-315,,,,,-3.176791,1.64E-03
102,10.1,-4.077237,-8.01E-04,-4.38E-11,-1.41E-13,0,3.173707e-315,,,,,-4.077237,-8.01E-04
103,10.2,-5.087765,-3.60E-03,-4.28E-11,-1.39E-13,0,3.173707e-315,,,,,-5.087765,-3.60E-03
104,10.3,-6.075014,-6.40E-03,-4.06E-11,-1.27E-13,0,3.173707e-315,,,,,-6.075014,-6.40E-03
105,10.4,-7.040011,-9.20E-03,-3.68E-11,-1.32E-13,0,3.173707e-315,,,,,-7.040011,-9.20E-03
106,10.5,-7.983717,-1.20E-02,-4.16E-11,-1.52E-13,0,3.173707e-315,,,,,-7.983717,-1.20E-02
107,10.6,-8.907029,-1.48E-02,-4.39E-11,-1.60E-13,0,3.173707e-315,,,,,-8.907029,-1.48E-02
108,10.7,-9.81079,-1.76E-02,-3.85E-11,-1.66E-13,0,3.173707e-315,,,,,-9.81079,-1.76E-02
109,10.8,-10.695792,-2.04E-02,-4.78E-11,-2.06E-13,0,3.173707e-315,,,,,-10.695792,-2.04E-02
110,10.9,-11.562778,-2.32E-02,-4.57E-11,-2.17E-13,0,3.173707e-315,,,,,-11.562778,-2.32E-02
111,11,-12.412449,-2.60E-02,-4.15E-11,-2.04E-13,0,3.173707e-315,,,,,-12.412449,-2.60E-02
112,11.1,-13.263584,-2.88E-02,-4.94E-11,-2.23E-13,0,3.173707e-315,,,,,-13.263584,-2.88E-02
113,11.2,-14.140871,-3.19E-02,-3.88E-11,-2.07E-13,0,3.173707e-315,,,,,-14.140871,-3.19E-02
114,11.3,-15.000381,-3.49E-02,-2.38E-11,-1.04E-13,0,3.173707e-315,,,,,-15.000381,-3.49E-02
115,11.4,-15.842802,-3.79E-02,-3.12E-11,-7.87E-14,0,3.173707e-315,,,,,-15.842802,-3.79E-02
116,11.5,-16.668787,-4.09E-02,-1.30E-11,-1.10E-13,0,3.173707e-315,,,,,-16.668787,-4.09E-02
117,11.6,-17.478952,-4.39E-02,-2.48E-11,-1.32E-13,0,3.173707e-315,,,,,-17.478952,-4.39E-02
118,11.7,-18.273882,-4.69E-02,-3.06E-11,-1.47E-13,0,3.173707e-315,,,,,-18.273882,-4.69E-02
119,11.8,-19.054131,-4.99E-02,-4.74E-11,-1.95E-13,0,3.173707e-315,,,,,-19.054131,-4.99E-02
120,11.9,-19.820224,-5.29E-02,-3.10E-11,-1.19E-13,0,3.173707e-315,,,,,-19.820224,-5.29E-02
121,12,-20.572661,-5.59E-02,-3.34E-11,-5.48E-14,0,3.173707e-315,,,,,-20.572661,-5.59E-02
122,12.1,-21.300736,-5.89E-02,-4.20E-11,-1.27E-13,0,3.173707e-315,,,,,-21.300736,-5.89E-02
123,12.2,-21.989892,-6.17E-02,-5.20E-11,-2.07E-13,0,3.173707e-315,,,,,-21.989892,-6.17E-02
124,12.3,-22.667974,-6.46E-02,-4.99E-11,-1.99E-13,0,3.173707e-315,,,,,-22.667974,-6.46E-02
125,12.4,-23.335336,-6.75E-02,-5.48E-11,9.55E-14,0,3.173707e-315,,,,,-23.335336,-6.75E-02
126,12.5,-23.992316,-7.03E-02,-3.49E-11,-3.88E-14,0,3.173707e-315,,,,,-23.992316,-7.03E-02
127,12.6,-24.639236,-7.32E-02,-3.92E-11,4.18E-14,0,3.173707e-315,,,,,-24.639236,-7.32E-02
128,12.7,-25.276407,-7.60E-02,-4.49E-11,3.12E-13,0,3.173707e-315,,,,,-25.276407,-7.60E-02
129,12.8,-25.904127,-7.89E-02,-2.04E-11,3.76E-13,0,3.173707e-315,,,,,-25.904127,-7.89E-02
130,12.9,-26.522681,-8.17E-02,2.99E-11,6.50E-13,0,3.173707e-315,,,,,-26.522681,-8.17E-02
131,13,-26.776348,-8.46E-02,9.47E-11,5.24E-13,0,3.173707e-315,,,,,-26.776348,-8.46E-02
132,13.1,-27.028554,-8.73E-02,2.24E-11,4.33E-13,0,3.173707e-315,,,,,-27.028554,-8.73E-02
133,13.2,-27.23124,-8.96E-02,4.70E-11,4.22E-13,0,3.173707e-315,,,,,-27.23124,-8.96E-02
134,13.3,-27.43294,-9.19E-02,2.69E-11,6.63E-13,0,3.173707e-315,,,,,-27.43294,-9.19E-02
135,13.4,-27.633723,-9.42E-02,1.00E-10,9.90E-13,0,3.173707e-315,,,,,-27.633723,-9.42E-02
136,13.5,-27.833603,-9.65E-02,1.34E-10,9.77E-13,0,3.173707e-315,,,,,-27.833603,-9.65E-02
137,13.6,-28.032596,-9.88E-02,1.10E-10,9.01E-13,0,3.173707e-315,,,,,-28.032596,-9.88E-02
138,13.7,-28.230717,-0.101107,1.05E-10,9.51E-13,0,3.173707e-315,,,,,-28.230717,-0.101107
139,13.8,-28.42798,-0.103413,1.21E-10,9.31E-13,0,3.173707e-315,,,,,-28.42798,-0.103413
140,13.9,-28.624402,-0.105719,1.04E-10,1.10E-12,0,3.173707e-315,,,,,-28.624402,-0.105719
141,14,-28.819995,-0.108025,1.57E-10,1.26E-12,0,3.173707e-315,,,,,-28.819995,-0.108025
142,14.1,-29.014775,-0.110063,1.62E-10,1.16E-12,0,3.173707e-315,,,,,-29.014775,-0.110063
143,14.2,-29.1318,-0.111452,1.28E-10,1.19E-12,0,3.173707e-315,,,,,-29.1318,-0.111452
144,14.3,-29.248458,-0.112841,1.57E-10,9.16E-13,0,3.173707e-315,,,,,-29.248458,-0.112841
145,14.4,-29.364833,-0.114231,6.85E-11,7.75E-13,0,3.173707e-315,,,,,-29.364833,-0.114231
146,14.5,-29.480927,-0.11562,8.48E-11,8.69E-13,0,3.173707e-315,,,,,-29.480927,-0.11562
147,14.6,-29.596744,-0.117009,9.82E-11,7.97E-13,0,3.173707e-315,,,,,-29.596744,-0.117009
148,14.7,-29.712286,-0.118398,7.23E-11,5.25E-13,0,3.173707e-315,,,,,-29.712286,-0.118398
149,14.8,-29.827557,-0.119787,1.97E-11,4.29E-13,0,3.173707e-315,,,,,-29.827557,-0.119787
150,14.9,-29.942559,-0.121176,2.64E-11,6.48E-13,0,3.173707e-315,,,,,-29.942559,-0.121176
151,15,-30.057295,-0.122566,7.22E-11,6.56E-13,0,3.173707e-315,,,,,-30.057295,-0.122566
152,15.1,-30.171769,-0.123601,4.54E-11,7.55E-13,0,3.173707e-315,,,,,-30.171769,-0.123601
153,15.2,-30.186584,-0.12378,7.98E-11,9.91E-13,0,3.173707e-315,,,,,-30.186584,-0.12378
154,15.3,-30.201294,-0.123958,1.15E-10,1.08E-12,0,3.173707e-315,,,,,-30.201294,-0.123958
155,15.4,-30.216001,-0.124137,1.16E-10,1.02E-12,0,3.173707e-315,,,,,-30.216001,-0.124137
156,15.5,-30.230703,-0.124316,1.02E-10,9.82E-13,0,3.173707e-315,,,,,-30.230703,-0.124316
157,15.6,-30.245401,-0.124495,1.01E-10,1.09E-12,0,3.173707e-315,,,,,-30.245401,-0.124495
158,15.7,-30.260095,-0.124674,1.28E-10,1.29E-12,0,3.173707e-315,,,,,-30.260095,-0.124674
159,15.8,-30.274784,-0.124852,1.57E-10,1.30E-12,0,3.173707e-315,,,,,-30.274784,-0.124852
160,15.9,-30.289469,-0.125031,1.44E-10,1.30E-12,0,3.173707e-315,,,,,-30.289469,-0.125031
161,16,-30.30415,-0.12521,1.49E-10,1.17E-12,0,3.173707e-315,,,,,-30.30415,-0.12521
162,16.1,-30.318827,-0.124984,1.20E-10,1.03E-12,0,3.173707e-315,,,,,-30.318827,-0.124984
163,16.2,-30.108556,-0.123778,1.08E-10,9.17E-13,0,3.173707e-315,,,,,-30.108556,-0.123778
164,16.3,-29.897999,-0.122572,8.39E-11,8.65E-13,0,3.173707e-315,,,,,-29.897999,-0.122572
165,16.4,-29.68763,-0.121366,8.60E-11,8.92E-13,0,3.173707e-315,,,,,-29.68763,-0.121366
166,16.5,-29.477448,-0.12016,9.22E-11,8.81E-13,0,3.173707e-315,,,,,-29.477448,-0.12016
167,16.6,-29.267449,-0.118954,8.48E-11,9.39E-13,0,3.173707e-315,,,,,-29.267449,-0.118954
168,16.7,-29.057634,-0.117748,1.06E-10,9.72E-13,0,3.173707e-315,,,,,-29.057634,-0.117748
169,16.8,-28.847999,-0.116542,1.00E-10,8.63E-13,0,3.173707e-315,,,,,-28.847999,-0.116542
170,16.9,-28.638543,-0.115336,7.33E-11,8.70E-13,0,3.173707e-315,,,,,-28.638543,-0.115336
171,17,-28.429265,-0.11413,9.45E-11,9.02E-13,0,3.173707e-315,,,,,-28.429265,-0.11413
172,17.1,-28.220162,-0.112512,8.86E-11,8.75E-13,0,3.173707e-315,,,,,-28.220162,-0.112512
173,17.2,-27.767927,-0.109898,8.50E-11,8.05E-13,0,3.173707e-315,,,,,-27.767927,-0.109898
174,17.3,-27.31598,-0.107283,6.74E-11,6.77E-13,0,3.173707e-315,,,,,-27.31598,-0.107283
175,17.4,-26.864818,-0.104669,4.30E-11,5.65E-13,0,3.173707e-315,,,,,-26.864818,-0.104669
176,17.5,-26.41442,-0.102054,2.83E-11,3.68E-13,0,3.173707e-315,,,,,-26.41442,-0.102054
177,17.6,-25.96477,-9.94E-02,-1.78E-11,3.06E-13,0,3.173707e-315,,,,,-25.96477,-9.94E-02
178,17.7,-25.515851,-9.68E-02,-3.18E-12,3.29E-13,0,3.173707e-315,,,,,-25.515851,-9.68E-02
179,17.8,-25.067645,-9.42E-02,-6.93E-12,2.04E-13,0,3.173707e-315,,,,,-25.067645,-9.42E-02
180,17.9,-24.620134,-9.16E-02,-4.01E-11,1.40E-13,0,3.173707e-315,,,,,-24.620134,-9.16E-02
181,18,-24.173302,-8.90E-02,-3.49E-11,9.51E-14,0,3.173707e-315,,,,,-24.173302,-8.90E-02
182,18.1,-23.259816,-8.60E-02,-5.82E-11,-2.22E-15,0,3.173707e-315,,,,,-23.259816,-8.60E-02
183,18.2,-21.669467,-8.21E-02,-4.79E-11,1.66E-13,0,3.173707e-315,,,,,-21.669467,-8.21E-02
184,18.3,-20.083492,-7.82E-02,-2.07E-11,3.68E-13,0,3.173707e-315,,,,,-20.083492,-7.82E-02
185,18.4,-18.501635,-7.44E-02,1.37E-11,5.18E-13,0,3.173707e-315,,,,,-18.501635,-7.44E-02
186,18.5,-16.923643,-7.05E-02,-8.48E-12,3.48E-13,0,3.173707e-315,,,,,-16.923643,-7.05E-02
187,18.6,-15.349264,-6.66E-02,-6.45E-11,1.66E-14,0,3.173707e-315,,,,,-15.349264,-6.66E-02
188,18.7,-13.778248,-6.27E-02,-1.27E-10,-1.94E-13,0,3.173707e-315,,,,,-13.778248,-6.27E-02
189,18.8,-12.210345,-5.89E-02,-1.36E-10,-2.00E-13,0,3.173707e-315,,,,,-12.210345,-5.89E-02
190,18.9,-10.645308,-5.50E-02,-1.28E-10,-1.86E-13,0,3.173707e-315,,,,,-10.645308,-5.50E-02
191,19,-9.082888,-5.11E-02,-1.31E-10,-1.78E-13,0,3.173707e-315,,,,,-9.082888,-5.11E-02
192,19.1,-7.410121,-4.70E-02,-1.26E-10,-1.06E-13,0,3.173707e-315,,,,,-7.410121,-4.70E-02
193,19.2,-5.468058,-4.21E-02,-1.20E-10,-9.88E-14,0,3.173707e-315,,,,,-5.468058,-4.21E-02
194,19.3,-3.528802,-3.73E-02,-1.32E-10,-1.37E-13,0,3.173707e-315,,,,,-3.528802,-3.73E-02
195,19.4,-1.591881,-3.25E-02,-1.15E-10,-5.27E-14,0,3.173707e-315,,,,,-1.591881,-3.25E-02
196,19.5,0.343176,-2.76E-02,-1.25E-10,-4.98E-14,0,3.173707e-315,,,,,0.343176,-2.76E-02
197,19.6,2.245738,-2.28E-02,-1.11E-10,-7.62E-14,0,3.173707e-315,,,,,2.245738,-2.28E-02
198,19.7,4.067658,-1.80E-02,-1.14E-10,-5.02E-14,0,3.173707e-315,,,,,4.067658,-1.80E-02
199,19.8,5.814614,-1.31E-02,-1.07E-10,-3.07E-14,0,3.173707e-315,,,,,5.814614,-1.31E-02
200,19.9,7.49238,-8.30E-03,-9.11E-11,5.42E-14,0,3.173707e-315,,,,,7.49238,-8.30E-03
201,20,9.106072,-3.47E-03,-8.50E-11,6.57E-14,0,3.173707e-315,,,,,9.106072,-3.47E-03
202,20.1,10.707254,1.51E-03,-8.19E-11,6.34E-14,0,3.173707e-315,,,,,10.707254,1.51E-03
203,20.2,12.358885,6.86E-03,-7.91E-11,6.14E-14,0,3.173707e-315,,,,,12.358885,6.86E-03
204,20.3,13.947873,1.22E-02,-7.73E-11,4.73E-14,0,3.173707e-315,,,,,13.947873,1.22E-02
205,20.4,15.47863,1.75E-02,-7.64E-11,4.59E-14,0,3.173707e-315,,,,,15.47863,1.75E-02
206,20.5,16.955124,2.29E-02,-7.33E-11,8.11E-14,0,3.173707e-315,,,,,16.955124,2.29E-02
207,20.6,18.380942,2.82E-02,-6.47E-11,1.23E-13,0,3.173707e-315,,,,,18.380942,2.82E-02
208,20.7,19.759338,3.36E-02,-5.97E-11,1.47E-13,0,3.173707e-315,,,,,19.759338,3.36E-02
209,20.8,21.093277,3.89E-02,-5.15E-11,1.69E-13,0,3.173707e-315,,,,,21.093277,3.89E-02
210,20.9,22.385468,4.43E-02,-5.50E-11,1.14E-13,0,3.173707e-315,,,,,22.385468,4.43E-02
211,21,23.638397,4.96E-02,-9.55E-11,6.84E-15,0,3.173707e-315,,,,,23.638397,4.96E-02
212,21.1,24.851787,5.49E-02,-9.44E-11,-7.85E-14,0,3.173707e-315,,,,,24.851787,5.49E-02
213,21.2,26.024434,6.03E-02,-9.67E-11,-1.48E-13,0,3.173707e-315,,,,,26.024434,6.03E-02
214,21.3,27.164631,6.56E-02,-1.16E-10,-3.64E-13,0,3.173707e-315,,,,,27.164631,6.56E-02
215,21.4,28.274151,7.09E-02,-1.35E-10,-2.22E-13,0,3.173707e-315,,,,,28.274151,7.09E-02
216,21.5,29.354644,7.62E-02,-8.46E-11,-2.52E-13,0,3.173707e-315,,,,,29.354644,7.62E-02
217,21.6,30.407649,8.15E-02,-1.33E-10,-3.41E-13,0,3.173707e-315,,,,,30.407649,8.15E-02
218,21.7,31.434605,8.68E-02,-1.57E-10,-6.27E-13,0,3.173707e-315,,,,,31.434605,8.68E-02
219,21.8,32.436858,9.21E-02,-1.99E-10,-5.75E-13,0,3.173707e-315,,,,,32.436858,9.21E-02
220,21.9,33.415674,9.74E-02,-1.57E-10,-4.51E-13,0,3.173707e-315,,,,,33.415674,9.74E-02
221,22,34.372241,0.102711,-1.76E-10,-5.56E-13,0,3.173707e-315,,,,,34.372241,0.102711
222,22.1,35.27548,0.107834,-1.98E-10,-6.89E-13,0,3.173707e-315,,,,,35.27548,0.107834
223,22.2,36.083648,0.112511,-1.94E-10,-6.84E-13,0,3.173707e-315,,,,,36.083648,0.112511
224,22.3,36.876892,0.117188,-2.02E-10,-1.02E-12,0,3.173707e-315,,,,,36.876892,0.117188
225,22.4,37.655867,0.121865,-2.49E-10,-1.16E-12,0,3.173707e-315,,,,,37.655867,0.121865
226,22.5,38.421194,0.126542,-2.46E-10,-9.86E-13,0,3.173707e-315,,,,,38.421194,0.126542
227,22.6,39.173472,0.131219,-1.83E-10,-1.05E-12,0,3.173707e-315,,,,,39.173472,0.131219
228,22.7,39.913269,0.135896,-2.68E-10,-1.76E-12,0,3.173707e-315,,,,,39.913269,0.135896
229,22.8,40.216297,0.140572,-5.06E-10,-2.28E-12,0,3.173707e-315,,,,,40.216297,0.140572
230,22.9,40.517668,0.145252,-4.63E-10,-2.73E-12,0,3.173707e-315,,,,,40.517668,0.145252
231,23,40.817636,0.149931,-5.79E-10,-3.49E-12,0,3.173707e-315,,,,,40.817636,0.149931
232,23.1,41.116276,0.154259,-6.82E-10,-3.79E-12,0,3.173707e-315,,,,,41.116276,0.154259
