B (T) - H (A/m),,,MATERIAL: M19: USS Transformer 72 -- 29 Gage,,,,,,,,,,
Pid = 1,,,,,,,,,,,,,
Z = 0,,,,,,,,,,,,,
X = 0,,,,,,,,,,,,,
Y = 0,,,,,,,,,,,,,
    ,t,Hx,Bx,Hy,By,Hz,Bz,,,,,,
1841,184,770.650511,1.423331,1.34E-09,1.28E-12,0,3.231985e-315,,,,,770.650511,1.423331
1842,184.1,831.460168,1.441272,1.79E-09,1.25E-12,0,3.231985e-315,,,,,831.460168,1.441272
1843,184.2,856.90418,1.449397,1.52E-09,1.00E-12,0,3.231985e-315,,,,,856.90418,1.449397
1844,184.3,881.891866,1.457519,1.56E-09,6.81E-13,0,3.231985e-315,,,,,881.891866,1.457519
1845,184.4,907.887936,1.465636,1.29E-09,7.33E-13,0,3.231985e-315,,,,,907.887936,1.465636
1846,184.5,934.86816,1.473748,1.57E-09,4.76E-13,0,3.231985e-315,,,,,934.86816,1.473748
1847,184.6,962.886165,1.481855,1.18E-09,2.57E-13,0,3.231985e-315,,,,,962.886165,1.481855
1848,184.7,991.994946,1.489956,1.29E-09,3.26E-13,0,3.231985e-315,,,,,991.994946,1.489956
1849,184.8,1022.251228,1.498051,1.31E-09,3.66E-13,0,3.231985e-315,,,,,1022.251228,1.498051
1850,184.9,1053.715534,1.506139,1.37E-09,5.66E-13,0,3.231985e-315,,,,,1053.715534,1.506139
1851,185,1086.452517,1.514222,1.57E-09,6.20E-13,0,3.231985e-315,,,,,1086.452517,1.514222
1852,185.1,1120.531309,1.518136,1.53E-09,6.25E-13,0,3.231985e-315,,,,,1120.531309,1.518136
1853,185.2,1117.397933,1.511475,1.54E-09,7.69E-13,0,3.231985e-315,,,,,1117.397933,1.511475
1854,185.3,1113.814479,1.504809,1.51E-09,8.32E-13,0,3.231985e-315,,,,,1113.814479,1.504809
1855,185.4,1109.98742,1.498145,1.51E-09,9.19E-13,0,3.231985e-315,,,,,1109.98742,1.498145
1856,185.5,1105.892688,1.491483,1.51E-09,1.05E-12,0,3.231985e-315,,,,,1105.892688,1.491483
1857,185.6,1101.50541,1.484821,1.48E-09,1.13E-12,0,3.231985e-315,,,,,1101.50541,1.484821
1858,185.7,1096.797478,1.478161,1.47E-09,9.15E-13,0,3.231985e-315,,,,,1096.797478,1.478161
1859,185.8,1091.737072,1.471503,1.33E-09,7.71E-13,0,3.231985e-315,,,,,1091.737072,1.471503
1860,185.9,1086.288097,1.464847,1.21E-09,7.15E-13,0,3.231985e-315,,,,,1086.288097,1.464847
1861,186,1080.409535,1.458193,1.18E-09,7.63E-13,0,3.231985e-315,,,,,1080.409535,1.458193
1862,186.1,1074.054734,1.447502,1.19E-09,4.42E-13,0,3.231985e-315,,,,,1074.054734,1.447502
1863,186.2,1050.649427,1.426493,8.42E-10,2.55E-13,0,3.231985e-315,,,,,1050.649427,1.426493
1864,186.3,1019.630071,1.405517,6.84E-10,6.65E-13,0,3.231985e-315,,,,,1019.630071,1.405517
1865,186.4,978.354501,1.384591,8.84E-10,7.98E-13,0,3.231985e-315,,,,,978.354501,1.384591
1866,186.5,924.289256,1.363726,7.51E-10,5.85E-13,0,3.231985e-315,,,,,924.289256,1.363726
1867,186.6,862.832375,1.342896,6.39E-10,5.33E-13,0,3.231985e-315,,,,,862.832375,1.342896
1868,186.7,806.390999,1.322041,6.26E-10,3.45E-13,0,3.231985e-315,,,,,806.390999,1.322041
1869,186.8,754.771249,1.301165,4.56E-10,1.80E-13,0,3.231985e-315,,,,,754.771249,1.301165
1870,186.9,707.437884,1.280268,4.24E-10,-4.71E-13,0,3.231985e-315,,,,,707.437884,1.280268
1871,187,663.941565,1.259354,-7.09E-12,-4.35E-13,0,3.231985e-315,,,,,663.941565,1.259354
1872,187.1,623.89002,1.234838,3.13E-10,1.62E-13,0,3.231985e-315,,,,,623.89002,1.234838
1873,187.2,566.815331,1.201469,4.48E-10,4.72E-13,0,3.231985e-315,,,,,566.815331,1.201469
1874,187.3,515.963071,1.168071,5.02E-10,6.49E-13,0,3.231985e-315,,,,,515.963071,1.168071
1875,187.4,470.864758,1.134646,5.20E-10,7.25E-13,0,3.231985e-315,,,,,470.864758,1.134646
1876,187.5,430.709528,1.1012,5.05E-10,1.31E-12,0,3.231985e-315,,,,,430.709528,1.1012
1877,187.6,394.832647,1.067734,7.45E-10,1.33E-12,0,3.231985e-315,,,,,394.832647,1.067734
1878,187.7,362.677073,1.034251,5.37E-10,5.87E-13,0,3.231985e-315,,,,,362.677073,1.034251
1879,187.8,333.773368,1.000753,3.18E-10,7.21E-13,0,3.231985e-315,,,,,333.773368,1.000753
1880,187.9,290.682694,0.967241,4.84E-10,7.00E-13,0,3.231985e-315,,,,,290.682694,0.967241
1881,188,239.037636,0.933868,3.35E-10,1.05E-12,0,3.231985e-315,,,,,239.037636,0.933868
1882,188.1,191.914212,0.897739,2.15E-10,4.22E-13,0,3.231985e-315,,,,,191.914212,0.897739
1883,188.2,145.368199,0.855009,-2.88E-10,-1.64E-12,0,3.231985e-315,,,,,145.368199,0.855009
1884,188.3,106.541436,0.812239,-1.91E-10,-9.70E-13,0,3.231985e-315,,,,,106.541436,0.812239
1885,188.4,73.763666,0.769439,1.69E-11,-7.34E-14,0,3.231985e-315,,,,,73.763666,0.769439
1886,188.5,45.800065,0.726615,-1.47E-12,-1.14E-12,0,3.231985e-315,,,,,45.800065,0.726615
1887,188.6,22.655863,0.683767,3.21E-10,3.26E-13,0,3.231985e-315,,,,,22.655863,0.683767
1888,188.7,5.135201,0.64089,2.07E-10,6.08E-13,0,3.231985e-315,,,,,5.135201,0.64089
1889,188.8,-8.48373,0.597994,-5.03E-11,2.36E-12,0,3.231985e-315,,,,,-8.48373,0.597994
1890,188.9,-19.267505,0.555083,2.91E-10,3.12E-12,0,3.231985e-315,,,,,-19.267505,0.555083
1891,189,-27.887818,0.512162,8.32E-10,4.71E-12,0,3.231985e-315,,,,,-27.887818,0.512162
1892,189.1,-35.022145,0.46771,6.69E-10,4.05E-12,0,3.231985e-315,,,,,-35.022145,0.46771
1893,189.2,-41.110197,0.419577,1.33E-10,-3.99E-13,0,3.231985e-315,,,,,-41.110197,0.419577
1894,189.3,-45.835781,0.371436,-2.55E-10,-8.97E-13,0,3.231985e-315,,,,,-45.835781,0.371436
1895,189.4,-49.467961,0.32329,-2.74E-10,-1.82E-12,0,3.231985e-315,,,,,-49.467961,0.32329
1896,189.5,-52.221874,0.27514,6.48E-11,-1.60E-12,0,3.231985e-315,,,,,-52.221874,0.27514
1897,189.6,-54.275189,0.226986,1.45E-11,-5.11E-13,0,3.231985e-315,,,,,-54.275189,0.226986
1898,189.7,-55.7789,0.17883,-5.86E-11,1.33E-12,0,3.231985e-315,,,,,-55.7789,0.17883
1899,189.8,-56.864744,0.130671,1.90E-10,9.61E-13,0,3.231985e-315,,,,,-56.864744,0.130671
1900,189.9,-57.650509,8.25E-02,6.89E-11,2.86E-12,0,3.231985e-315,,,,,-57.650509,8.25E-02
1901,190,-58.243995,3.43E-02,3.19E-10,3.83E-12,0,3.231985e-315,,,,,-58.243995,3.43E-02
1902,190.1,-58.747615,-1.40E-02,2.27E-10,3.63E-12,0,3.231985e-315,,,,,-58.747615,-1.40E-02
1903,190.2,-59.260735,-6.26E-02,9.01E-11,2.82E-12,0,3.231985e-315,,,,,-59.260735,-6.26E-02
1904,190.3,-59.876621,-0.111303,-1.83E-10,2.99E-12,0,3.231985e-315,,,,,-59.876621,-0.111303
1905,190.4,-60.692168,-0.159972,-6.92E-11,2.05E-12,0,3.231985e-315,,,,,-60.692168,-0.159972
1906,190.5,-61.805817,-0.208641,-4.14E-10,1.04E-12,0,3.231985e-315,,,,,-61.805817,-0.208641
1907,190.6,-63.319438,-0.257307,-1.19E-10,-6.49E-13,0,3.231985e-315,,,,,-63.319438,-0.257307
1908,190.7,-65.340296,-0.30597,-1.59E-10,-3.07E-12,0,3.231985e-315,,,,,-65.340296,-0.30597
1909,190.8,-67.983188,-0.354631,-7.91E-11,-1.38E-12,0,3.231985e-315,,,,,-67.983188,-0.354631
1910,190.9,-71.372869,-0.403288,2.68E-10,2.49E-12,0,3.231985e-315,,,,,-71.372869,-0.403288
1911,191,-75.646877,-0.45194,5.19E-10,5.10E-12,0,3.231985e-315,,,,,-75.646877,-0.45194
1912,191.1,-80.807886,-0.499334,8.82E-10,8.96E-12,0,3.231985e-315,,,,,-80.807886,-0.499334
1913,191.2,-86.674433,-0.543699,7.28E-10,5.48E-12,0,3.231985e-315,,,,,-86.674433,-0.543699
1914,191.3,-93.694805,-0.588057,2.81E-10,3.11E-12,0,3.231985e-315,,,,,-93.694805,-0.588057
1915,191.4,-102.040401,-0.632409,2.08E-10,4.32E-13,0,3.231985e-315,,,,,-102.040401,-0.632409
1916,191.5,-111.909356,-0.676754,4.34E-10,1.60E-12,0,3.231985e-315,,,,,-111.909356,-0.676754
1917,191.6,-123.533104,-0.721089,-3.59E-11,-9.53E-13,0,3.231985e-315,,,,,-123.533104,-0.721089
1918,191.7,-137.184879,-0.765414,-8.56E-10,-4.35E-12,0,3.231985e-315,,,,,-137.184879,-0.765414
1919,191.8,-153.190864,-0.809728,-4.20E-10,-1.27E-12,0,3.231985e-315,,,,,-153.190864,-0.809728
1920,191.9,-171.94504,-0.854028,-3.57E-11,-1.60E-12,0,3.231985e-315,,,,,-171.94504,-0.854028
1921,192,-193.929265,-0.898311,1.76E-10,-3.19E-13,0,3.231985e-315,,,,,-193.929265,-0.898311
1922,192.1,-218.147878,-0.940036,2.90E-10,-1.31E-12,0,3.231985e-315,,,,,-218.147878,-0.940036
1923,192.2,-241.955788,-0.975612,6.62E-10,1.82E-12,0,3.231985e-315,,,,,-241.955788,-0.975612
1924,192.3,-269.167663,-1.011172,6.77E-10,4.01E-13,0,3.231985e-315,,,,,-269.167663,-1.011172
1925,192.4,-290.810955,-1.046663,3.53E-10,-4.83E-13,0,3.231985e-315,,,,,-290.810955,-1.046663
1926,192.5,-305.600495,-1.082276,1.32E-10,-1.64E-12,0,3.231985e-315,,,,,-305.600495,-1.082276
1927,192.6,-324.315598,-1.117869,-2.89E-10,-2.05E-12,0,3.231985e-315,,,,,-324.315598,-1.117869
1928,192.7,-348.169949,-1.153434,-3.64E-10,-1.53E-12,0,3.231985e-315,,,,,-348.169949,-1.153434
1929,192.8,-379.058135,-1.188961,-2.69E-10,-1.46E-12,0,3.231985e-315,,,,,-379.058135,-1.188961
1930,192.9,-419.645112,-1.224435,-4.69E-10,-9.09E-13,0,3.231985e-315,,,,,-419.645112,-1.224435
1931,193,-466.668827,-1.259874,-1.75E-10,-7.92E-13,0,3.231985e-315,,,,,-466.668827,-1.259874
1932,193.1,-520.090115,-1.291742,-3.71E-10,-1.24E-12,0,3.231985e-315,,,,,-520.090115,-1.291742
1933,193.2,-559.467591,-1.314925,-5.45E-10,-1.01E-12,0,3.231985e-315,,,,,-559.467591,-1.314925
1934,193.3,-602.065883,-1.338089,-3.15E-10,-1.33E-12,0,3.231985e-315,,,,,-602.065883,-1.338089
1935,193.4,-648.708167,-1.36123,-7.58E-10,-1.18E-12,0,3.231985e-315,,,,,-648.708167,-1.36123
1936,193.5,-699.888312,-1.384347,-3.85E-10,-1.22E-12,0,3.231985e-315,,,,,-699.888312,-1.384347
1937,193.6,-756.194967,-1.407436,-7.49E-10,-1.62E-12,0,3.231985e-315,,,,,-756.194967,-1.407436
1938,193.7,-818.315596,-1.430494,-8.81E-10,-1.31E-12,0,3.231985e-315,,,,,-818.315596,-1.430494
1939,193.8,-887.058259,-1.453514,-6.17E-10,-9.02E-13,0,3.231985e-315,,,,,-887.058259,-1.453514
1940,193.9,-963.378651,-1.476493,-5.32E-10,-9.81E-13,0,3.231985e-315,,,,,-963.378651,-1.476493
1941,194,-1048.414722,-1.499424,-7.47E-10,-9.63E-13,0,3.231985e-315,,,,,-1048.414722,-1.499424
1942,194.1,-1143.53134,-1.518198,-6.55E-10,-1.10E-12,0,3.231985e-315,,,,,-1143.53134,-1.518198
1943,194.2,-1184.659599,-1.526651,-9.25E-10,-1.09E-12,0,3.231985e-315,,,,,-1184.659599,-1.526651
1944,194.3,-1224.319227,-1.535099,-7.54E-10,-9.30E-13,0,3.231985e-315,,,,,-1224.319227,-1.535099
1945,194.4,-1266.020641,-1.543538,-7.43E-10,-1.08E-12,0,3.231985e-315,,,,,-1266.020641,-1.543538
1946,194.5,-1309.620979,-1.551967,-9.57E-10,-1.43E-12,0,3.231985e-315,,,,,-1309.620979,-1.551967
1947,194.6,-1355.259596,-1.560385,-1.26E-09,-1.45E-12,0,3.231985e-315,,,,,-1355.259596,-1.560385
1948,194.7,-1403.064271,-1.568792,-1.13E-09,-1.59E-12,0,3.231985e-315,,,,,-1403.064271,-1.568792
1949,194.8,-1453.175131,-1.577186,-1.46E-09,-1.47E-12,0,3.231985e-315,,,,,-1453.175131,-1.577186
1950,194.9,-1505.743846,-1.585568,-1.15E-09,-1.48E-12,0,3.231985e-315,,,,,-1505.743846,-1.585568
1951,195,-1560.934953,-1.593936,-1.46E-09,-1.52E-12,0,3.231985e-315,,,,,-1560.934953,-1.593936
1952,195.1,-1618.927157,-1.598036,-1.35E-09,-1.44E-12,0,3.231985e-315,,,,,-1618.927157,-1.598036
1953,195.2,-1616.300202,-1.590978,-1.37E-09,-1.00E-12,0,3.231985e-315,,,,,-1616.300202,-1.590978
1954,195.3,-1613.16861,-1.583906,-1.08E-09,-4.18E-13,0,3.231985e-315,,,,,-1613.16861,-1.583906
1955,195.4,-1609.803285,-1.576836,-8.04E-10,9.35E-14,0,3.231985e-315,,,,,-1609.803285,-1.576836
1956,195.5,-1606.178585,-1.569767,-6.34E-10,4.97E-13,0,3.231985e-315,,,,,-1606.178585,-1.569767
1957,195.6,-1602.267355,-1.5627,-4.79E-10,8.47E-13,0,3.231985e-315,,,,,-1602.267355,-1.5627
1958,195.7,-1598.038135,-1.555634,-3.41E-10,6.59E-13,0,3.231985e-315,,,,,-1598.038135,-1.555634
1959,195.8,-1593.454264,-1.548569,-4.23E-10,6.31E-13,0,3.231985e-315,,,,,-1593.454264,-1.548569
1960,195.9,-1588.472729,-1.541507,-3.57E-10,7.98E-13,0,3.231985e-315,,,,,-1588.472729,-1.541507
1961,196,-1583.04269,-1.534447,-1.74E-10,6.18E-13,0,3.231985e-315,,,,,-1583.04269,-1.534447
1962,196.1,-1577.103587,-1.523261,-2.22E-10,6.91E-13,0,3.231985e-315,,,,,-1577.103587,-1.523261
1963,196.2,-1554.737987,-1.501074,-4.11E-13,1.04E-13,0,3.231985e-315,,,,,-1554.737987,-1.501074
1964,196.3,-1523.003318,-1.478929,-3.19E-10,-2.48E-13,0,3.231985e-315,,,,,-1523.003318,-1.478929
1965,196.4,-1475.252806,-1.45686,-3.74E-10,-1.58E-13,0,3.231985e-315,,,,,-1475.252806,-1.45686
1966,196.5,-1398.35726,-1.434928,-1.82E-10,-1.77E-13,0,3.231985e-315,,,,,-1398.35726,-1.434928
1967,196.6,-1288.991736,-1.413148,-2.72E-10,-2.52E-13,0,3.231985e-315,,,,,-1288.991736,-1.413148
1968,196.7,-1189.718655,-1.391316,-2.63E-10,-2.34E-13,0,3.231985e-315,,,,,-1189.718655,-1.391316
1969,196.8,-1100.891156,-1.369437,-2.24E-10,-1.45E-13,0,3.231985e-315,,,,,-1100.891156,-1.369437
1970,196.9,-1021.001558,-1.347517,-1.49E-10,-4.77E-14,0,3.231985e-315,,,,,-1021.001558,-1.347517
1971,197,-948.906443,-1.325562,-1.03E-10,1.13E-13,0,3.231985e-315,,,,,-948.906443,-1.325562
1972,197.1,-883.636211,-1.299847,3.36E-12,1.17E-13,0,3.231985e-315,,,,,-883.636211,-1.299847
1973,197.2,-792.903959,-1.264802,-6.27E-11,-6.51E-14,0,3.231985e-315,,,,,-792.903959,-1.264802
1974,197.3,-713.534384,-1.229704,-1.44E-10,5.45E-14,0,3.231985e-315,,,,,-713.534384,-1.229704
1975,197.4,-644.620222,-1.19456,-5.25E-12,2.11E-13,0,3.231985e-315,,,,,-644.620222,-1.19456
1976,197.5,-584.422864,-1.159377,-4.60E-12,5.37E-13,0,3.231985e-315,,,,,-584.422864,-1.159377
1977,197.6,-531.578795,-1.124163,1.66E-10,5.77E-13,0,3.231985e-315,,,,,-531.578795,-1.124163
1978,197.7,-484.979917,-1.08892,5.15E-11,2.43E-13,0,3.231985e-315,,,,,-484.979917,-1.08892
1979,197.8,-443.718935,-1.053653,-5.33E-11,-6.65E-13,0,3.231985e-315,,,,,-443.718935,-1.053653
1980,197.9,-383.335278,-1.018362,-4.37E-10,-1.12E-12,0,3.231985e-315,,,,,-383.335278,-1.018362
1981,198,-313.024459,-0.983259,-1.14E-10,2.69E-13,0,3.231985e-315,,,,,-313.024459,-0.983259
1982,198.1,-250.632849,-0.945244,1.88E-10,1.03E-12,0,3.231985e-315,,,,,-250.632849,-0.945244
1983,198.2,-190.645056,-0.900282,1.62E-10,1.19E-12,0,3.231985e-315,,,,,-190.645056,-0.900282
1984,198.3,-141.817821,-0.855263,-2.25E-10,-2.27E-12,0,3.231985e-315,,,,,-141.817821,-0.855263
1985,198.4,-101.455385,-0.810203,-7.58E-10,-4.53E-12,0,3.231985e-315,,,,,-101.455385,-0.810203
1986,198.5,-67.648483,-0.765109,-8.77E-10,-5.11E-12,0,3.231985e-315,,,,,-67.648483,-0.765109
1987,198.6,-39.013044,-0.719989,-1.05E-09,-6.76E-12,0,3.231985e-315,,,,,-39.013044,-0.719989
1988,198.7,-16.598216,-0.674838,-1.37E-09,-1.05E-11,0,3.231985e-315,,,,,-16.598216,-0.674838
1989,198.8,0.258692,-0.629659,-7.38E-10,-8.89E-12,0,3.231985e-315,,,,,0.258692,-0.629659
1990,198.9,13.323666,-0.584461,-4.36E-10,-9.69E-12,0,3.231985e-315,,,,,13.323666,-0.584461
1991,199,23.607953,-0.539249,-4.65E-10,-9.73E-12,0,3.231985e-315,,,,,23.607953,-0.539249
1992,199.1,32.015102,-0.492432,-6.67E-10,-1.65E-11,0,3.231985e-315,,,,,32.015102,-0.492432
1993,199.2,39.110787,-0.441755,-8.79E-10,-1.73E-11,0,3.231985e-315,,,,,39.110787,-0.441755
1994,199.3,44.564548,-0.39107,-3.24E-10,-1.50E-11,0,3.231985e-315,,,,,44.564548,-0.39107
1995,199.4,48.71653,-0.340379,-3.91E-10,-1.48E-11,0,3.231985e-315,,,,,48.71653,-0.340379
1996,199.5,51.832705,-0.289682,-1.96E-10,-1.24E-11,0,3.231985e-315,,,,,51.832705,-0.289682
1997,199.6,54.128872,-0.238981,-4.31E-10,-1.65E-11,0,3.231985e-315,,,,,54.128872,-0.238981
1998,199.7,55.785869,-0.188277,-6.32E-10,-1.97E-11,0,3.231985e-315,,,,,55.785869,-0.188277
1999,199.8,56.959727,-0.13757,-7.64E-10,-1.89E-11,0,3.231985e-315,,,,,56.959727,-0.13757
2000,199.9,57.788775,-8.69E-02,-6.11E-10,-1.91E-11,0,3.231985e-315,,,,,57.788775,-8.69E-02
2001,200,58.398845,-3.62E-02,-4.68E-10,-1.91E-11,0,3.231985e-315,,,,,58.398845,-3.62E-02
