0,0
0.000705996,0.000705996
0.002359055,0.002359055
0.005045005,0.005045005
0.008812416,0.008812416
0.013679033,0.013679033
0.019638766,0.019638766
0.026667678,0.026667678
0.034728473,0.034728473
0.043773617,0.043773617
0.053747429,0.053747429
0.064587482,0.064587482
0.076225571,0.076225571
0.08858842,0.08858842
0.10159825,0.10159825
0.115173273,0.115173273
0.129228149,0.129228149
0.143674433,0.143674433
0.158421025,0.158421025
0.173374624,0.173374624
0.188440192,0.188440192
0.20352143,0.20352143
0.218521257,0.218521257
0.233342297,0.233342297
0.247887366,0.247887366
0.262059954,0.262059954
0.275764709,0.275764709
0.288907902,0.288907902
0.30139788,0.30139788
0.313145507,0.313145507
0.32406457,0.32406457
0.334072176,0.334072176
0.343089106,0.343089106
0.351040156,0.351040156
0.357854438,0.357854438
0.363465661,0.363465661
0.367812393,0.367812393
0.370838294,0.370838294
0.372492352,0.372492352
0.372729104,0.372729104
0.372717958,0.372717958
0.372611657,0.372611657
0.372428389,0.372428389
0.372137532,0.372137532
0.371694893,0.371694893
0.371040515,0.371040515
0.370096839,0.370096839
0.368768353,0.368768353
0.366943796,0.366943796
0.364501402,0.364501402
0.3613166,0.3613166
0.357270575,0.357270575
0.352257787,0.352257787
0.346191058,0.346191058
0.339003893,0.339003893
0.3306505,0.3306505
0.321104396,0.321104396
0.310356377,0.310356377
0.298412406,0.298412406
0.285291707,0.285291707
0.271025156,0.271025156
0.255653963,0.255653963
0.239228608,0.239228608
0.221807957,0.221807957
0.20345852,0.20345852
0.184253785,0.184253785
0.164273626,0.164273626
0.143603731,0.143603731
0.122335052,0.122335052
0.100563259,0.100563259
0.078388188,0.078388188
0.055913284,0.055913284
0.03324503,0.03324503
0.010492365,0.010492365
-0.012233908,-0.012233908
-0.034821732,-0.034821732
-0.05715841,-0.05715841
-0.079131226,-0.079131226
-0.100628069,-0.100628069
-0.121538054,-0.121538054
-0.141752134,-0.141752134
-0.161163697,-0.161163697
-0.179669137,-0.179669137
-0.197168394,-0.197168394
-0.213565463,-0.213565463
-0.228768839,-0.228768839
-0.242691928,-0.242691928
-0.255253381,-0.255253381
-0.266377377,-0.266377377
-0.275993839,-0.275993839
-0.284038592,-0.284038592
-0.290453464,-0.290453464
-0.295186355,-0.295186355
-0.29819126,-0.29819126
-0.299428293,-0.299428293
-0.299423313,-0.299423313
-0.299329984,-0.299329984
-0.299141528,-0.299141528
-0.298812117,-0.298812117
-0.298272686,-0.298272686
-0.297428531,-0.297428531
-0.296158486,-0.296158486
-0.294317981,-0.294317981
-0.291747185,-0.291747185
-0.288283309,-0.288283309
-0.283774057,-0.283774057
-0.278088677,-0.278088677
